Date,File,S0,Maturity,Contract,rf,Call_IV_mean,Call_IV_std,Put_IV_mean,Put_IV_std,IV_Skew,IV_Spread,IV_Range,PCR
2022/2/10,OptionsDaily_2022_02_10.csv,18338.05078,6,202202,0.00755,0.080057516,0.078913793,0.216754642,0.15761374,-0.136697126,1.440274041,0.147968085,1.609559721
2022/2/11,OptionsDaily_2022_02_11.csv,18310.93945,5,202202,0.00755,0.108821352,0.037340858,0.247878956,0.226568782,-0.139057603,1.648651295,0.187264589,1.483385991
2022/2/14,OptionsDaily_2022_02_14.csv,17997.66992,2,202202,0.00755,0.229440388,0.075455363,0.300895504,0.390029604,-0.071455117,2.619121366,0.275339134,0.854598996
2022/2/15,OptionsDaily_2022_02_15.csv,17951.81055,1,202202,0.00755,0.275993133,0.169076042,0.336952031,0.477271774,-0.060958898,3.528573946,0.357124657,0.949403305
2022/2/16,OptionsDaily_2022_02_16.csv,18231.4707,28,202203,0.00755,0.010788501,0.025805832,0.048380576,0.05165988,-0.037592075,0.484107629,0.045896919,1.184525462
2022/2/17,OptionsDaily_2022_02_17.csv,18268.57031,27,202203,0.00755,0.078697988,0.043348154,0.116730184,0.095883783,-0.038032196,0.63002238,0.079036454,1.248037966
2022/2/18,OptionsDaily_2022_02_18.csv,18232.34961,26,202203,0.00755,0.059690031,0.022819644,0.111172022,0.070164608,-0.051481992,0.716622845,0.061092914,1.411985335
2022/2/21,OptionsDaily_2022_02_21.csv,18221.49023,23,202203,0.00755,0.057387793,0.031850504,0.096995501,0.071686663,-0.039607709,0.754422785,0.060820695,1.275534306
2022/2/22,OptionsDaily_2022_02_22.csv,17969.28906,22,202203,0.00755,0.056834916,0.033897008,0.083844552,0.084060948,-0.027009636,0.787577693,0.063518803,0.779268533
2022/2/23,OptionsDaily_2022_02_23.csv,18055.73047,21,202203,0.00755,0.019910865,0.032525397,0.060089992,0.065859966,-0.040179127,0.757431645,0.056141626,1.094190252
2022/2/24,OptionsDaily_2022_02_24.csv,17594.55078,20,202203,0.00755,0.123164012,0.034018296,0.135913673,0.091434629,-0.012749661,0.808268903,0.07155141,1.285166618
2022/2/25,OptionsDaily_2022_02_25.csv,17652.17969,19,202203,0.00755,0.092072231,0.04832498,0.178081693,0.080892371,-0.086009461,0.542490818,0.077760224,0.783188784
2022/2/28,OptionsDaily_2022_02_28.csv,17652.17969,16,202203,0.00755,,,,,,,,
2022/3/1,OptionsDaily_2022_03_01.csv,17898.25,15,202203,0.01035,0.06118743,0.059954723,0.129189874,0.101921007,-0.068002444,1.040180652,0.09153688,1.185978387
2022/3/2,OptionsDaily_2022_03_02.csv,17867.59961,14,202203,0.01035,0.033366337,0.037676299,0.079741122,0.104902347,-0.046374785,0.912252552,0.082638373,1.076105293
2022/3/3,OptionsDaily_2022_03_03.csv,17934.40039,13,202203,0.01035,0.106998983,0.031558409,0.254530692,0.093108878,-0.147531709,0.562413424,0.104544027,1.854901167
2022/3/4,OptionsDaily_2022_03_04.csv,17736.51953,12,202203,0.01035,0.121560879,0.03793281,0.186302874,0.091471378,-0.064741995,0.646125733,0.073685713,0.728375449
2022/3/7,OptionsDaily_2022_03_07.csv,17178.68945,9,202203,0.01035,0.182007008,0.05163898,0.23790795,0.18100638,-0.055900942,0.811925239,0.114903992,0.461989541
2022/3/8,OptionsDaily_2022_03_08.csv,16825.25,8,202203,0.01035,0.169476175,0.071236122,0.170344899,0.129749432,-0.000868724,0.75013386,0.102969881,0.89781283
2022/3/9,OptionsDaily_2022_03_09.csv,17015.35938,7,202203,0.01035,0.061978521,0.081534762,0.115535486,0.123452806,-0.053556964,0.862261301,0.109293769,1.143338168
2022/3/10,OptionsDaily_2022_03_10.csv,17433.19922,6,202203,0.01035,0.172505107,0.089678988,0.33244741,0.08229789,-0.159942304,0.839493493,0.117517106,0.874295339
2022/3/11,OptionsDaily_2022_03_11.csv,17264.74023,5,202203,0.01035,0.214834835,0.083176179,0.314216898,0.180522171,-0.099382064,1.63515182,0.143998759,0.762425117
2022/3/14,OptionsDaily_2022_03_14.csv,17263.03906,2,202203,0.01035,0.277639579,0.153583722,0.387246379,0.211888143,-0.109606801,1.430139426,0.192867831,1.048812552
2022/3/15,OptionsDaily_2022_03_15.csv,16926.06055,1,202203,0.01035,0.354605875,0.176520893,0.354781098,0.280902507,-0.000175223,2.433230939,0.227146976,0.765446148
2022/3/16,OptionsDaily_2022_03_16.csv,16940.83008,35,202204,0.01035,0.039701469,0.07326429,0.049257745,0.048168557,-0.009556276,0.417384694,0.0636301,0.773089752
2022/3/17,OptionsDaily_2022_03_17.csv,17448.2207,34,202204,0.01035,0.075120124,0.041463004,0.150273472,0.073184814,-0.075153348,0.725845674,0.070352727,1.038320709
2022/3/18,OptionsDaily_2022_03_18.csv,17456.51953,33,202204,0.01035,0.067812744,0.032816995,0.113433388,0.04603193,-0.045620644,0.585260541,0.045726206,0.958472426
2022/3/21,OptionsDaily_2022_03_21.csv,17560.35938,30,202204,0.01035,0.050049734,0.037547887,0.104858296,0.076445716,-0.054808561,0.646837725,0.068471354,1.402390581
2022/3/22,OptionsDaily_2022_03_22.csv,17559.71094,29,202204,0.01035,0.035668051,0.029951182,0.062132114,0.048104501,-0.026464063,0.639356242,0.043307757,1.380848109
2022/3/23,OptionsDaily_2022_03_23.csv,17731.36914,28,202204,0.01035,0.016056364,0.035200933,0.047641372,0.056164144,-0.031585007,0.623661016,0.050710593,1.254495757
2022/3/24,OptionsDaily_2022_03_24.csv,17699.06055,27,202204,0.01035,0.058896407,0.024826994,0.12359388,0.076370998,-0.064697473,0.607213027,0.066721857,1.211712358
2022/3/25,OptionsDaily_2022_03_25.csv,17676.94922,26,202204,0.01035,0.061741798,0.026076592,0.09226299,0.05961491,-0.030521192,0.295608326,0.047515779,0.899535999
2022/3/28,OptionsDaily_2022_03_28.csv,17520.00977,23,202204,0.01035,0.045853596,0.032075875,0.105537834,0.073660018,-0.059684238,0.449174588,0.061346465,0.714261168
2022/3/29,OptionsDaily_2022_03_29.csv,17548.66016,22,202204,0.01035,0.036225091,0.026403541,0.061975535,0.057159535,-0.025750443,0.661012583,0.048119607,1.388411234
2022/3/30,OptionsDaily_2022_03_30.csv,17740.56055,21,202204,0.01035,0.015716937,0.028286184,0.043986716,0.054325551,-0.028269779,0.450177687,0.047434275,1.375231039
2022/3/31,OptionsDaily_2022_03_31.csv,17693.4707,20,202204,0.01035,0.077826268,0.026627535,0.107343536,0.070603688,-0.029517268,0.348300147,0.056065411,1.12023269
2022/4/1,OptionsDaily_2022_04_01.csv,17625.58984,19,202204,0.01035,0.053115513,0.033857356,0.10396369,0.038663015,-0.050848177,0.413206861,0.04416219,0.833585904
2022/4/4,OptionsDaily_2022_04_04.csv,17625.58984,16,202204,0.01035,,,,,,,,
2022/4/5,OptionsDaily_2022_04_05.csv,17625.58984,15,202204,0.01035,,,,,,,,
2022/4/6,OptionsDaily_2022_04_06.csv,17522.5,14,202204,0.01035,0.02767701,0.041188811,0.068994047,0.068320254,-0.041317038,0.401912101,0.060429927,1.068419835
2022/4/7,OptionsDaily_2022_04_07.csv,17178.63086,13,202204,0.01035,0.133510849,0.041188114,0.164136981,0.105754539,-0.030626132,0.830437624,0.075048138,0.623018663
2022/4/8,OptionsDaily_2022_04_08.csv,17284.53906,12,202204,0.01035,0.09901004,0.048480817,0.179735899,0.075949157,-0.080725859,0.721998968,0.074541473,0.844863284
2022/4/11,OptionsDaily_2022_04_11.csv,17048.36914,9,202204,0.01035,0.126804054,0.049271277,0.125064796,0.099969456,0.001739257,0.831417871,0.073321034,0.586477007
2022/4/12,OptionsDaily_2022_04_12.csv,16990.91016,8,202204,0.01035,0.097283118,0.049623076,0.123507104,0.083176536,-0.026223986,0.900808328,0.070000278,0.957579869
2022/4/13,OptionsDaily_2022_04_13.csv,17301.65039,7,202204,0.01035,0.032047271,0.055188753,0.097880515,0.077346281,-0.065833244,0.844913282,0.076621169,1.617198053
2022/4/14,OptionsDaily_2022_04_14.csv,17245.65039,6,202204,0.01035,0.166858599,0.06337392,0.195469041,0.096108586,-0.028610442,1.130949417,0.081009125,0.806184261
2022/4/15,OptionsDaily_2022_04_15.csv,17004.17969,5,202204,0.01035,0.172134499,0.061877805,0.179333345,0.096400171,-0.007198846,1.227765143,0.075582204,0.489764111
2022/4/18,OptionsDaily_2022_04_18.csv,16898.86914,2,202204,0.01035,0.236409858,0.121334497,0.286291902,0.109566241,-0.049882044,1.942057885,0.118660045,0.81066286
2022/4/19,OptionsDaily_2022_04_19.csv,16993.40039,1,202204,0.01035,0.300806905,0.206320101,0.216861106,0.174769632,0.083945799,2.22417219,0.195291652,1.057682909
2022/4/20,OptionsDaily_2022_04_20.csv,17148.88086,28,202205,0.01035,0.012241264,0.027678112,0.048665658,0.046427493,-0.036424394,0.50985502,0.041797634,0.840501659
2022/4/21,OptionsDaily_2022_04_21.csv,17127.94922,27,202205,0.01035,0.076575844,0.026928943,0.091122182,0.035102973,-0.014546338,0.23081575,0.031618609,0.782609596
2022/4/22,OptionsDaily_2022_04_22.csv,17025.08984,26,202205,0.01035,0.055295197,0.023531223,0.102757204,0.044807671,-0.047462006,0.327287241,0.042322534,0.863029817
2022/4/25,OptionsDaily_2022_04_25.csv,16620.90039,23,202205,0.01035,0.085957381,0.031985549,0.101241478,0.060131478,-0.015284097,0.535819227,0.04853609,0.887272654
2022/4/26,OptionsDaily_2022_04_26.csv,16644.78906,22,202205,0.01035,0.051263342,0.030883514,0.081673174,0.046367518,-0.030409832,0.512364091,0.042231219,0.945440557
2022/4/27,OptionsDaily_2022_04_27.csv,16303.34961,21,202205,0.01035,0.051219375,0.042661779,0.045497465,0.059872266,0.005721909,0.540865596,0.051669863,0.90806428
2022/4/28,OptionsDaily_2022_04_28.csv,16419.38086,20,202205,0.01035,0.083434221,0.026132987,0.165829417,0.04790507,-0.082395196,0.940757026,0.056855915,1.143532642
2022/4/29,OptionsDaily_2022_04_29.csv,16592.17969,19,202205,0.01035,0.073500822,0.033748545,0.143391342,0.058663011,-0.069890519,0.540120417,0.05962956,1.103148461
2022/5/2,OptionsDaily_2022_05_02.csv,16592.17969,16,202205,0.01035,,,,,,,,
2022/5/3,OptionsDaily_2022_05_03.csv,16498.90039,15,202205,0.01035,0.066973415,0.027923078,0.09755692,0.076552335,-0.030583506,0.610330658,0.058739139,0.864474067
2022/5/4,OptionsDaily_2022_05_04.csv,16565.83008,14,202205,0.01035,0.029280354,0.040563799,0.059322054,0.063022663,-0.030041699,0.379123895,0.055520652,1.134042627
2022/5/5,OptionsDaily_2022_05_05.csv,16696.11914,13,202205,0.01035,0.103770548,0.02673031,0.172660959,0.067139175,-0.068890411,0.573635769,0.06293431,1.230749879
2022/5/6,OptionsDaily_2022_05_06.csv,16408.19922,12,202205,0.01035,0.114300889,0.037156527,0.176754007,0.065615999,-0.062453118,0.566656033,0.060720573,0.75904373
2022/5/9,OptionsDaily_2022_05_09.csv,16048.91992,9,202205,0.01035,0.146302987,0.041831038,0.160257397,0.106150571,-0.01395441,0.78440052,0.071801117,0.500513736
2022/5/10,OptionsDaily_2022_05_10.csv,16061.7002,8,202205,0.01035,0.079662021,0.054255358,0.160213474,0.078768733,-0.080551453,0.810400173,0.078406634,0.859333792
2022/5/11,OptionsDaily_2022_05_11.csv,16006.25,7,202205,0.01035,0.085057998,0.074666987,0.088215558,0.108979506,-0.00315756,0.842921409,0.092049238,0.843146894
2022/5/12,OptionsDaily_2022_05_12.csv,15616.67969,6,202205,0.01035,0.264198578,0.090738308,0.230573399,0.105453867,0.033625179,0.914181159,0.098018836,0.621687523
2022/5/13,OptionsDaily_2022_05_13.csv,15832.54004,5,202205,0.01035,0.181353133,0.065142699,0.297795303,0.119216254,-0.11644217,1.929109081,0.114661265,1.274457626
2022/5/16,OptionsDaily_2022_05_16.csv,15901.04004,2,202205,0.01035,0.256768542,0.150376281,0.294608737,0.148720231,-0.037840196,1.480103651,0.150648465,1.141622463
2022/5/17,OptionsDaily_2022_05_17.csv,16056.08984,1,202205,0.01035,0.18391508,0.1647886,0.284000675,0.179555507,-0.100085595,2.002020134,0.180193812,1.366553441
2022/5/18,OptionsDaily_2022_05_18.csv,16296.86035,28,202206,0.01035,0.012840517,0.031380392,0.054149183,0.060729693,-0.041308666,0.487086044,0.053511017,1.183522727
2022/5/19,OptionsDaily_2022_05_19.csv,16020.32031,27,202206,0.01035,0.093497765,0.057908026,0.145306347,0.049999319,-0.051808581,0.386925246,0.060136617,0.877313614
2022/5/20,OptionsDaily_2022_05_20.csv,16144.84961,26,202206,0.01035,0.065881047,0.036485825,0.137680658,0.066418122,-0.071799612,0.485046482,0.0647758,1.055490922
2022/5/23,OptionsDaily_2022_05_23.csv,16156.41016,23,202206,0.01035,0.082286284,0.036050251,0.089962567,0.041376792,-0.007676284,0.409435408,0.039008763,1.02912146
2022/5/24,OptionsDaily_2022_05_24.csv,15963.62988,22,202206,0.01035,0.073574485,0.030214565,0.036664286,0.045059177,0.036910199,0.37571543,0.041323579,0.642983645
2022/5/25,OptionsDaily_2022_05_25.csv,16104.03027,21,202206,0.01035,0.024558913,0.034511426,0.048964462,0.056528654,-0.024405549,0.526881576,0.049969615,1.288988921
2022/5/26,OptionsDaily_2022_05_26.csv,15968.83008,20,202206,0.01035,0.111182559,0.026944277,0.116938041,0.058290369,-0.005755482,0.501200993,0.045085609,0.949497954
2022/5/27,OptionsDaily_2022_05_27.csv,16266.21973,19,202206,0.01035,0.064645109,0.028570706,0.133040826,0.061763181,-0.068395717,0.528557223,0.059925592,1.251640251
2022/5/30,OptionsDaily_2022_05_30.csv,16610.61914,16,202206,0.01035,0.037278279,0.044009603,0.125442659,0.075857368,-0.08816438,0.610367538,0.077671162,1.435896496
2022/5/31,OptionsDaily_2022_05_31.csv,16807.76953,15,202206,0.01035,0.009778955,0.028337602,0.10658404,0.057031046,-0.096805085,0.615616801,0.067247107,1.57979263
2022/6/1,OptionsDaily_2022_06_01.csv,16675.08984,14,202206,0.012,0.048914084,0.036157017,0.047261866,0.069413972,0.001652218,0.522191999,0.055381151,1.02534965
2022/6/2,OptionsDaily_2022_06_02.csv,16552.57031,13,202206,0.012,0.112270954,0.01920594,0.165843761,0.071549582,-0.053572807,0.510819825,0.059191766,1.010028218
2022/6/3,OptionsDaily_2022_06_03.csv,16552.57031,12,202206,0.012,,,,,,,,
2022/6/6,OptionsDaily_2022_06_06.csv,16605.96094,9,202206,0.012,0.094899065,0.03004841,0.144126791,0.095940162,-0.049227726,0.640559304,0.074556661,0.937808332
2022/6/7,OptionsDaily_2022_06_07.csv,16512.88086,8,202206,0.012,0.082024113,0.043765267,0.124741142,0.121776283,-0.042717029,1.151524142,0.089469377,0.750435941
2022/6/8,OptionsDaily_2022_06_08.csv,16670.50977,7,202206,0.012,0.042765327,0.05188543,0.086251574,0.093223685,-0.043486247,0.79594974,0.080517464,1.244420241
2022/6/9,OptionsDaily_2022_06_09.csv,16621.33984,6,202206,0.012,0.142415947,0.024072532,0.236819964,0.128307592,-0.094404017,1.582387766,0.104273821,1.030753318
2022/6/10,OptionsDaily_2022_06_10.csv,16460.11914,5,202206,0.012,0.155400112,0.036814202,0.221026224,0.113963452,-0.065626113,0.835840073,0.088313806,0.811961996
2022/6/13,OptionsDaily_2022_06_13.csv,16070.98047,2,202206,0.012,0.296480538,0.14770054,0.332925771,0.169055612,-0.036445233,1.423302351,0.157473137,0.566513099
2022/6/14,OptionsDaily_2022_06_14.csv,16047.37012,1,202206,0.012,0.276822811,0.241040642,0.448962099,0.286133127,-0.172139288,3.908327481,0.276437552,0.792201941
2022/6/15,OptionsDaily_2022_06_15.csv,15999.25,35,202207,0.012,0.031432303,0.028910297,0.028305755,0.043263244,0.003126549,0.631428012,0.037000547,1.006271944
2022/6/16,OptionsDaily_2022_06_16.csv,15838.61035,34,202207,0.012,0.091411323,0.027223388,0.100565851,0.056121459,-0.009154528,0.374234083,0.042633224,0.757637851
2022/6/17,OptionsDaily_2022_06_17.csv,15641.25977,33,202207,0.012,0.085930172,0.042191039,0.138532307,0.05769497,-0.052602135,0.446105292,0.05645445,0.816532621
2022/6/20,OptionsDaily_2022_06_20.csv,15367.58008,30,202207,0.012,0.083740031,0.030994995,0.085217903,0.070084555,-0.001477872,0.531212277,0.050672694,0.665172325
2022/6/21,OptionsDaily_2022_06_21.csv,15728.63965,29,202207,0.012,0.021394922,0.02889491,0.08384134,0.057498845,-0.062446418,0.428976361,0.056990021,1.472337499
2022/6/22,OptionsDaily_2022_06_22.csv,15347.75,28,202207,0.012,0.054228571,0.038251779,0.022645408,0.061546608,0.031583163,0.330961649,0.051892253,0.704968169
2022/6/23,OptionsDaily_2022_06_23.csv,15176.44043,27,202207,0.012,0.106677746,0.029548974,0.147242532,0.051605918,-0.040564787,0.420656136,0.046518707,0.951215973
2022/6/24,OptionsDaily_2022_06_24.csv,15303.32031,26,202207,0.012,0.110011041,0.096292047,0.135694369,0.039049236,-0.025683328,0.54138361,0.079575736,0.673787529
2022/6/27,OptionsDaily_2022_06_27.csv,15548.00977,23,202207,0.012,0.060035837,0.030159737,0.102301873,0.047156069,-0.042266036,0.514002377,0.046337322,1.728502805
2022/6/28,OptionsDaily_2022_06_28.csv,15439.91992,22,202207,0.012,0.062677736,0.086244817,0.074486119,0.037851053,-0.011808382,0.587662363,0.070959336,0.663967588
2022/6/29,OptionsDaily_2022_06_29.csv,15240.12988,21,202207,0.012,0.045281284,0.040023857,0.027163894,0.045485602,0.01811739,0.384977941,0.043650161,0.923136756
2022/6/30,OptionsDaily_2022_06_30.csv,14825.73047,20,202207,0.012,0.149644642,0.052213845,0.167625259,0.060320779,-0.017980616,0.655477924,0.056126626,0.561888063
2022/7/1,OptionsDaily_2022_07_01.csv,14343.08008,19,202207,0.012,0.175477166,0.057731316,0.14632536,0.09786118,0.029151806,0.703922806,0.073708838,0.416162562
2022/7/4,OptionsDaily_2022_07_04.csv,14217.05957,16,202207,0.012,0.152382226,0.069303451,0.152143568,0.067037667,0.000238658,0.542997447,0.068522083,0.530131274
2022/7/5,OptionsDaily_2022_07_05.csv,14349.2002,15,202207,0.012,0.081854399,0.064864101,0.135253401,0.085312151,-0.053399002,0.599715846,0.077773128,0.593717764
2022/7/6,OptionsDaily_2022_07_06.csv,13985.50977,14,202207,0.012,0.108909943,0.072310353,0.036739541,0.0878507,0.072170402,0.848315541,0.086051425,0.619826114
2022/7/7,OptionsDaily_2022_07_07.csv,14336.26953,13,202207,0.012,0.147156509,0.069285856,0.275493233,0.082749285,-0.128336724,0.776698062,0.0982722,0.714708697
2022/7/8,OptionsDaily_2022_07_08.csv,14464.53027,12,202207,0.012,0.148158353,0.062405375,0.2151068,0.063835088,-0.066948447,0.81624628,0.071443455,1.155734167
2022/7/11,OptionsDaily_2022_07_11.csv,14340.53027,9,202207,0.012,0.162187988,0.069920891,0.173176616,0.087581469,-0.010988628,0.916959487,0.077468588,0.638478364
2022/7/12,OptionsDaily_2022_07_12.csv,13950.62012,8,202207,0.012,0.166727062,0.080836406,0.117041156,0.101579218,0.049685907,1.040294943,0.091016114,0.447610531
2022/7/13,OptionsDaily_2022_07_13.csv,14324.67969,7,202207,0.012,0.088916145,0.097813399,0.122687989,0.119725127,-0.033771844,0.807859193,0.111949707,1.290841636
2022/7/14,OptionsDaily_2022_07_14.csv,14438.51953,6,202207,0.012,0.231594756,0.148244167,0.32921438,0.07324706,-0.097619623,1.061034234,0.118230695,1.664308894
2022/7/15,OptionsDaily_2022_07_15.csv,14550.62012,5,202207,0.012,0.182875246,0.130845173,0.299571161,0.082021846,-0.116695915,1.188877426,0.121108539,1.302504311
2022/7/18,OptionsDaily_2022_07_18.csv,14719.63965,2,202207,0.012,0.17104857,0.178391338,0.381922197,0.15791609,-0.210873627,1.772436139,0.194183802,1.74513281
2022/7/19,OptionsDaily_2022_07_19.csv,14694.08008,1,202207,0.012,0.206631808,0.169007745,0.346829153,0.263774975,-0.140197345,2.556178837,0.236876743,1.233738602
2022/7/20,OptionsDaily_2022_07_20.csv,14733.21973,28,202208,0.012,0.053753038,0.0500253,0.029309735,0.05506432,0.024443303,0.5547491,0.054045081,1.036063724
2022/7/21,OptionsDaily_2022_07_21.csv,14937.7002,27,202208,0.012,0.054638188,0.042698642,0.168069026,0.080930747,-0.113430837,0.388309377,0.085764019,0.960214585
2022/7/22,OptionsDaily_2022_07_22.csv,14949.36035,26,202208,0.012,0.063391264,0.043248659,0.141802238,0.083687733,-0.078410974,0.460013776,0.076452618,0.920222372
2022/7/25,OptionsDaily_2022_07_25.csv,14936.33008,23,202208,0.012,0.051835416,0.02885094,0.112797308,0.076320132,-0.060961893,0.390387998,0.067850439,1.388247012
2022/7/26,OptionsDaily_2022_07_26.csv,14806.78027,22,202208,0.012,0.052744872,0.032023526,0.066840081,0.067225933,-0.014095209,0.450636477,0.050746062,0.745928715
2022/7/27,OptionsDaily_2022_07_27.csv,14921.58984,21,202208,0.012,0.016389196,0.036369119,0.070592031,0.062758415,-0.054202835,0.479015244,0.056710592,0.7876783
2022/7/28,OptionsDaily_2022_07_28.csv,14891.90039,20,202208,0.012,0.106468511,0.035882567,0.148032746,0.073316385,-0.041564236,0.567600461,0.060205602,0.882025905
2022/7/29,OptionsDaily_2022_07_29.csv,15000.07031,19,202208,0.012,0.077468837,0.031136646,0.146877564,0.083206449,-0.069408727,0.405561576,0.074404551,1.343656403
2022/8/1,OptionsDaily_2022_08_01.csv,14981.69043,16,202208,0.012,0.061183229,0.031296989,0.126911912,0.078992294,-0.065728683,0.447276884,0.066824303,0.850382527
2022/8/2,OptionsDaily_2022_08_02.csv,14747.23047,15,202208,0.012,0.08720486,0.057956883,0.149650167,0.126149387,-0.062445307,1.053712392,0.09666276,0.641942329
2022/8/3,OptionsDaily_2022_08_03.csv,14777.01953,14,202208,0.012,0.042147456,0.055633502,0.123086246,0.108507166,-0.080938791,1.066517464,0.092200844,0.780420879
2022/8/4,OptionsDaily_2022_08_04.csv,14702.2002,13,202208,0.012,0.146744882,0.102152443,0.258898698,0.079342663,-0.112153815,0.769858734,0.108538049,0.678176726
2022/8/5,OptionsDaily_2022_08_05.csv,15036.04004,12,202208,0.012,0.085133835,0.082276244,0.221779825,0.083141805,-0.13664599,0.683442596,0.106498513,1.550346437
2022/8/8,OptionsDaily_2022_08_08.csv,15020.41016,9,202208,0.012,0.090907722,0.082827572,0.184673203,0.100464055,-0.093765481,0.791283205,0.10350038,1.057022263
2022/8/9,OptionsDaily_2022_08_09.csv,15050.28027,8,202208,0.012,0.048449356,0.046327085,0.13341653,0.100405379,-0.084967174,1.377007926,0.08944194,1.001765974
2022/8/10,OptionsDaily_2022_08_10.csv,14939.01953,7,202208,0.012,0.075130013,0.077039934,0.135428909,0.137610549,-0.060298896,0.908818514,0.115442281,1.006541369
2022/8/11,OptionsDaily_2022_08_11.csv,15197.84961,6,202208,0.012,0.123358939,0.095934207,0.257417085,0.111266305,-0.134058145,0.942576026,0.123781932,1.053341328
2022/8/12,OptionsDaily_2022_08_12.csv,15288.96973,5,202208,0.012,0.122370712,0.046061446,0.224749968,0.145649397,-0.102379256,0.935292813,0.124629102,1.340388624
