Date,File,S0,Maturity,Contract,rf,Call_IV_mean,Call_IV_std,Put_IV_mean,Put_IV_std,IV_Skew,IV_Spread,IV_Range,PCR
2024/4/23,OptionsDaily_2024_04_23.csv,19599.2793,22,202405,0.017,0.054235988,0.025839612,0.074974867,0.041652781,-0.020738879,0.392020666,0.034987273,0.720207964
2024/4/24,OptionsDaily_2024_04_24.csv,20131.74023,21,202405,0.017,0.018347609,0.039900519,0.080318192,0.055440421,-0.061970583,0.299644917,0.057907712,1.184230189
2024/4/25,OptionsDaily_2024_04_25.csv,19857.41992,20,202405,0.017,0.115760004,0.025984755,0.117345872,0.039884518,-0.001585868,0.647943667,0.033829489,0.981788202
2024/4/26,OptionsDaily_2024_04_26.csv,20120.50977,19,202405,0.017,0.082034453,0.038446637,0.14229805,0.05212447,-0.060263596,0.804914443,0.055116054,1.137133161
2024/4/29,OptionsDaily_2024_04_29.csv,20495.51953,16,202405,0.017,0.057918731,0.042931737,0.143684604,0.055461495,-0.085765872,0.480516737,0.065941544,1.632180703
2024/4/30,OptionsDaily_2024_04_30.csv,20396.59961,15,202405,0.017,0.0932979,0.065972693,0.089230742,0.054632807,0.004067157,0.799317265,0.060087825,1.193385141
2024/5/1,OptionsDaily_2024_05_01.csv,20396.59961,14,202405,0.017,,,,,,,,
2024/5/2,OptionsDaily_2024_05_02.csv,20222.43945,13,202405,0.017,0.058128492,0.040808661,0.048564683,0.063959572,0.009563809,0.96517554,0.052536272,0.769247417
2024/5/3,OptionsDaily_2024_05_03.csv,20330.32031,12,202405,0.017,0.117407353,0.031483783,0.13035432,0.044451252,-0.012946967,0.393448281,0.039443124,1.173056274
2024/5/6,OptionsDaily_2024_05_06.csv,20523.31055,9,202405,0.017,0.113970038,0.044747856,0.133391576,0.066624141,-0.019421539,0.767124302,0.057583055,0.982191857
2024/5/7,OptionsDaily_2024_05_07.csv,20653.5293,8,202405,0.017,0.068045674,0.041079884,0.110181874,0.057574274,-0.0421362,1.204583529,0.053421823,0.836462927
2024/5/8,OptionsDaily_2024_05_08.csv,20700.50977,7,202405,0.017,0.033417931,0.049843088,0.090953687,0.074562853,-0.057535756,1.329586473,0.069189458,0.931685895
2024/5/9,OptionsDaily_2024_05_09.csv,20560.76953,6,202405,0.017,0.175983824,0.048549007,0.160829501,0.11330348,0.015154323,1.395426187,0.090754129,1.247761015
2024/5/10,OptionsDaily_2024_05_10.csv,20708.83984,5,202405,0.017,0.135980686,0.043285793,0.177222483,0.060347315,-0.041241798,0.5672414,0.05761349,1.473378946
2024/5/13,OptionsDaily_2024_05_13.csv,20857.71094,2,202405,0.017,0.22227635,0.086516869,0.23557519,0.139658106,-0.01329884,2.472375707,0.120185105,1.457229784
2024/5/14,OptionsDaily_2024_05_14.csv,20985.84961,1,202405,0.017,0.175539035,0.136777135,0.263405306,0.137158434,-0.087866272,1.119784536,0.143696856,1.374288809
2024/5/15,OptionsDaily_2024_05_15.csv,21147.21094,35,202406,0.017,0.025094666,0.031555322,0.026996353,0.033716776,-0.001901687,0.574605921,0.032760378,1.15948239
2024/5/16,OptionsDaily_2024_05_16.csv,21304.25977,34,202406,0.017,0.081518215,0.03318713,0.077597911,0.047915544,0.003920304,0.506093353,0.040696403,0.857527401
2024/5/17,OptionsDaily_2024_05_17.csv,21258.4707,33,202406,0.017,0.066826532,0.019820343,0.070305185,0.05175504,-0.003478653,0.552038159,0.038814983,0.909925504
2024/5/20,OptionsDaily_2024_05_20.csv,21271.63086,30,202406,0.017,0.056439283,0.027016505,0.066362124,0.045300099,-0.009922841,0.602532839,0.037202579,0.882412828
2024/5/21,OptionsDaily_2024_05_21.csv,21236.75,29,202406,0.017,0.040336925,0.021073648,0.050569436,0.034193912,-0.01023251,0.474161808,0.027956334,0.725971712
2024/5/22,OptionsDaily_2024_05_22.csv,21551.83008,28,202406,0.017,0.01378451,0.030534475,0.045476689,0.037847518,-0.031692178,0.560339553,0.038086219,1.123219244
2024/5/23,OptionsDaily_2024_05_23.csv,21607.42969,27,202406,0.017,0.069573969,0.023139048,0.116115837,0.071902981,-0.046541868,0.608500441,0.055454472,0.696630177
2024/5/24,OptionsDaily_2024_05_24.csv,21565.33984,26,202406,0.017,0.059373625,0.024137733,0.089207641,0.030323479,-0.029834016,0.390479992,0.031266706,0.994554736
2024/5/27,OptionsDaily_2024_05_27.csv,21803.76953,23,202406,0.017,0.045741418,0.03371182,0.079283925,0.047169068,-0.033542506,0.76483378,0.04486117,1.176297205
2024/5/28,OptionsDaily_2024_05_28.csv,21858.41016,22,202406,0.017,0.046135847,0.031692451,0.049886919,0.042015112,-0.003751072,0.527287767,0.038070703,1.30150341
2024/5/29,OptionsDaily_2024_05_29.csv,21662.5,21,202406,0.017,0.042686235,0.033493555,0.021937916,0.053166616,0.020748319,0.725790444,0.043939239,0.657311922
2024/5/30,OptionsDaily_2024_05_30.csv,21364.48047,20,202406,0.017,0.105204267,0.040520935,0.091903179,0.037626481,0.013301088,0.474182961,0.039578779,1.003890695
2024/5/31,OptionsDaily_2024_05_31.csv,21174.2207,19,202406,0.017,0.117837202,0.029156423,0.06075911,0.05933273,0.057078092,0.726819297,0.053313704,0.819260032
2024/6/3,OptionsDaily_2024_06_03.csv,21536.75977,16,202406,0.017,0.062768147,0.039253786,0.10722953,0.053801345,-0.044461383,0.578818931,0.052499608,1.163707885
2024/6/4,OptionsDaily_2024_06_04.csv,21356.61914,15,202406,0.017,0.072375843,0.031774752,0.06225165,0.051612035,0.010124193,0.813070328,0.041719493,0.728260944
2024/6/5,OptionsDaily_2024_06_05.csv,21484.88086,14,202406,0.017,0.018520809,0.02974302,0.074993347,0.066130216,-0.056472539,1.460445349,0.058964961,1.037995862
2024/6/6,OptionsDaily_2024_06_06.csv,21902.69922,13,202406,0.017,0.093969394,0.062578003,0.175607901,0.072916196,-0.081638507,1.123946483,0.079682666,1.344785375
2024/6/7,OptionsDaily_2024_06_07.csv,21858.38086,12,202406,0.017,0.096782595,0.034585496,0.137257623,0.05346167,-0.040475028,0.702635048,0.050482125,1.484775677
2024/6/10,OptionsDaily_2024_06_10.csv,21858.38086,9,202406,0.017,,,,,,,,
2024/6/11,OptionsDaily_2024_06_11.csv,21792.11914,8,202406,0.017,0.104009165,0.059869732,0.099619856,0.070371114,0.004389309,0.58782708,0.065125069,0.935614419
2024/6/12,OptionsDaily_2024_06_12.csv,22048.96094,7,202406,0.017,0.024782581,0.048496975,0.110185254,0.081334965,-0.085402672,0.646490487,0.080171272,1.110284989
2024/6/13,OptionsDaily_2024_06_13.csv,22312.03906,6,202406,0.017,0.152352485,0.062109596,0.210111052,0.086151247,-0.057758567,1.272582691,0.081886872,1.255078107
2024/6/14,OptionsDaily_2024_06_14.csv,22504.7207,5,202406,0.017,0.101346723,0.075857422,0.216422815,0.078397486,-0.115076093,0.859757546,0.095679742,1.518676501
2024/6/17,OptionsDaily_2024_06_17.csv,22496.5293,2,202406,0.017,0.192889841,0.083092448,0.265152453,0.120306959,-0.072262612,1.09382713,0.114074838,1.835187366
2024/6/18,OptionsDaily_2024_06_18.csv,22757.42969,1,202406,0.017,0.185309885,0.290722432,0.358993017,0.228784115,-0.173683132,4.999999,0.269793414,1.478731904
2024/6/19,OptionsDaily_2024_06_19.csv,23209.53906,28,202407,0.017,0.015501629,0.049600554,0.062446574,0.049660688,-0.046944945,1.147827108,0.054865132,1.114443778
2024/6/20,OptionsDaily_2024_06_20.csv,23406.09961,27,202407,0.017,0.070691365,0.036887688,0.125288161,0.055896452,-0.054596796,0.542621841,0.055842236,1.28270635
2024/6/21,OptionsDaily_2024_06_21.csv,23253.39063,26,202407,0.017,0.083091619,0.024421084,0.093856278,0.039968964,-0.010764659,0.304649188,0.033847575,1.066005857
2024/6/24,OptionsDaily_2024_06_24.csv,22813.69922,23,202407,0.017,0.092921664,0.03364152,0.077089252,0.043517805,0.015832412,0.685223155,0.0392,0.774563242
2024/6/25,OptionsDaily_2024_06_25.csv,22875.9707,22,202407,0.017,0.047815496,0.038665863,0.091813906,0.05056218,-0.043998409,0.61790418,0.049989348,1.001289158
2024/6/26,OptionsDaily_2024_06_26.csv,22986.68945,21,202407,0.017,0.026143954,0.037594964,0.047066806,0.040082914,-0.020922851,0.579612028,0.040235023,0.917553638
2024/6/27,OptionsDaily_2024_06_27.csv,22905.98047,20,202407,0.017,0.098519222,0.0300414,0.159092279,0.066111409,-0.060573057,0.426637882,0.060580057,1.09819564
2024/6/28,OptionsDaily_2024_06_28.csv,23032.25,19,202407,0.017,0.085597187,0.023322091,0.126385096,0.045287342,-0.040787908,0.533137174,0.042354689,1.320142371
2024/7/1,OptionsDaily_2024_07_01.csv,23058.57031,16,202407,0.017,0.086950705,0.039075673,0.096980701,0.048933465,-0.010029997,0.746793217,0.045177337,1.301761393
2024/7/2,OptionsDaily_2024_07_02.csv,22879.36914,15,202407,0.017,0.080376076,0.038047421,0.088546289,0.065125665,-0.008170212,0.500418499,0.050777098,0.60033316
2024/7/3,OptionsDaily_2024_07_03.csv,23172.42969,14,202407,0.017,0.023225139,0.038930855,0.067805791,0.050697103,-0.044580653,0.585900209,0.051342099,1.589132746
2024/7/4,OptionsDaily_2024_07_04.csv,23522.5293,13,202407,0.017,0.105192168,0.041584288,0.160807709,0.070436355,-0.055615541,0.607641999,0.06566561,1.187660668
2024/7/5,OptionsDaily_2024_07_05.csv,23556.58984,12,202407,0.017,0.115430199,0.0331123,0.126046054,0.044768557,-0.010615856,0.299960367,0.039784768,1.032715298
2024/7/8,OptionsDaily_2024_07_08.csv,23878.15039,9,202407,0.017,0.079827846,0.070218926,0.141685791,0.053719447,-0.061857945,0.506679162,0.069346854,1.14218937
2024/7/9,OptionsDaily_2024_07_09.csv,23900.08008,8,202407,0.017,0.096675879,0.06312271,0.128117205,0.113797732,-0.031441327,1.486924789,0.092550935,0.926474728
2024/7/10,OptionsDaily_2024_07_10.csv,24007.08008,7,202407,0.017,0.030483172,0.058266843,0.102656669,0.084842235,-0.072173497,1.608281101,0.080438245,0.838418248
2024/7/11,OptionsDaily_2024_07_11.csv,24390.0293,6,202407,0.017,0.168424847,0.079208102,0.310754172,0.193076846,-0.142329325,1.778448515,0.169490472,1.311509572
2024/7/12,OptionsDaily_2024_07_12.csv,23916.92969,5,202407,0.017,0.246567341,0.077472717,0.225148133,0.112116818,0.021419207,0.848910123,0.094009797,0.637375023
2024/7/15,OptionsDaily_2024_07_15.csv,23879.35938,2,202407,0.017,0.33027124,0.133384277,0.292981136,0.13159817,0.037290103,2.41044846,0.133914881,0.60331996
2024/7/16,OptionsDaily_2024_07_16.csv,23997.25,1,202407,0.017,0.280241292,0.14604471,0.317857357,0.152554408,-0.037616066,2.193528095,0.150280548,0.835075259
2024/7/17,OptionsDaily_2024_07_17.csv,23769.82031,35,202408,0.017,0.03716656,0.033885666,0.027769495,0.032583621,0.009397064,0.304709105,0.033648904,0.748147278
2024/7/18,OptionsDaily_2024_07_18.csv,23398.4707,34,202408,0.017,0.121678661,0.048289339,0.115123921,0.030060824,0.00655474,0.443751361,0.040122499,1.083532695
2024/7/19,OptionsDaily_2024_07_19.csv,22869.25977,33,202408,0.017,0.125289558,0.044360204,0.084156304,0.050089938,0.041133254,0.499366003,0.05114224,0.713361329
2024/7/22,OptionsDaily_2024_07_22.csv,22256.99023,30,202408,0.017,0.120641434,0.040482643,0.064608919,0.067240616,0.056032516,0.673462478,0.058582692,0.555481934
2024/7/23,OptionsDaily_2024_07_23.csv,22871.83984,29,202408,0.017,0.035198118,0.044103753,0.094471526,0.043293578,-0.059273408,0.56067342,0.052799648,0.912017337
2024/7/24,OptionsDaily_2024_07_24.csv,22871.83984,28,202408,0.017,,,,,,,,
2024/7/25,OptionsDaily_2024_07_25.csv,22871.83984,27,202408,0.017,,,,,,,,
2024/7/26,OptionsDaily_2024_07_26.csv,22119.21094,26,202408,0.017,0.07214232,0.062746131,0.05758172,0.069455779,0.0145606,0.743118235,0.066745094,1.133030034
2024/7/29,OptionsDaily_2024_07_29.csv,22164.49023,23,202408,0.017,0.1115907,0.047753531,0.103584841,0.050123677,0.008005859,0.369845618,0.049171393,1.17916691
2024/7/30,OptionsDaily_2024_07_30.csv,22223.57031,22,202408,0.017,0.048857145,0.040972457,0.118528506,0.066844777,-0.069671361,0.459925825,0.061844197,0.623745204
2024/7/31,OptionsDaily_2024_07_31.csv,22199.34961,21,202408,0.017,0.040191986,0.04417336,0.056595075,0.054205705,-0.01640309,0.377660202,0.049429521,0.795158845
2024/8/1,OptionsDaily_2024_08_01.csv,22642.09961,20,202408,0.017,0.114866684,0.043215178,0.177559337,0.078971952,-0.062692653,0.866213028,0.073044762,1.632502308
2024/8/2,OptionsDaily_2024_08_02.csv,21638.08984,19,202408,0.017,0.184049692,0.058997447,0.110864518,0.091418342,0.073185174,0.743206824,0.082417897,0.708631192
2024/8/5,OptionsDaily_2024_08_05.csv,19830.88086,16,202408,0.017,0.317708057,0.082990793,0.138943139,0.189107019,0.178764918,0.762177303,0.160433752,0.619598438
2024/8/6,OptionsDaily_2024_08_06.csv,20501.01953,15,202408,0.017,0.167320706,0.089314034,0.398676251,0.216321228,-0.231355546,1.245792661,0.188525741,0.624396882
2024/8/7,OptionsDaily_2024_08_07.csv,21295.2793,14,202408,0.017,0.038496497,0.081828937,0.164873257,0.149093088,-0.12637676,1.074644245,0.140735735,1.486960164
2024/8/8,OptionsDaily_2024_08_08.csv,20870.09961,13,202408,0.017,0.292588498,0.071122172,0.369687137,0.108648037,-0.077098639,0.856134761,0.098699993,0.864447798
2024/8/9,OptionsDaily_2024_08_09.csv,21469,12,202408,0.017,0.193580761,0.103904003,0.337480664,0.090037788,-0.143899903,0.961819017,0.120640575,1.055292619
2024/8/12,OptionsDaily_2024_08_12.csv,21773.25977,9,202408,0.017,0.185275925,0.071180139,0.311310545,0.101530555,-0.12603462,0.691778387,0.108563236,1.050658908
2024/8/13,OptionsDaily_2024_08_13.csv,21796.57031,8,202408,0.017,0.138725254,0.078718827,0.221824302,0.1060487,-0.083099048,0.549759679,0.104069386,1.446265316
