JID,JTYPE,VERDICT
"SLDV,97,智,5,20081216,1",CIVIL,Win
"IPCV,100,民專訴,9,20111004,2",CIVIL,Lose
"IPCV,100,民專訴,49,20120320,2",CIVIL,Lose
"IPCV,101,民專訴,153,20130926,2",CIVIL,Mixed
"SLDV,96,智,19,20071130,2",CIVIL,Mixed
"IPCV,110,民專上,2,20211223,1",CIVIL,Lose
"IPCV,99,民專上易,32,20111124,2",CIVIL,Lose
"TPDV,96,智,17,20071031,1",CIVIL,Lose
"IPCV,99,民商訴,22,20101108,1",CIVIL,Mixed
"IPCV,109,民著訴,20,20200811,1",CIVIL,Lose
"TCHV,96,智上,5,20071205,1",CIVIL,Lose
"IPCV,102,民專訴,33,20150216,3",CIVIL,Lose
"IPCV,98,民專上,1,20100225,2",CIVIL,Lose
"IPCV,111,民專上易,1,20230202,2",CIVIL,Lose
"PCDV,94,智更,2,20070629,1",CIVIL,Win
"IPCV,99,民專訴,59,20120614,2",CIVIL,Mixed
"PCDV,91,訴,864,20030605,2",CIVIL,Win
"IPCV,99,民專上易,7,20101104,2",CIVIL,Lose
"IPCV,98,民專上,5,20090514,2",CIVIL,Mixed
"IPCV,99,民專上易,15,20101028,2",CIVIL,Lose
"KSDV,95,智,6,20080716,1",CIVIL,Mixed
"IPCV,105,民專訴,20,20160729,2",CIVIL,Lose
"TCDV,106,智,5,20190725,1",CIVIL,Mixed
"TCDV,95,智,52,20080930,1",CIVIL,Lose
"TCDV,106,智,7,20180621,1",CIVIL,Mixed
"IPCV,99,民商上易,2,20110328,2",CIVIL,Mixed
"IPCV,101,民專訴,148,20130710,2",CIVIL,Mixed
"IPCV,105,民專上易,2,20160922,2",CIVIL,Lose
"TPSV,104,台上,671,20150417",CIVIL,Lose
"IPCV,99,民專上,25,20101216,3",CIVIL,Lose
"IPCV,103,民商訴,28,20150116,1",CIVIL,Mixed
"KSHV,96,智上,2,20070531,1",CIVIL,Mixed
"KSDV,92,智,34,20050125,1",CIVIL,Lose
"IPCV,103,民專訴,27,20150527,3",CIVIL,Lose
"IPCV,108,民著訴,146,20210729,1",CIVIL,Mixed
"IPCV,110,民專訴,34,20220225,2",CIVIL,Lose
"IPCV,110,民著上易,17,20220915,1",CIVIL,Lose
"IPCV,107,民著上,13,20190509,1",CIVIL,Mixed
"IPCV,111,民著訴,40,20230224,1",CIVIL,Win
"IPCV,98,民專訴,95,20101102,3",CIVIL,Lose
"TPDV,110,智,16,20230109,3",CIVIL,Mixed
"IPCV,106,民商上易,3,20180712,1",CIVIL,Win
"IPCV,106,民著上,3,20180412,1",CIVIL,Lose
"IPCV,101,民專訴,107,20130207,2",CIVIL,Lose
"IPCV,100,民專上易,32,20120531,2",CIVIL,Lose
"IPCV,109,民著上易,1,20200924,1",CIVIL,Lose
"IPCV,105,民專訴,14,20170217,4",CIVIL,Lose
"IPCV,109,民著上易,2,20200827,1",CIVIL,Lose
"IPCV,98,民專上更(一),1,20091022,2",CIVIL,Lose
"TNDV,97,智,4,20130902,2",CIVIL,Mixed
"IPCV,111,民專上更一,11,20231102,4",CIVIL,Lose
"IPCV,98,民專訴,118,20100323,2",CIVIL,Lose
"IPCV,108,民商上,5,20200116,1",CIVIL,Mixed
"IPCV,98,民他訴,1,20091109,1",CIVIL,Lose
"TNHV,94,智上,2,20060221,1",CIVIL,Lose
"IPCV,98,民專訴,113,20100719,4",CIVIL,Lose
"TPHV,96,智上,33,20090721,3",CIVIL,Lose
"IPCV,110,民著訴,25,20210521,2",CIVIL,Lose
"IPCV,98,民專上,26,20101118,5",CIVIL,Lose
"TPSV,109,台上,1758,20210603,1",CIVIL,Lose
"IPCV,108,民專訴,7,20190628,2",CIVIL,Lose
"TPDV,95,智,28,20061130,1",CIVIL,Lose
"IPCV,98,民專上,61,20100527,2",CIVIL,Lose
"TPHV,96,智上,12,20070710,1",CIVIL,Lose
"IPCV,111,民專訴,31,20220928,2",CIVIL,Lose
"TNHV,93,智上易,5,20051220,1",CIVIL,Lose
"IPCV,107,民商訴,35,20181210,1",CIVIL,Mixed
"IPCV,100,民著訴,37,20120427,1",CIVIL,Lose
"IPCV,111,民著上,8,20230331,1",CIVIL,Mixed
"TCHV,95,智上易,2,20070814,1",CIVIL,Lose
"IPCV,106,民商訴,23,20170930,1",CIVIL,Mixed
"IPCV,107,民專訴,113,20190509,2",CIVIL,Lose
"IPCV,112,民商訴,14,20240227,1",CIVIL,Lose
"IPCV,108,民商訴,53,20201231,1",CIVIL,Lose
"TCHV,94,智上,12,20051028,2",CIVIL,Lose
"TPHV,96,智上,24,20071113,1",CIVIL,Lose
"IPCV,98,民專上易,6,20090625,1",CIVIL,Lose
"IPCV,106,民著訴,76,20181008,1",CIVIL,Lose
"IPCV,101,民專上,17,20121004,2",CIVIL,Lose
"SLDV,95,智更一,1,20090325,1",CIVIL,Lose
"IPCV,104,民商上,11,20160310,1",CIVIL,Lose
"IPCV,101,民專訴,12,20120921,2",CIVIL,Lose
"IPCV,108,民商上,14,20200416,1",CIVIL,Lose
"IPCV,107,民專上,13,20200514,5",CIVIL,Lose
"IPCV,102,民專訴,76,20140310,2",CIVIL,Lose
"TPHV,94,智上,58,20071211,2",CIVIL,Mixed
"IPCV,104,民專訴,70,20160613,2",CIVIL,Lose
"IPCV,100,民著訴,48,20120430,1",CIVIL,Mixed
"TPDV,97,智,30,20100305,2",CIVIL,Mixed
"IPCV,99,民專訴,35,20110808,2",CIVIL,Mixed
"IPCV,108,民著訴,50,20190628,1",CIVIL,Mixed
"PTDV,100,智,1,20120621,1",CIVIL,Win
"IPCV,98,民著上再易,2,20091026,1",CIVIL,Lose
"IPCV,100,民商訴,41,20120627,1",CIVIL,Lose
"IPCV,100,民他訴,2,20110120,1",CIVIL,Lose
"IPCV,100,民專訴,88,20121012,2",CIVIL,Lose
"IPCV,104,民專上,34,20160526,3",CIVIL,Mixed
"NTDV,94,智,4,20060720,2",CIVIL,Lose
"IPCV,100,民專上,26,20120322,2",CIVIL,Lose
"IPCV,109,民著上,2,20201022,1",CIVIL,Lose
"IPCV,104,民著上更(一),3,20160428,1",CIVIL,Lose
"IPCV,111,民著上易,9,20220929,1",CIVIL,Lose
"KSDV,96,智,15,20080509,1",CIVIL,Mixed
"IPCV,108,民專上,37,20200326,3",CIVIL,Lose
"IPCV,112,民著訴,29,20240515,1",CIVIL,Mixed
"NTDV,95,智,1,20080620,2",CIVIL,Lose
"IPCV,103,民商上,14,20150226,1",CIVIL,Lose
"IPCV,99,民專上,38,20110113,2",CIVIL,Lose
"IPCV,112,民專訴,47,20240930,2",CIVIL,Lose
"IPCV,111,民著訴,59,20221122,1",CIVIL,Lose
"IPCV,112,民著訴,40,20240930,1",CIVIL,Lose
"IPCV,100,民專訴,69,20120511,3",CIVIL,Lose
"TCHV,96,智上,12,20081007,1",CIVIL,Lose
"IPCV,106,民專上,33,20180726,2",CIVIL,Lose
"IPCV,98,民專訴,132,20100803,2",CIVIL,Lose
"IPCV,106,民著上,15,20180607,1",CIVIL,Win
"IPCV,99,民專上,37,20110310,2",CIVIL,Lose
"TPDV,97,智,11,20081120,2",CIVIL,Lose
"TPHV,95,上,567,20070424,2",CIVIL,Lose
"IPCV,100,民專訴,125,20130830,5",CIVIL,Lose
"IPCV,105,民著訴,5,20160607,1",CIVIL,Mixed
"IPCV,97,民商上,4,20080402,1",CIVIL,Lose
"CHDV,92,智,3,20051230,2",CIVIL,Mixed
"IPCV,107,民商上,14,20190523,1",CIVIL,Mixed
"IPCV,108,民專訴,37,20200811,3",CIVIL,Mixed
"IPCV,108,民專上,41,20200618,3",CIVIL,Lose
"CYEV,92,嘉智簡,7,20031009,1",CIVIL,Mixed
"IPCV,102,民商上,3,20130926,1",CIVIL,Mixed
"TNDV,92,智,25,20070731,1",CIVIL,Lose
"IPCV,109,民著訴,74,20210305,1",CIVIL,Lose
"IPCV,108,民著上,7,20191031,1",CIVIL,Lose
"TCDV,92,智,19,20040805,1",CIVIL,Lose
"TPDV,97,智,67,20100129,6",CIVIL,Lose
"IPCV,101,民專訴,72,20130726,2",CIVIL,Lose
"IPCV,109,民著訴,61,20201214,2",CIVIL,Lose
"SCDV,98,竹智簡,1,20091005,1",CIVIL,Win
"SLDV,93,智,13,20091209,2",CIVIL,Lose
"IPCV,108,民著訴,95,20200624,2",CIVIL,Mixed
"IPCV,99,民商上,2,20101028,1",CIVIL,Lose
"IPCV,100,民著訴,11,20131030,1",CIVIL,Lose
"IPCV,109,民著上更(一),5,20210729,1",CIVIL,Lose
"IPCV,111,民著上,1,20221208,1",CIVIL,Lose
"IPCV,104,民商上易,4,20160526,1",CIVIL,Lose
"IPCV,109,民專訴,34,20201027,2",CIVIL,Lose
"IPCV,110,民商上,1,20210722,1",CIVIL,Lose
"TPDV,93,智,41,20060927,1",CIVIL,Lose
"IPCV,103,民商訴,21,20141031,1",CIVIL,Win
"IPCV,108,民營訴,8,20240528,4",CIVIL,Lose
"TPHV,94,智上易,1,20050720,1",CIVIL,Lose
"IPCV,109,民商上,6,20200702,1",CIVIL,Lose
"PCDV,96,智,45,20091119,3",CIVIL,Mixed
"IPCV,105,民著訴,4,20160627,1",CIVIL,Win
"IPCV,111,民著訴,85,20231017,1",CIVIL,Lose
"IPCV,99,民商上更(三),3,20101216,1",CIVIL,Lose
"TPSV,104,台上,278,20150225",CIVIL,Lose
"IPCV,105,民商上易,1,20170119,1",CIVIL,Lose
"IPCV,104,民專上,12,20151224,2",CIVIL,Lose
"IPCV,109,民專訴,10,20200526,2",CIVIL,Lose
"IPCV,101,民專訴,115,20130830,2",CIVIL,Lose
"IPCV,109,民專訴,50,20211102,2",CIVIL,Lose
"TNDV,93,智,22,20050317,3",CIVIL,Lose
"IPCV,97,民商訴,7,20090210,1",CIVIL,Win
"IPCV,108,民專上,46,20200813,2",CIVIL,Lose
"IPCV,107,民商訴,10,20180821,2",CIVIL,Lose
"IPCV,100,民專上,25,20111222,2",CIVIL,Lose
"IPCV,101,民著上,15,20131031,2",CIVIL,Lose
"IPCV,97,民專上,7,20090312,2",CIVIL,Lose
"KSHV,89,訴易,33,20001102",CIVIL,Mixed
"IPCV,100,民商訴,37,20120307,1",CIVIL,Mixed
"IPCV,103,民著訴,41,20150518,1",CIVIL,Mixed
"SLDV,92,智,14,20060811,3",CIVIL,Lose
"IPCV,99,民專上易,30,20110414,2",CIVIL,Lose
"IPCV,111,民專上,21,20230119,2",CIVIL,Lose
"IPCV,106,民著訴,4,20170428,1",CIVIL,Win
"IPCV,101,民專上,58,20140220,2",CIVIL,Lose
"IPCV,101,民著訴,36,20130816,1",CIVIL,Lose
"IPCV,109,民專訴,68,20201120,2",CIVIL,Lose
"IPCV,110,民著訴,122,20241231,2",CIVIL,Mixed
"TCDV,95,智,30,20080926,1",CIVIL,Lose
"IPCV,109,民專訴,4,20200928,2",CIVIL,Lose
"TCDV,92,智,69,20040416,1",CIVIL,Mixed
"TPDV,100,智,37,20121123,1",CIVIL,Mixed
"TPSV,99,台上,1632,20100902",CIVIL,Lose
"TPDV,108,智,45,20200417,1",CIVIL,Lose
"TPSV,110,台上,581,20210303,1",CIVIL,Lose
"SLDV,92,智,9,20041117,1",CIVIL,Lose
"IPCV,113,民商上,5,20241004,1",CIVIL,Lose
"IPCV,99,民專上,32,20120117,5",CIVIL,Lose
"IPCV,102,民著訴,49,20150225,2",CIVIL,Win
"IPCV,111,民營訴,1,20231124,2",CIVIL,Lose
"IPCV,100,民專上,3,20111208,3",CIVIL,Lose
"TCHV,95,智上易,14,20061205,1",CIVIL,Lose
"TPDV,93,智,29,20040611,1",CIVIL,Win
"TPDV,96,智,49,20080320,1",CIVIL,Lose
"TPDV,95,智,93,20061031,1",CIVIL,Win
"IPCV,102,民專訴,67,20131129,2",CIVIL,Lose
"IPCV,99,民專訴,115,20101130,2",CIVIL,Lose
"IPCV,111,民專上,33,20231109,1",CIVIL,Win
"IPCV,110,民著上,11,20211118,1",CIVIL,Lose
"IPCV,100,民專訴,55,20120329,2",CIVIL,Lose
"PCDV,101,智,5,20130131,2",CIVIL,Mixed
"IPCV,108,民著訴,64,20200131,1",CIVIL,Lose
"IPCV,101,民專訴,127,20130822,2",CIVIL,Lose
"TCDV,102,智,4,20140429,2",CIVIL,Lose
"IPCV,108,民著上,1,20200730,1",CIVIL,Lose
"IPCV,106,民專上,46,20190613,2",CIVIL,Lose
"ULDV,96,智,3,20080303,1",CIVIL,Lose
"IPCV,100,民專訴,74,20120906,3",CIVIL,Mixed
"IPCV,109,民商訴,7,20200525,1",CIVIL,Win
"IPCV,105,民營訴,4,20160929,1",CIVIL,Lose
"IPCV,106,民專上,28,20190523,3",CIVIL,Lose
"IPCV,102,民專上,62,20140613,3",CIVIL,Lose
"IPCV,100,民著上,4,20120510,1",CIVIL,Mixed
"PCDV,94,智,24,20081216,1",CIVIL,Lose
"IPCV,104,民著上,1,20150813,1",CIVIL,Mixed
"IPCV,112,民著訴,54,20240102,1",CIVIL,Mixed
"IPCV,100,民專訴,113,20120824,2",CIVIL,Lose
"TPSV,101,台上,232,20120223",CIVIL,Lose
"TCHV,97,智上易,4,20080916,1",CIVIL,Mixed
"IPCV,99,民專訴,208,20110831,3",CIVIL,Lose
"IPCV,111,民專上,13,20240430,3",CIVIL,Mixed
"IPCV,99,民專訴,155,20110125,2",CIVIL,Lose
"IPCV,106,民專訴,63,20180212,2",CIVIL,Lose
"IPCV,100,民著上易,8,20120117,1",CIVIL,Lose
"TPHV,95,智上,40,20070501,1",CIVIL,Win
"IPCV,105,民專上,31,20170330,2",CIVIL,Lose
"TCDV,97,智,17,20090313,1",CIVIL,Lose
"IPCV,98,民專訴,60,20091012,1",CIVIL,Lose
"IPCV,108,民專上,44,20211028,2",CIVIL,Lose
"IPCV,101,民專訴,19,20120711,2",CIVIL,Lose
"KSHV,94,智上易,2,20061229,1",CIVIL,Win
"IPCV,108,民專上,36,20220224,3",CIVIL,Lose
"TPDV,94,智,89,20060915,1",CIVIL,Mixed
"TPDV,92,智,49,20090609,4",CIVIL,Lose
"IPCV,99,民專上,61,20111031,3",CIVIL,Lose
"IPCV,98,民著訴,23,20091006,1",CIVIL,Lose
"TPHV,93,智上易,19,20050510,2",CIVIL,Lose
"IPCV,112,民商訴,44,20240411,1",CIVIL,Mixed
"IPCV,105,民專訴,9,20180525,3",CIVIL,Lose
"IPCV,97,民商訴,6,20081211,1",CIVIL,Win
"KSDV,98,智,8,20100506,1",CIVIL,Lose
"IPCV,104,民專訴,30,20160428,2",CIVIL,Mixed
"IPCV,110,民著訴,11,20210430,1",CIVIL,Lose
"IPCV,101,民專訴,35,20121127,2",CIVIL,Lose
"SLDV,94,智,9,20061013,1",CIVIL,Lose
"IPCV,104,民專訴,3,20151030,2",CIVIL,Lose
"IPCV,108,民專上,3,20191031,2",CIVIL,Lose
"TPSV,107,台上,754,20181227,1",CIVIL,Lose
"IPCV,98,民商上,7,20090903,1",CIVIL,Mixed
"TPDV,106,原智,1,20190425,3",CIVIL,Mixed
"IPCV,101,民專上,28,20130815,3",CIVIL,Lose
"IPCV,107,民專上更(二),2,20210128,6",CIVIL,Lose
"TPSV,101,台上,2099,20121226",CIVIL,Lose
"TPDV,92,智,28,20030926,1",CIVIL,Lose
"IPCV,99,民專訴,229,20110824,2",CIVIL,Lose
"SLDV,92,智,6,20051109,4",CIVIL,Mixed
"IPCV,102,民專訴,94,20140829,2",CIVIL,Mixed
"IPCV,109,民專訴,113,20210329,1",CIVIL,Lose
"IPCV,110,民專訴,36,20230831,3",CIVIL,Mixed
"IPCV,111,民專上,30,20230804,3",CIVIL,Win
"IPCV,110,民商訴,46,20220225,1",CIVIL,Mixed
"IPCV,98,民專更(一),2,20100621,3",CIVIL,Mixed
"IPCV,99,民著訴,45,20110112,1",CIVIL,Win
"PTDV,101,智,1,20130201,1",CIVIL,Lose
"IPCV,103,民商訴,20,20150130,1",CIVIL,Mixed
"IPCV,100,民專訴,62,20130207,2",CIVIL,Mixed
"IPCV,108,民專訴,20,20200114,2",CIVIL,Lose
"IPCV,106,民專訴,70,20180817,2",CIVIL,Lose
"IPCV,113,民著訴,9,20240813,1",CIVIL,Lose
"IPCV,106,民營上,1,20171005,1",CIVIL,Mixed
"IPCV,103,民著上,7,20150326,1",CIVIL,Mixed
"TCHV,93,智上更(一),1,20060406,2",CIVIL,Mixed
"IPCV,102,民專訴,14,20131031,2",CIVIL,Lose
"IPCV,99,民著上更(一),4,20111027,1",CIVIL,Mixed
"TYDV,95,訴,107,20060517,2",CIVIL,Mixed
"TCHV,95,智上易,11,20061003,1",CIVIL,Lose
"IPCV,105,民商訴,5,20160624,1",CIVIL,Lose
"IPCV,107,民營訴,2,20180501,2",CIVIL,Lose
"TPDV,92,智,69,20070629,4",CIVIL,Lose
"IPCV,109,民專上易,4,20201126,2",CIVIL,Lose
"IPCV,100,民專上,5,20130731,2",CIVIL,Lose
"IPCV,100,民著訴,10,20110517,1",CIVIL,Lose
"IPCV,109,民著上,15,20211118,1",CIVIL,Lose
"IPCV,106,民專訴,17,20180131,2",CIVIL,Lose
"IPCV,110,民專訴,25,20221130,2",CIVIL,Lose
"IPCV,101,民商上易,1,20120816,1",CIVIL,Mixed
"IPCV,101,民商上,11,20121227,1",CIVIL,Mixed
"IPCV,108,民專上,4,20191017,2",CIVIL,Lose
"IPCV,110,民著上,1,20230525,2",CIVIL,Win
"IPCV,110,民商訴,5,20211125,1",CIVIL,Lose
"TPEV,93,北智簡,7,20041209,1",CIVIL,Win
"IPCV,105,民著訴,33,20170705,1",CIVIL,Win
"IPCV,103,民商訴,63,20150727,1",CIVIL,Mixed
"IPCV,99,民專訴,10,20101018,2",CIVIL,Lose
"SLDV,92,智,12,20131220,5",CIVIL,Lose
"IPCV,104,民專上,28,20160630,2",CIVIL,Lose
"IPCV,108,民專上,23,20210318,3",CIVIL,Mixed
"TNHV,92,智上易,3,20040330,1",CIVIL,Lose
"IPCV,104,民著訴,4,20150615,1",CIVIL,Lose
"TPDV,100,智,35,20120731,2",CIVIL,Lose
"IPCV,104,民著訴,11,20150922,1",CIVIL,Mixed
"TNHV,95,智上,7,20070130,1",CIVIL,Lose
"TNDV,96,智,13,20080131,2",CIVIL,Win
"TPDV,108,原智,1,20220422,2",CIVIL,Lose
"IPCV,104,民專訴,18,20160722,4",CIVIL,Mixed
"IPCV,101,民專上,7,20121227,2",CIVIL,Mixed
"IPCV,104,民著上,18,20170511,1",CIVIL,Lose
"IPCV,99,民商訴,34,20110331,2",CIVIL,Mixed
"IPCV,109,民專上,15,20210225,2",CIVIL,Lose
"IPCV,97,民專訴,19,20090519,4",CIVIL,Lose
"IPCV,98,民專上,63,20100812,2",CIVIL,Lose
"IPCV,102,民專訴,83,20131231,2",CIVIL,Lose
"IPCV,101,民著上,13,20130606,1",CIVIL,Lose
"TPHV,97,智上更(一),10,20101026,2",CIVIL,Lose
"IPCV,105,民商訴,36,20171220,2",CIVIL,Mixed
"IPCV,111,民專上,39,20231123,3",CIVIL,Lose
"TPDV,99,智,7,20110211,1",CIVIL,Mixed
"IPCV,109,民商訴,55,20220401,1",CIVIL,Lose
"IPCV,97,民專訴,16,20090106,2",CIVIL,Lose
"TCDV,112,智,3,20230524,1",CIVIL,Win
"IPCV,102,民著訴,24,20140211,1",CIVIL,Lose
"IPCV,103,民商訴,58,20170220,1",CIVIL,Lose
"IPCV,100,民著訴,59,20130227,1",CIVIL,Lose
"IPCV,110,民著訴,28,20210507,1",CIVIL,Lose
"IPCV,101,民著上,14,20130620,1",CIVIL,Mixed
"PCDV,93,訴更,11,20050721,1",CIVIL,Mixed
"IPCV,98,民專訴,52,20100125,2",CIVIL,Lose
