Date,PCR,Call_IV_Mean,Call_IV_Std,Put_IV_Mean,Put_IV_Std
20220510,1.042280747,0.225414418,0.186240793,0.330334245,0.227881278
20220510,0.933241367,0.228912612,0.169434825,0.231022675,0.214721656
20220511,0.904245793,0.236572693,0.191647462,0.411690231,0.264720249
20220513,1.162327573,0.189668399,0.19223879,0.435909264,0.217926223
20220513,1.099354017,0.181966156,0.168268742,0.316410964,0.205247004
20220516,1.18196235,0.216299571,0.153205535,0.214415336,0.244749839
20220517,1.038351232,0.325425052,0.193717278,0.18659263,0.246454487
20220519,1.037524365,0.236826668,0.167117788,0.33231977,0.312705157
20220519,1.094926573,0.239864055,0.159293887,0.263398564,0.252780001
20220520,1.023016142,0.268642047,0.142287122,0.242091685,0.253763576
20220523,0.936708571,0.226107947,0.148775816,0.242911835,0.267693147
20220525,1.11681562,0.212210552,0.165441466,0.232625159,0.236068779
20220525,0.981985377,0.244067933,0.126481244,0.249370514,0.235913819
20220527,1.180043094,0.270095371,0.15574538,0.239320342,0.251384645
20220527,1.145019723,0.378089748,0.198461327,0.208509714,0.255058472
20220531,1.066216771,0.377514208,0.157257862,0.190823198,0.234485494
20220531,0.970120552,0.424540161,0.226846973,0.175559087,0.236516182
20220602,1.074356186,0.382426562,0.169207397,0.202386129,0.258347722
20220602,1.054033026,0.368896479,0.167772929,0.188009586,0.233984436
20220607,0.925507364,0.345842129,0.147054895,0.227027441,0.265168026
20220607,1.174640775,0.326823314,0.146246338,0.201063677,0.247443594
20220608,1.101706088,0.334702426,0.108007654,0.20797882,0.256218302
20220610,0.969944158,0.325979487,0.13177769,0.204031114,0.234797627
20220610,0.875141842,0.231673162,0.149363001,0.272786642,0.303033015
20220613,0.979064812,0.182211604,0.161586064,0.358196497,0.246509442
20220614,0.944604966,0.170552282,0.144923503,0.310941581,0.29430419
20220615,0.893504694,0.210302319,0.182529213,0.385262753,0.251790125
20220616,1.059562321,0.150519715,0.170107285,0.534252579,0.285241408
20220617,0.84397418,0.16995068,0.190607635,0.564493981,0.306493562
20220621,1.160258946,0.143974319,0.181444109,0.493401047,0.304227736
20220622,0.891870045,0.114492667,0.161579037,0.462801042,0.2887755
20220622,0.938952889,0.16393972,0.199555187,0.664469547,0.314614041
20220624,0.842690692,0.184092892,0.218189438,0.5531556,0.250676627
20220627,1.186744664,0.181229492,0.21965822,0.513032212,0.310700376
20220627,0.82707956,0.187804067,0.218079991,0.482004551,0.273388122
20220629,0.951944515,0.178928843,0.214009148,0.497747113,0.304286129
20220629,0.772737094,0.149463961,0.199429749,0.758367134,0.366284326
20220701,0.790323914,0.139194374,0.179266124,0.991061579,0.480603217
20220704,0.81215567,0.124518383,0.179032766,1.046633051,0.488568625
20220705,0.812383969,0.093292803,0.156352289,0.940388615,0.47192088
20220705,0.840708339,0.11124899,0.183795595,1.396398397,0.710020312
20220707,0.868365078,0.118346782,0.173874814,1.05834663,0.509300854
20220707,1.073708911,0.12205039,0.179034122,0.81523844,0.380197225
20220708,0.918216638,0.139596063,0.197156486,0.828008186,0.38972363
20220711,0.831696892,0.111250325,0.16220951,1.031554816,0.538529926
20220712,0.955452054,0.119320383,0.15979627,0.878910675,0.472743331
20220713,1.073195859,0.102893872,0.160535636,0.875376696,0.386071307
20220714,1.062664492,0.095777465,0.138610468,0.866170132,0.416547255
20220715,1.169653613,0.108766539,0.172122021,0.737254997,0.347354412
20220719,0.98492084,0.103723889,0.159394536,0.688745127,0.346424995
20220719,0.964025371,0.118432715,0.178650949,0.694570049,0.386261182
20220720,1.002703648,0.10046186,0.142584068,0.686952473,0.272627697
20220721,0.975940037,0.138653094,0.18448784,0.614795151,0.230549829
20220722,1.189905305,0.105981968,0.160480621,0.562001859,0.207052642
20220725,0.893593081,0.101200462,0.151092369,0.579640166,0.210006711
20220727,0.873096544,0.095410644,0.160197783,0.619275223,0.265856201
20220727,0.876006007,0.121471842,0.176640515,0.594223686,0.219198787
20220728,1.060638804,0.111999174,0.167357481,0.543158335,0.179448926
20220729,0.956106504,0.108700033,0.169286846,0.524826587,0.17858128
20220801,1.060939038,0.11303998,0.167816582,0.674855837,0.295883366
20220802,0.993560623,0.094825114,0.162691472,0.652949961,0.252465725
20220804,0.945860503,0.132585307,0.178424591,0.673870591,0.235262521
20220804,1.203540966,0.127274126,0.178283235,0.611611334,0.271302629
20220805,1.027842426,0.123760898,0.182965458,0.547113896,0.232946847
20220808,0.989567614,0.125105002,0.181539509,0.555203669,0.256619483
20220809,0.931881299,0.090120611,0.15351983,0.528869101,0.221678639
20220811,1.061880512,0.116507987,0.162288128,0.540652097,0.213998494
20220811,1.06038761,0.124345749,0.173694145,0.480253481,0.203820843
20220812,1.056743095,0.121774324,0.178109816,0.498207475,0.260820127
20220815,1.0763383,0.117783764,0.17289963,0.463283129,0.235316234
20220816,0.93932077,0.094664119,0.154098271,0.472902404,0.255095464
20220817,0.948745593,0.123397185,0.167268962,0.530100376,0.221694278
20220818,1.107318635,0.099331178,0.152350553,0.490837292,0.24206298
20220819,0.887697331,0.113640955,0.171706998,0.490884668,0.193363435
20220822,0.890957054,0.11787573,0.164607501,0.536966379,0.209065094
20220823,0.999303441,0.103124955,0.162369474,0.547112349,0.21721235
20220824,1.101223887,0.102153915,0.164633309,0.518950329,0.222548139
20220825,1.051290436,0.09634769,0.155548202,0.46211799,0.193300545
20220826,0.86819253,0.123545575,0.163972502,0.542941734,0.204909897
20220829,1.058908567,0.099769094,0.157577866,0.590291701,0.244365697
20220830,1.073138881,0.093561146,0.150159061,0.569393665,0.27850135
20220901,0.872661673,0.092188303,0.149430586,0.604440965,0.200208522
20220901,0.900144032,0.093585771,0.151872578,0.679650576,0.224226541
20220902,0.894287713,0.097951877,0.156835412,0.628579631,0.22079009
20220905,0.947383245,0.097603859,0.152539231,0.603571892,0.276341022
20220906,0.836547235,0.083800191,0.148377224,0.744982423,0.388590685
20220907,1.004413947,0.087814231,0.147054466,0.714432966,0.282450168
20220908,1.194998446,0.079951726,0.142397738,0.64115859,0.338524082
20220912,1.115968404,0.066889679,0.121047437,0.585539952,0.290801491
20220913,0.980894631,0.065352411,0.128856275,0.877716877,0.471619016
20220914,1.046061098,0.085026789,0.146737244,0.682780517,0.287325291
20220915,0.93280852,0.083069427,0.146937417,0.704680969,0.243473132
20220916,0.895753414,0.087223912,0.150402402,0.741424646,0.30620859
20220919,0.999650128,0.107503166,0.171158637,0.785924792,0.352649316
20220920,0.982873884,0.098804108,0.162191249,0.786529995,0.403956507
20220921,0.88675419,0.088898727,0.149333053,0.853110293,0.338109928
20220922,0.765628248,0.098659715,0.151422635,0.837263834,0.340364952
20220923,0.867561566,0.082733602,0.141191144,0.960968227,0.356194459
20220926,0.939303973,0.05849461,0.116495484,0.936339028,0.35028193
20220927,0.967804882,0.070054579,0.126959888,0.992232446,0.362221435
20220929,0.908442779,0.07482766,0.133445036,1.010217402,0.350985233
20220929,0.908353513,0.074019894,0.135646197,1.154986518,0.434843998
20220930,0.891786171,0.071095537,0.129393754,1.135490326,0.455228934
20221003,1.077994261,0.043369629,0.102229393,0.953200399,0.375456029
20221005,0.998293117,0.084564204,0.13989224,0.864535372,0.394305473
20221005,0.995423584,0.052822795,0.110500528,0.905674537,0.339455701
20221006,0.883291128,0.073070445,0.135812457,0.849315846,0.287948181
20221007,0.802388347,0.067479899,0.120464978,1.201461187,0.527568378
20221012,0.965919614,0.055172212,0.11416369,1.354117546,0.633703287
20221012,0.840875367,0.073427701,0.133301083,1.410810802,0.564692043
20221014,1.02557095,0.048800176,0.108937615,1.588073486,0.781185601
20221014,0.847424986,0.049269412,0.110529767,1.267853764,0.562367982
20221017,0.918994243,0.036809689,0.096153648,1.177474154,0.526409234
20221018,0.972197806,0.039399546,0.101918647,1.311916454,0.651600518
20221019,0.822889723,0.061260833,0.120891733,1.312663747,0.460042855
20221021,0.883948674,0.041867068,0.108947994,1.174489035,0.412096934
20221024,0.936908998,0.053502506,0.121581163,1.099967986,0.387995602
20221025,0.755630895,0.052363915,0.102574758,1.280388474,0.483489612
20221026,0.982314694,0.037665324,0.098367769,1.341078074,0.626072791
20221027,1.066298208,0.046970963,0.104622256,1.168379694,0.430517289
20221028,0.769604602,0.062191882,0.124410742,1.152130506,0.408068143
20221028,1.011616306,0.048467802,0.105444633,1.145031986,0.449020013
20221031,1.076785909,0.037740095,0.102546998,1.104899142,0.484194827
20221101,0.984993844,0.027865993,0.087748514,1.020623173,0.429720896
20221102,0.846663616,0.053708329,0.110415216,1.084753578,0.369059535
20221103,0.851656196,0.048079383,0.109499643,1.176069978,0.495855351
20221104,1.096663627,0.044368608,0.104776642,1.00699027,0.383393275
20221107,1.194753459,0.034204485,0.094654036,0.973813465,0.450218157
20221108,1.128746029,0.044560109,0.106832037,0.860048563,0.354617525
20221109,0.812424841,0.061566699,0.126536891,0.920482995,0.341144883
20221110,1.047579448,0.050592746,0.099461293,0.878502646,0.357755407
20221111,0.98875569,0.053238959,0.107872416,0.764070826,0.32282123
20221114,1.063350723,0.066867187,0.128076461,0.70376137,0.292812953
20221115,0.967428752,0.085180237,0.144093277,0.672943999,0.266591376
20221117,0.887430813,0.074590859,0.127379833,0.7407325,0.312084748
20221118,0.920176571,0.101413684,0.149049626,0.683590368,0.264503756
20221121,0.844526552,0.062423151,0.115909632,0.646424632,0.252995453
20221121,1.087010001,0.050729994,0.103341048,0.629507889,0.255124311
20221122,0.958731188,0.063412368,0.117806743,0.61304756,0.269456366
20221124,1.181788822,0.062787578,0.111432254,0.636206979,0.227340903
20221124,0.815645212,0.051978675,0.103716536,0.662961362,0.302695884
20221125,0.84189003,0.063354128,0.112888174,0.699459034,0.260659567
20221128,1.119991971,0.056397857,0.110876527,0.666837396,0.266290031
20221129,1.041544766,0.068209308,0.119911859,0.660184179,0.296947138
20221130,0.899663965,0.080663216,0.136343299,0.592203172,0.230981178
20221201,0.859874934,0.068019339,0.12775439,0.600307825,0.262877825
20221202,0.931371898,0.074532115,0.137334989,0.581399789,0.247872996
20221205,0.746640851,0.062558042,0.125781306,0.640085522,0.276749519
20221206,1.087200696,0.05008948,0.103756543,0.655999371,0.262846127
20221207,0.772884322,0.059572032,0.112392108,0.730221721,0.226579775
20221209,1.081053115,0.048613241,0.101286398,0.674716694,0.244334374
20221209,0.835843889,0.056305604,0.114025426,0.649900774,0.22738586
20221213,0.905825095,0.057702438,0.11181246,0.677706815,0.239654997
20221213,1.071461411,0.060349488,0.116986765,0.671748666,0.261705973
20221214,0.920389432,0.055587104,0.098026638,0.658071263,0.215315661
20221215,0.814618414,0.0572498,0.113850398,0.678871871,0.193828174
20221216,1.02665102,0.051843227,0.106108021,0.769586444,0.261466478
20221219,0.956988364,0.040884198,0.086411595,0.762043861,0.24794618
20221221,1.090386469,0.047705206,0.1020796,0.834703927,0.332070271
20221221,1.028118943,0.059844854,0.1090962,0.72100027,0.24682743
20221222,0.951821668,0.042452886,0.096766622,0.748606322,0.238103569
20221223,1.083594105,0.026642836,0.077747994,0.963825515,0.490423247
20221226,1.11820349,0.05076905,0.110343443,0.678478622,0.236183892
20221227,0.925550963,0.040653437,0.096051723,0.767601389,0.291921847
20221228,0.993749159,0.049049917,0.101511781,0.820772765,0.263134642
20221229,1.104736221,0.042575352,0.094014884,0.767981991,0.277937743
