Date,File,S0,Maturity,Contract,ContractExpiryDate,Rf
2021/3/3,OptionsDaily_2021_03_03.csv,16211.73,14,202103,2021/3/17,0.00845
2021/3/4,OptionsDaily_2021_03_04.csv,15906.41,13,202103,2021/3/17,0.00845
2021/3/5,OptionsDaily_2021_03_05.csv,15855.23,12,202103,2021/3/17,0.00845
2021/3/8,OptionsDaily_2021_03_08.csv,15820.11,9,202103,2021/3/17,0.00845
2021/3/9,OptionsDaily_2021_03_09.csv,15853.09,8,202103,2021/3/17,0.00845
2021/3/10,OptionsDaily_2021_03_10.csv,15911.67,7,202103,2021/3/17,0.00845
2021/3/11,OptionsDaily_2021_03_11.csv,16179.56,6,202103,2021/3/17,0.00845
2021/3/12,OptionsDaily_2021_03_12.csv,16255.18,5,202103,2021/3/17,0.00845
2021/3/15,OptionsDaily_2021_03_15.csv,16249.33,2,202103,2021/3/17,0.00845
2021/3/16,OptionsDaily_2021_03_16.csv,16313.16,1,202103,2021/3/17,0.00845
2021/3/17,OptionsDaily_2021_03_17.csv,16215.82,0,202103,2021/3/17,0.00845
2021/3/18,OptionsDaily_2021_03_18.csv,16287.84,34,202104,2021/4/21,0.00845
2021/3/19,OptionsDaily_2021_03_19.csv,16070.24,33,202104,2021/4/21,0.00845
2021/3/22,OptionsDaily_2021_03_22.csv,16189.22,30,202104,2021/4/21,0.00845
2021/3/23,OptionsDaily_2021_03_23.csv,16177.59,29,202104,2021/4/21,0.00845
2021/3/24,OptionsDaily_2021_03_24.csv,16032.12,28,202104,2021/4/21,0.00845
2021/3/25,OptionsDaily_2021_03_25.csv,16060.14,27,202104,2021/4/21,0.00845
2021/3/26,OptionsDaily_2021_03_26.csv,16305.88,26,202104,2021/4/21,0.00845
2021/3/29,OptionsDaily_2021_03_29.csv,16475.97,23,202104,2021/4/21,0.00845
2021/3/30,OptionsDaily_2021_03_30.csv,16554.9,22,202104,2021/4/21,0.00845
2021/3/31,OptionsDaily_2021_03_31.csv,16431.13,21,202104,2021/4/21,0.00845
2021/4/1,OptionsDaily_2021_04_01.csv,16571.28,20,202104,2021/4/21,0.00845
2021/4/6,OptionsDaily_2021_04_06.csv,16739.87,15,202104,2021/4/21,0.00845
2021/4/7,OptionsDaily_2021_04_07.csv,16815.36,14,202104,2021/4/21,0.00845
2021/4/8,OptionsDaily_2021_04_08.csv,16926.44,13,202104,2021/4/21,0.00845
2021/4/9,OptionsDaily_2021_04_09.csv,16854.1,12,202104,2021/4/21,0.00845
2021/4/12,OptionsDaily_2021_04_12.csv,16859.7,9,202104,2021/4/21,0.00845
2021/4/13,OptionsDaily_2021_04_13.csv,16824.91,8,202104,2021/4/21,0.00845
2021/4/14,OptionsDaily_2021_04_14.csv,16865.97,7,202104,2021/4/21,0.00845
2021/4/15,OptionsDaily_2021_04_15.csv,17076.73,6,202104,2021/4/21,0.00845
2021/4/16,OptionsDaily_2021_04_16.csv,17158.81,5,202104,2021/4/21,0.00845
2021/4/19,OptionsDaily_2021_04_19.csv,17263.28,2,202104,2021/4/21,0.00845
2021/4/20,OptionsDaily_2021_04_20.csv,17323.87,1,202104,2021/4/21,0.00845
2021/4/21,OptionsDaily_2021_04_21.csv,17202.11,0,202104,2021/4/21,0.00845
2021/4/22,OptionsDaily_2021_04_22.csv,17096.97,27,202105,2021/5/19,0.00845
2021/4/23,OptionsDaily_2021_04_23.csv,17300.27,26,202105,2021/5/19,0.00845
2021/4/26,OptionsDaily_2021_04_26.csv,17572.29,23,202105,2021/5/19,0.00845
2021/4/27,OptionsDaily_2021_04_27.csv,17595.9,22,202105,2021/5/19,0.00845
2021/4/28,OptionsDaily_2021_04_28.csv,17567.53,21,202105,2021/5/19,0.00845
2021/4/29,OptionsDaily_2021_04_29.csv,17566.66,20,202105,2021/5/19,0.00845
2021/5/3,OptionsDaily_2021_05_03.csv,17222.35,16,202105,2021/5/19,0.00845
2021/5/4,OptionsDaily_2021_05_04.csv,16933.78,15,202105,2021/5/19,0.00845
2021/5/5,OptionsDaily_2021_05_05.csv,16843.44,14,202105,2021/5/19,0.00845
2021/5/6,OptionsDaily_2021_05_06.csv,16994.36,13,202105,2021/5/19,0.00845
2021/5/7,OptionsDaily_2021_05_07.csv,17285.0,12,202105,2021/5/19,0.00845
2021/5/10,OptionsDaily_2021_05_10.csv,17235.61,9,202105,2021/5/19,0.00845
2021/5/11,OptionsDaily_2021_05_11.csv,16583.13,8,202105,2021/5/19,0.00845
2021/5/12,OptionsDaily_2021_05_12.csv,15902.37,7,202105,2021/5/19,0.00845
2021/5/13,OptionsDaily_2021_05_13.csv,15670.1,6,202105,2021/5/19,0.00845
2021/5/14,OptionsDaily_2021_05_14.csv,15827.09,5,202105,2021/5/19,0.00845
2021/5/17,OptionsDaily_2021_05_17.csv,15353.89,2,202105,2021/5/19,0.00845
2021/5/18,OptionsDaily_2021_05_18.csv,16145.98,1,202105,2021/5/19,0.00845
2021/5/19,OptionsDaily_2021_05_19.csv,16132.66,0,202105,2021/5/19,0.00845
2021/5/20,OptionsDaily_2021_05_20.csv,16042.36,27,202106,2021/6/16,0.00845
2021/5/21,OptionsDaily_2021_05_21.csv,16302.06,26,202106,2021/6/16,0.00845
2021/5/24,OptionsDaily_2021_05_24.csv,16338.29,23,202106,2021/6/16,0.00845
2021/5/25,OptionsDaily_2021_05_25.csv,16595.67,22,202106,2021/6/16,0.00845
2021/5/26,OptionsDaily_2021_05_26.csv,16643.69,21,202106,2021/6/16,0.00845
2021/5/27,OptionsDaily_2021_05_27.csv,16601.61,20,202106,2021/6/16,0.00845
2021/5/28,OptionsDaily_2021_05_28.csv,16870.86,19,202106,2021/6/16,0.00845
2021/5/31,OptionsDaily_2021_05_31.csv,17068.43,16,202106,2021/6/16,0.00845
2021/6/1,OptionsDaily_2021_06_01.csv,17162.38,15,202106,2021/6/16,0.00845
2021/6/2,OptionsDaily_2021_06_02.csv,17165.04,14,202106,2021/6/16,0.00845
2021/6/3,OptionsDaily_2021_06_03.csv,17246.16,13,202106,2021/6/16,0.00845
2021/6/4,OptionsDaily_2021_06_04.csv,17147.41,12,202106,2021/6/16,0.00845
2021/6/7,OptionsDaily_2021_06_07.csv,17083.91,9,202106,2021/6/16,0.00845
2021/6/8,OptionsDaily_2021_06_08.csv,17076.21,8,202106,2021/6/16,0.00845
2021/6/9,OptionsDaily_2021_06_09.csv,16966.22,7,202106,2021/6/16,0.00845
2021/6/10,OptionsDaily_2021_06_10.csv,17159.22,6,202106,2021/6/16,0.00845
2021/6/11,OptionsDaily_2021_06_11.csv,17213.52,5,202106,2021/6/16,0.00845
2021/6/15,OptionsDaily_2021_06_15.csv,17371.29,1,202106,2021/6/16,0.00845
2021/6/16,OptionsDaily_2021_06_16.csv,17307.86,0,202106,2021/6/16,0.00845
2021/6/17,OptionsDaily_2021_06_17.csv,17390.61,34,202107,2021/7/21,0.00845
2021/6/18,OptionsDaily_2021_06_18.csv,17318.54,33,202107,2021/7/21,0.00845
2021/6/21,OptionsDaily_2021_06_21.csv,17062.98,30,202107,2021/7/21,0.00845
2021/6/22,OptionsDaily_2021_06_22.csv,17075.55,29,202107,2021/7/21,0.00845
2021/6/23,OptionsDaily_2021_06_23.csv,17336.71,28,202107,2021/7/21,0.00845
2021/6/24,OptionsDaily_2021_06_24.csv,17407.96,27,202107,2021/7/21,0.00845
2021/6/25,OptionsDaily_2021_06_25.csv,17502.99,26,202107,2021/7/21,0.00845
2021/6/28,OptionsDaily_2021_06_28.csv,17590.97,23,202107,2021/7/21,0.00845
2021/6/29,OptionsDaily_2021_06_29.csv,17598.19,22,202107,2021/7/21,0.00845
2021/6/30,OptionsDaily_2021_06_30.csv,17755.46,21,202107,2021/7/21,0.00845
2021/7/1,OptionsDaily_2021_07_01.csv,17713.94,20,202107,2021/7/21,0.00845
2021/7/2,OptionsDaily_2021_07_02.csv,17710.15,19,202107,2021/7/21,0.00845
2021/7/5,OptionsDaily_2021_07_05.csv,17919.33,16,202107,2021/7/21,0.00845
2021/7/6,OptionsDaily_2021_07_06.csv,17913.07,15,202107,2021/7/21,0.00845
2021/7/7,OptionsDaily_2021_07_07.csv,17850.69,14,202107,2021/7/21,0.00845
2021/7/8,OptionsDaily_2021_07_08.csv,17866.09,13,202107,2021/7/21,0.00845
2021/7/9,OptionsDaily_2021_07_09.csv,17661.48,12,202107,2021/7/21,0.00845
2021/7/12,OptionsDaily_2021_07_12.csv,17814.33,9,202107,2021/7/21,0.00845
2021/7/13,OptionsDaily_2021_07_13.csv,17847.52,8,202107,2021/7/21,0.00845
2021/7/14,OptionsDaily_2021_07_14.csv,17845.75,7,202107,2021/7/21,0.00845
2021/7/15,OptionsDaily_2021_07_15.csv,18034.19,6,202107,2021/7/21,0.00845
2021/7/16,OptionsDaily_2021_07_16.csv,17895.25,5,202107,2021/7/21,0.00845
2021/7/19,OptionsDaily_2021_07_19.csv,17789.25,2,202107,2021/7/21,0.00845
2021/7/20,OptionsDaily_2021_07_20.csv,17528.74,1,202107,2021/7/21,0.00845
2021/7/21,OptionsDaily_2021_07_21.csv,17458.79,0,202107,2021/7/21,0.00845
2021/7/22,OptionsDaily_2021_07_22.csv,17572.33,27,202108,2021/8/18,0.00845
2021/7/23,OptionsDaily_2021_07_23.csv,17572.92,26,202108,2021/8/18,0.00845
2021/7/26,OptionsDaily_2021_07_26.csv,17403.56,23,202108,2021/8/18,0.00845
2021/7/27,OptionsDaily_2021_07_27.csv,17269.87,22,202108,2021/8/18,0.00845
2021/7/28,OptionsDaily_2021_07_28.csv,17135.22,21,202108,2021/8/18,0.00845
2021/7/29,OptionsDaily_2021_07_29.csv,17402.81,20,202108,2021/8/18,0.00845
2021/7/30,OptionsDaily_2021_07_30.csv,17247.41,19,202108,2021/8/18,0.00845
2021/8/2,OptionsDaily_2021_08_02.csv,17503.28,16,202108,2021/8/18,0.00845
2021/8/3,OptionsDaily_2021_08_03.csv,17553.76,15,202108,2021/8/18,0.00845
2021/8/4,OptionsDaily_2021_08_04.csv,17623.89,14,202108,2021/8/18,0.00845
2021/8/5,OptionsDaily_2021_08_05.csv,17603.12,13,202108,2021/8/18,0.00845
2021/8/6,OptionsDaily_2021_08_06.csv,17526.28,12,202108,2021/8/18,0.00845
2021/8/9,OptionsDaily_2021_08_09.csv,17485.15,9,202108,2021/8/18,0.00845
2021/8/10,OptionsDaily_2021_08_10.csv,17323.64,8,202108,2021/8/18,0.00845
2021/8/11,OptionsDaily_2021_08_11.csv,17227.18,7,202108,2021/8/18,0.00845
2021/8/12,OptionsDaily_2021_08_12.csv,17219.94,6,202108,2021/8/18,0.00845
2021/8/13,OptionsDaily_2021_08_13.csv,16982.11,5,202108,2021/8/18,0.00845
2021/8/16,OptionsDaily_2021_08_16.csv,16858.77,2,202108,2021/8/18,0.00845
2021/8/17,OptionsDaily_2021_08_17.csv,16661.36,1,202108,2021/8/18,0.00845
2021/8/18,OptionsDaily_2021_08_18.csv,16826.27,0,202108,2021/8/18,0.00845
2021/8/19,OptionsDaily_2021_08_19.csv,16375.4,27,202109,2021/9/15,0.00845
2021/8/20,OptionsDaily_2021_08_20.csv,16341.94,26,202109,2021/9/15,0.00845
2021/8/23,OptionsDaily_2021_08_23.csv,16741.84,23,202109,2021/9/15,0.00845
2021/8/24,OptionsDaily_2021_08_24.csv,16818.73,22,202109,2021/9/15,0.00845
2021/8/25,OptionsDaily_2021_08_25.csv,17045.86,21,202109,2021/9/15,0.00845
2021/8/26,OptionsDaily_2021_08_26.csv,17066.96,20,202109,2021/9/15,0.00845
2021/8/27,OptionsDaily_2021_08_27.csv,17209.93,19,202109,2021/9/15,0.00845
2021/8/30,OptionsDaily_2021_08_30.csv,17396.52,16,202109,2021/9/15,0.00845
2021/8/31,OptionsDaily_2021_08_31.csv,17490.29,15,202109,2021/9/15,0.00845
2021/9/1,OptionsDaily_2021_09_01.csv,17473.99,14,202109,2021/9/15,0.00845
2021/9/2,OptionsDaily_2021_09_02.csv,17319.76,13,202109,2021/9/15,0.00845
2021/9/3,OptionsDaily_2021_09_03.csv,17516.92,12,202109,2021/9/15,0.00845
2021/9/6,OptionsDaily_2021_09_06.csv,17495.3,9,202109,2021/9/15,0.00845
2021/9/7,OptionsDaily_2021_09_07.csv,17428.87,8,202109,2021/9/15,0.00845
2021/9/8,OptionsDaily_2021_09_08.csv,17270.49,7,202109,2021/9/15,0.00845
2021/9/9,OptionsDaily_2021_09_09.csv,17304.33,6,202109,2021/9/15,0.00845
2021/9/10,OptionsDaily_2021_09_10.csv,17474.57,5,202109,2021/9/15,0.00845
2021/9/13,OptionsDaily_2021_09_13.csv,17446.31,2,202109,2021/9/15,0.00845
2021/9/14,OptionsDaily_2021_09_14.csv,17434.9,1,202109,2021/9/15,0.00845
2021/9/15,OptionsDaily_2021_09_15.csv,17354.0,0,202109,2021/9/15,0.00845
2021/9/16,OptionsDaily_2021_09_16.csv,17278.7,34,202110,2021/10/20,0.00845
2021/9/17,OptionsDaily_2021_09_17.csv,17276.79,33,202110,2021/10/20,0.00845
2021/9/22,OptionsDaily_2021_09_22.csv,16925.82,28,202110,2021/10/20,0.00845
2021/9/23,OptionsDaily_2021_09_23.csv,17078.22,27,202110,2021/10/20,0.00845
2021/9/24,OptionsDaily_2021_09_24.csv,17260.19,26,202110,2021/10/20,0.00845
2021/9/27,OptionsDaily_2021_09_27.csv,17313.77,23,202110,2021/10/20,0.00845
2021/9/28,OptionsDaily_2021_09_28.csv,17181.44,22,202110,2021/10/20,0.00845
2021/9/29,OptionsDaily_2021_09_29.csv,16855.46,21,202110,2021/10/20,0.00845
2021/9/30,OptionsDaily_2021_09_30.csv,16934.77,20,202110,2021/10/20,0.00845
2021/10/1,OptionsDaily_2021_10_01.csv,16570.89,19,202110,2021/10/20,0.00845
2021/10/4,OptionsDaily_2021_10_04.csv,16408.35,16,202110,2021/10/20,0.00845
2021/10/5,OptionsDaily_2021_10_05.csv,16460.75,15,202110,2021/10/20,0.00845
2021/10/6,OptionsDaily_2021_10_06.csv,16393.16,14,202110,2021/10/20,0.00845
2021/10/7,OptionsDaily_2021_10_07.csv,16713.86,13,202110,2021/10/20,0.00845
2021/10/8,OptionsDaily_2021_10_08.csv,16640.43,12,202110,2021/10/20,0.00845
2021/10/12,OptionsDaily_2021_10_12.csv,16462.84,8,202110,2021/10/20,0.00845
2021/10/13,OptionsDaily_2021_10_13.csv,16347.99,7,202110,2021/10/20,0.00845
2021/10/14,OptionsDaily_2021_10_14.csv,16387.28,6,202110,2021/10/20,0.00845
2021/10/15,OptionsDaily_2021_10_15.csv,16781.19,5,202110,2021/10/20,0.00845
2021/10/18,OptionsDaily_2021_10_18.csv,16705.46,2,202110,2021/10/20,0.00845
2021/10/19,OptionsDaily_2021_10_19.csv,16900.67,1,202110,2021/10/20,0.00845
2021/10/20,OptionsDaily_2021_10_20.csv,16887.82,0,202110,2021/10/20,0.00845
2021/10/21,OptionsDaily_2021_10_21.csv,16889.51,27,202111,2021/11/17,0.00845
2021/10/22,OptionsDaily_2021_10_22.csv,16888.74,26,202111,2021/11/17,0.00845
2021/10/25,OptionsDaily_2021_10_25.csv,16894.24,23,202111,2021/11/17,0.00845
2021/10/26,OptionsDaily_2021_10_26.csv,17034.34,22,202111,2021/11/17,0.00845
2021/10/27,OptionsDaily_2021_10_27.csv,17074.55,21,202111,2021/11/17,0.00845
2021/10/28,OptionsDaily_2021_10_28.csv,17041.63,20,202111,2021/11/17,0.00845
2021/10/29,OptionsDaily_2021_10_29.csv,16987.41,19,202111,2021/11/17,0.00845
2021/11/1,OptionsDaily_2021_11_01.csv,17068.24,16,202111,2021/11/17,0.00845
2021/11/2,OptionsDaily_2021_11_02.csv,17065.97,15,202111,2021/11/17,0.00845
2021/11/3,OptionsDaily_2021_11_03.csv,17122.16,14,202111,2021/11/17,0.00845
2021/11/4,OptionsDaily_2021_11_04.csv,17078.86,13,202111,2021/11/17,0.00845
2021/11/5,OptionsDaily_2021_11_05.csv,17296.9,12,202111,2021/11/17,0.00845
2021/11/8,OptionsDaily_2021_11_08.csv,17415.3,9,202111,2021/11/17,0.00845
2021/11/9,OptionsDaily_2021_11_09.csv,17541.36,8,202111,2021/11/17,0.00845
2021/11/10,OptionsDaily_2021_11_10.csv,17559.65,7,202111,2021/11/17,0.00845
2021/11/11,OptionsDaily_2021_11_11.csv,17452.52,6,202111,2021/11/17,0.00845
2021/11/12,OptionsDaily_2021_11_12.csv,17518.13,5,202111,2021/11/17,0.00845
2021/11/15,OptionsDaily_2021_11_15.csv,17634.47,2,202111,2021/11/17,0.00845
2021/11/16,OptionsDaily_2021_11_16.csv,17693.13,1,202111,2021/11/17,0.00845
2021/11/17,OptionsDaily_2021_11_17.csv,17764.04,0,202111,2021/11/17,0.00845
2021/11/18,OptionsDaily_2021_11_18.csv,17841.37,27,202112,2021/12/15,0.00845
2021/11/19,OptionsDaily_2021_11_19.csv,17818.31,26,202112,2021/12/15,0.00845
2021/11/22,OptionsDaily_2021_11_22.csv,17803.54,23,202112,2021/12/15,0.00845
2021/11/23,OptionsDaily_2021_11_23.csv,17666.12,22,202112,2021/12/15,0.00845
2021/11/24,OptionsDaily_2021_11_24.csv,17642.52,21,202112,2021/12/15,0.00845
2021/11/25,OptionsDaily_2021_11_25.csv,17654.19,20,202112,2021/12/15,0.00845
2021/11/26,OptionsDaily_2021_11_26.csv,17369.39,19,202112,2021/12/15,0.00845
2021/11/29,OptionsDaily_2021_11_29.csv,17328.09,16,202112,2021/12/15,0.00845
2021/11/30,OptionsDaily_2021_11_30.csv,17427.76,15,202112,2021/12/15,0.00845
2021/12/1,OptionsDaily_2021_12_01.csv,17585.99,14,202112,2021/12/15,0.00845
2021/12/2,OptionsDaily_2021_12_02.csv,17724.88,13,202112,2021/12/15,0.00845
2021/12/3,OptionsDaily_2021_12_03.csv,17697.14,12,202112,2021/12/15,0.00845
2021/12/6,OptionsDaily_2021_12_06.csv,17688.21,9,202112,2021/12/15,0.00845
2021/12/7,OptionsDaily_2021_12_07.csv,17796.92,8,202112,2021/12/15,0.00845
2021/12/8,OptionsDaily_2021_12_08.csv,17832.42,7,202112,2021/12/15,0.00845
2021/12/9,OptionsDaily_2021_12_09.csv,17914.12,6,202112,2021/12/15,0.00845
2021/12/10,OptionsDaily_2021_12_10.csv,17826.26,5,202112,2021/12/15,0.00845
2021/12/13,OptionsDaily_2021_12_13.csv,17767.6,2,202112,2021/12/15,0.00845
2021/12/14,OptionsDaily_2021_12_14.csv,17599.37,1,202112,2021/12/15,0.00845
2021/12/15,OptionsDaily_2021_12_15.csv,17660.1,0,202112,2021/12/15,0.00845
2021/12/16,OptionsDaily_2021_12_16.csv,17785.74,34,202201,2022/1/19,0.00845
2021/12/17,OptionsDaily_2021_12_17.csv,17812.59,33,202201,2022/1/19,0.00845
2021/12/20,OptionsDaily_2021_12_20.csv,17669.11,30,202201,2022/1/19,0.00845
2021/12/21,OptionsDaily_2021_12_21.csv,17789.27,29,202201,2022/1/19,0.00845
2021/12/22,OptionsDaily_2021_12_22.csv,17826.83,28,202201,2022/1/19,0.00845
2021/12/23,OptionsDaily_2021_12_23.csv,17946.66,27,202201,2022/1/19,0.00845
2021/12/24,OptionsDaily_2021_12_24.csv,17961.64,26,202201,2022/1/19,0.00845
2021/12/27,OptionsDaily_2021_12_27.csv,18048.94,23,202201,2022/1/19,0.00845
2021/12/28,OptionsDaily_2021_12_28.csv,18196.81,22,202201,2022/1/19,0.00845
2021/12/29,OptionsDaily_2021_12_29.csv,18248.28,21,202201,2022/1/19,0.00845
2021/12/30,OptionsDaily_2021_12_30.csv,18218.84,20,202201,2022/1/19,0.00845
