Date,Call_IV_Mean,Call_IV_Std,Put_IV_Mean,Put_IV_Std,Total_Call_Volume,Total_Put_Volume,Put_Call_Ratio_Vol
2020/4/24,0.11642778,0.044775233,0.167389055,0.28919989,371598,416614,1.121141664
2020/4/27,0.087939742,0.06046156,0.17574533,0.251351248,417580,807496,1.933751616
2020/4/28,0.07364001,0.057133653,0.124387039,0.273271,510758,673488,1.318604897
2020/4/29,0.078442182,0.073686681,0.111923995,0.22766613,490016,1112038,2.269391204
2020/4/30,0.10875088,0.054424785,0.227809192,0.262371398,436222,568256,1.30267616
2020/5/4,0.150990142,0.074299837,0.222811785,0.336498354,697260,700204,1.004222241
2020/5/5,0.100625252,0.070307602,0.169965836,0.260801257,639142,765022,1.196951538
2020/5/6,0.079220225,0.070226979,0.119606318,0.317214835,844742,1005236,1.189991737
2020/5/7,0.153872926,0.04349071,0.237956488,0.347565399,420648,463998,1.103055286
2020/5/8,0.151657565,0.046303559,0.207820616,0.442720475,411450,445664,1.083154697
2020/5/11,0.128437375,0.058923741,0.228175887,0.568354876,454674,603834,1.328059225
2020/5/12,0.137458765,0.068064449,0.167157503,0.565173989,798912,656158,0.821314488
2020/5/13,0.100945624,0.086473507,0.159275078,0.365938076,416074,1052044,2.528502141
2020/5/14,0.257568998,0.075538747,0.293961326,0.704603086,565564,558372,0.98728349
2020/5/15,0.194474592,0.080532605,0.362084816,0.642145857,708018,704532,0.995076396
2020/5/18,0.346240224,0.127728273,0.423406206,1.147821906,658828,685934,1.041142757
2020/5/19,0.367801929,0.208378679,0.553733103,1.982963655,963668,843882,0.875697854
2020/5/20,,,,,0,0,
2020/5/21,0.081472922,0.043999183,0.166229006,0.282906767,440640,488994,1.109735839
2020/5/22,0.111938879,0.044768538,0.152334743,0.473298886,667016,536960,0.80501817
2020/5/25,0.065086664,0.049098917,0.154488188,0.305372608,600918,788132,1.311546667
2020/5/26,0.072250804,0.054361536,0.117933234,0.299897337,640672,773140,1.206764148
2020/5/27,0.052236284,0.052537889,0.074386443,0.233641604,687736,910082,1.323301383
2020/5/28,0.129283902,0.041767951,0.149438025,0.350823998,595456,562380,0.944452655
2020/5/29,0.096188827,0.040388258,0.160755867,0.267685529,514068,542690,1.055677459
2020/6/1,0.084267439,0.052977846,0.163791582,0.319936385,491016,660132,1.344420548
2020/6/2,0.070541851,0.052453938,0.128058885,0.344874109,526492,676042,1.2840499
2020/6/3,0.114103822,0.057155329,0.128631574,0.293650411,264546,1116350,4.219871024
2020/6/4,0.14309296,0.043014227,0.19647478,0.35786579,574356,553504,0.963694991
2020/6/5,0.099642816,0.039065666,0.201723381,0.426354371,418264,531376,1.270432072
2020/6/8,0.111881734,0.048227202,0.196024893,0.442377927,793004,873412,1.101396714
2020/6/9,0.08789305,0.054486865,0.167055744,0.490910525,548760,695516,1.267432029
2020/6/10,0.098692418,0.07866043,0.155050871,0.480270113,441934,1038980,2.350984536
2020/6/11,0.25241953,0.076130872,0.264619653,0.726017656,652916,602216,0.922348357
2020/6/12,0.206679436,0.059769385,0.381957527,0.569648512,721178,841872,1.167356741
2020/6/15,0.382380724,0.127603548,0.413225317,1.087460216,885200,761328,0.860063263
2020/6/16,0.271105371,0.19609597,0.677405806,1.343560305,616472,1072496,1.739731894
2020/6/17,,,,,0,0,
2020/6/18,0.079389986,0.026781795,0.164293743,0.380303291,443154,490718,1.107330634
2020/6/19,0.081677273,0.026638721,0.131740115,0.344835949,415120,410822,0.989646367
2020/6/22,0.065744951,0.028289682,0.117197141,0.276277322,544690,661264,1.214018983
2020/6/23,0.049405973,0.03017316,0.103560527,0.246788982,660750,833456,1.261378736
2020/6/24,0.04204176,0.033860935,0.073531481,0.205793028,673216,865276,1.285287337
2020/6/29,0.09059323,0.04038701,0.173918611,0.306036476,623270,681250,1.093025495
2020/6/30,0.045733974,0.039368318,0.147191097,0.330324182,378942,686900,1.812678457
2020/7/1,0.048264674,0.043298228,0.1225713,0.352941973,478548,964530,2.015534492
2020/7/2,0.065929291,0.0348085,0.21318407,0.383011159,307280,535362,1.74226113
2020/7/3,0.081896119,0.034303502,0.18954756,0.36936549,564136,649190,1.150768609
2020/7/6,0.093615294,0.064861322,0.232171983,0.618066492,489854,855556,1.746553055
2020/7/7,0.129569499,0.06297942,0.146610661,0.519533268,1005930,921244,0.915813228
2020/7/8,0.087474451,0.083581942,0.147671684,0.453849682,490204,1120036,2.284836517
2020/7/9,0.173450243,0.051617604,0.274485563,0.569009231,476382,457124,0.959574459
2020/7/10,0.20781262,0.074790328,0.253098181,0.628361933,670092,635634,0.94857721
2020/7/13,0.168678073,0.124519282,0.462396457,1.166959321,432000,711366,1.646680556
2020/7/14,0.270930307,0.187387624,0.449490536,1.510068285,758350,924710,1.219371003
2020/7/15,,,,,0,0,
2020/7/16,0.087865759,0.034679984,0.136888987,0.352026882,538054,490072,0.910823077
2020/7/17,0.070757726,0.030023759,0.112081197,0.271273044,520804,569454,1.093413261
2020/7/20,0.053164385,0.034005825,0.104677911,0.228287434,526036,632166,1.201754253
2020/7/21,0.054720019,0.041033253,0.100232788,0.22414729,624398,1116238,1.787702715
2020/7/22,0.042598619,0.043188163,0.067617422,0.200205051,705216,1158708,1.643054043
2020/7/23,0.078794926,0.029820743,0.144603174,0.24689323,486968,496840,1.020272379
2020/7/24,0.101601626,0.035179981,0.129587743,0.32833735,818150,752094,0.919261749
2020/7/27,0.083530692,0.041383309,0.161085986,0.268458664,712248,987270,1.386132358
2020/7/28,0.141111405,0.070831553,0.118287305,0.27318442,1755544,1216126,0.69273456
2020/7/29,0.063943514,0.051873047,0.089801503,0.226145466,1377646,1252934,0.909474567
2020/7/30,0.102822844,0.039024404,0.203831414,0.247551032,558262,528148,0.946057586
2020/7/31,0.11885522,0.03455533,0.17480357,0.239109459,546396,620044,1.134788688
2020/8/3,0.138738216,0.047093528,0.145144426,0.475502545,734134,632464,0.861510296
2020/8/4,0.063285563,0.053140801,0.163423315,0.302329351,454716,901006,1.981469753
2020/8/5,0.061192117,0.058861209,0.109871749,0.376659935,598482,1052936,1.759344475
2020/8/6,0.125849759,0.036537593,0.201717741,0.33027781,635540,659960,1.038424017
2020/8/7,0.140794575,0.039447466,0.175978951,0.449972421,521778,525174,1.006508515
2020/8/10,0.109965718,0.046886368,0.18875,0.457885418,536280,635306,1.184653539
2020/8/11,0.143424153,0.05414728,0.133060273,0.480264838,729570,578208,0.792532588
2020/8/12,0.109544996,0.079319966,0.142725364,0.498918234,1150716,888226,0.771889849
2020/8/13,0.184513202,0.060893806,0.243173713,0.370875491,503234,475254,0.944399623
2020/8/14,0.136636728,0.075254174,0.278975124,0.420433347,459994,514278,1.118010235
2020/8/17,0.18814866,0.140445018,0.446782877,1.246876921,372558,685108,1.838929777
2020/8/18,0.345949159,0.213876062,0.378541013,1.549015305,829430,673262,0.81171648
2020/8/19,,,,,0,0,
2020/8/20,0.146573284,0.053686411,0.185116006,0.334550948,889168,597838,0.67235663
2020/8/21,0.073317564,0.046229205,0.182067571,0.295336461,565986,659954,1.166025308
2020/8/24,0.073629586,0.046074747,0.132388366,0.317767469,518176,617940,1.192529179
2020/8/25,0.064586329,0.052502371,0.105676125,0.279732155,643012,820744,1.276405417
2020/8/26,0.067678002,0.060465211,0.082739803,0.20299022,347736,849750,2.443664159
2020/8/27,0.127251886,0.041904479,0.135807101,0.281576544,562176,538614,0.958087859
2020/8/28,0.10826634,0.040040517,0.132272165,0.29330262,588552,571230,0.970568446
2020/8/31,0.139491035,0.052136851,0.123774599,0.368850059,794636,532734,0.670412617
2020/9/1,0.066747913,0.059347738,0.14655933,0.274169799,596864,895794,1.500834361
2020/9/2,0.073433707,0.058739446,0.089549142,0.25349624,886948,863800,0.973901514
2020/9/3,0.135278883,0.041233649,0.171139423,0.301385151,613422,577096,0.940781387
2020/9/4,0.136386994,0.043431607,0.200208488,0.274566774,657080,721514,1.098061119
2020/9/7,0.152409875,0.055004358,0.174795043,0.388231423,805830,747700,0.927863197
2020/9/8,0.097222374,0.063595777,0.151358911,0.428267418,535290,643816,1.202742439
2020/9/9,0.116709172,0.078281358,0.150304236,0.355509924,777498,1338098,1.721030794
2020/9/10,0.173282852,0.067558947,0.310866741,0.684882785,440036,465744,1.058422493
2020/9/11,0.177770004,0.069905607,0.283590981,0.71584021,558412,526610,0.943049218
2020/9/14,0.180711566,0.136786187,0.451222146,1.270047237,427544,643162,1.504317684
2020/9/15,0.207294432,0.219125695,0.477837271,1.790830897,431864,638104,1.47755775
2020/9/16,,,,,0,0,
2020/9/17,0.084507152,0.037840233,0.115932309,0.305374831,469390,489584,1.043021794
2020/9/18,0.066524359,0.033956318,0.110644712,0.223769409,407278,433334,1.063975957
2020/9/21,0.0713853,0.040256761,0.093573047,0.253261095,668938,620236,0.927195046
2020/9/22,0.065233829,0.040048654,0.097033747,0.20094304,1027904,1053516,1.024916724
2020/9/23,0.053472887,0.043402359,0.064598103,0.186142343,1053572,936028,0.888432874
2020/9/24,0.131631573,0.045156901,0.140217929,0.315840534,758500,564878,0.744730389
2020/9/25,0.101703275,0.039582362,0.131017397,0.202622979,734726,707598,0.963077392
2020/9/28,0.063837265,0.053813465,0.144866062,0.216490117,366014,670758,1.832602032
2020/9/29,0.065211514,0.041308707,0.079536158,0.228504477,764732,704460,0.921185461
2020/9/30,0.051660281,0.05389182,0.071577643,0.190955748,637806,1000074,1.567990894
2020/10/5,0.101714878,0.043211702,0.123110575,0.172650274,526722,562476,1.06788021
2020/10/6,0.05891868,0.054513088,0.114860595,0.254252891,491682,752876,1.531225467
2020/10/7,0.053954543,0.056961306,0.084071094,0.243824857,556680,984582,1.768667816
2020/10/8,0.089010439,0.038640679,0.170353393,0.323490872,536548,506076,0.943207318
2020/10/12,0.099592438,0.046492818,0.158081042,0.406812655,684966,768288,1.121643994
2020/10/13,0.081379328,0.054926634,0.135471982,0.36268305,612322,744748,1.216268565
2020/10/14,0.083621456,0.061202601,0.119916021,0.566424863,815336,659182,0.808478958
2020/10/15,0.169261888,0.065228418,0.238477907,0.579679148,584014,530908,0.909067248
2020/10/16,0.196958984,0.072035065,0.222463236,0.639619898,588882,531084,0.901851305
2020/10/19,0.165583607,0.138900767,0.363899601,0.888624381,423292,613106,1.448423311
2020/10/20,0.253293678,0.171725551,0.318159851,1.28773121,541942,567506,1.047171099
2020/10/21,,,,,0,0,
2020/10/22,0.05785557,0.040885929,0.147196278,0.346327443,390008,434466,1.113992533
2020/10/23,0.067783055,0.03491806,0.099805163,0.300691197,428456,469540,1.095888493
2020/10/26,0.057993984,0.040874182,0.088320535,0.366357299,427016,477932,1.11923675
2020/10/27,0.044845888,0.044449048,0.077080098,0.213020405,510402,565958,1.108847536
2020/10/28,0.054166115,0.047049313,0.074891478,0.276600932,681164,523804,0.768983681
2020/10/29,0.112928387,0.037599004,0.178350216,0.237393791,520518,590386,1.134227827
2020/10/30,0.126498989,0.041868141,0.154812566,0.243890295,536742,460790,0.858494398
2020/11/2,0.090645494,0.047683332,0.196811816,0.273857048,487900,503612,1.03220332
2020/11/3,0.0765036,0.05679752,0.159839413,0.378597951,427724,585348,1.368518016
2020/11/4,0.077081025,0.06245833,0.118057352,0.18995531,600472,1244904,2.073209076
2020/11/5,0.11379324,0.034035433,0.198536715,0.3782869,488686,528152,1.080759424
2020/11/6,0.103691866,0.036356699,0.164122804,0.37509031,481486,543890,1.129607091
2020/11/9,0.101065176,0.056231088,0.18042615,0.501115331,633940,836942,1.320222734
2020/11/10,0.15187738,0.082720182,0.122132492,0.426580598,1142108,861354,0.754179114
2020/11/11,0.132127625,0.075048044,0.149141773,0.361012562,312786,1348036,4.309770898
2020/11/12,0.206378043,0.061836981,0.222047467,0.642072844,478284,481966,1.007698355
2020/11/13,0.143586946,0.065610488,0.247834583,0.722161942,434682,551334,1.268361699
2020/11/16,0.190187427,0.144981315,0.388808396,0.909771843,511184,964266,1.886338383
2020/11/17,0.372508815,0.206908818,0.378733425,1.569178019,1086090,803526,0.739833715
2020/11/18,,,,,0,0,
2020/11/19,0.100068546,0.040140063,0.108446707,0.292928886,559048,534728,0.956497474
2020/11/20,0.081698847,0.03558272,0.093449985,0.244291251,525802,505280,0.960970099
2020/11/23,0.06840255,0.043933446,0.118471118,0.467031048,686462,879418,1.281087664
2020/11/24,0.073784491,0.04280662,0.077042669,0.29953358,806114,529588,0.656964151
2020/11/25,0.065932291,0.047711588,0.080831314,0.323558383,1366854,605422,0.442930993
2020/11/26,0.071759063,0.036854127,0.126069621,0.252659747,524920,634226,1.208233636
2020/11/27,0.067460962,0.036034451,0.106496961,0.20574561,459486,574670,1.250680108
2020/11/30,0.12664113,0.049493591,0.103889836,0.397663982,962316,456106,0.473966971
2020/12/1,0.055269502,0.048224435,0.110914768,0.256140565,510536,882206,1.727999593
2020/12/2,0.066758138,0.06280737,0.086179635,0.207960013,589074,1304708,2.214845673
2020/12/3,0.117492092,0.032245238,0.13567062,0.286221069,548694,567818,1.034853671
2020/12/4,0.091281717,0.040356893,0.152412295,0.322560346,572622,701010,1.224210736
2020/12/7,0.084701855,0.045479018,0.165004505,0.381055914,682120,932046,1.366395942
2020/12/8,0.070895048,0.057196867,0.159265061,0.433904512,466404,989154,2.120809427
2020/12/9,0.072428964,0.064369584,0.111759907,0.397839045,1038608,1010000,0.97245544
2020/12/10,0.181113804,0.059081229,0.209331774,0.607196171,707322,729946,1.031985432
2020/12/11,0.136312986,0.06981818,0.239208091,0.683513629,949176,960416,1.01184185
2020/12/14,0.217445338,0.097987602,0.272811576,1.024193293,736948,711422,0.965362549
2020/12/15,0.311083702,0.189930507,0.361446775,1.618685674,1119584,647816,0.57862206
2020/12/16,,,,,0,0,
2020/12/17,0.069053298,0.028566458,0.104316472,0.294435869,546716,488844,0.894146138
2020/12/18,0.062109715,0.027374245,0.088957268,0.299414664,390466,388802,0.995738425
2020/12/21,0.045551216,0.040207268,0.101951548,0.201448054,430190,883128,2.05287896
2020/12/22,0.079803187,0.04056688,0.079057707,0.248137141,1075952,766448,0.712344045
2020/12/23,0.040246672,0.042003478,0.064765773,0.128435438,887000,1256490,1.416561443
2020/12/24,0.069697144,0.035404852,0.107231545,0.267164531,438366,483152,1.10216577
2020/12/25,0.071232082,0.037509991,0.085988399,0.189222328,492488,540644,1.097781063
2020/12/28,0.057675534,0.048556243,0.100860658,0.2178958,293308,602422,2.053888745
2020/12/29,0.055907495,0.0409644,0.068809976,0.15819493,653210,680062,1.04110776
2020/12/30,0.079961789,0.044268414,0.092512339,0.219109992,191814,1047054,5.45869436
2020/12/31,0.082537804,0.03664604,0.134695493,0.294534929,476542,501014,1.051353291
