JID,JTYPE,VERDICT
"TYDM,101,智附民,8,20130903,1",CWC,Mixed
"ULDM,108,智附民,2,20201230,1",CWC,Mixed
"KSDM,107,智簡附民,8,20180802,1",CWC,Mixed
"TNDM,103,智附民,5,20161130,3",CWC,Mixed
"KSDM,101,審智簡附民,27,20120830,1",CWC,Mixed
"TYDM,99,審智重附民,2,20110511,1",CWC,Mixed
"SCDM,104,智附民,1,20150817,1",CWC,Lose
"TPDM,92,附民,112,20030625,1",CWC,Lose
"IPCM,99,附民上,23,20110224,1",CWC,Lose
"PCDM,102,智重附民,9,20130905,1",CWC,Mixed
"TYDM,100,壢智簡附民,10,20120620,1",CWC,Mixed
"IPCM,103,附民上,2,20140417,1",CWC,Lose
"KSDM,105,審智附民,8,20160825,3",CWC,Mixed
"TNDV,93,智,41,20050310,1",CWC,Mixed
"TCDM,100,智簡附民,1,20110118,1",CWC,Lose
"IPCM,110,附民上,15,20211203,1",CWC,Lose
"PCDM,110,智附民,30,20220323,2",CWC,Mixed
"TPDM,104,智簡附民上,1,20150603,1",CWC,Lose
"ULDM,99,智附民,1,20100607,1",CWC,Mixed
"TNDM,111,智附民,4,20221205,1",CWC,Lose
"TPDM,108,智簡附民,15,20200528,2",CWC,Mixed
"TPDM,102,智附民,18,20140221,1",CWC,Mixed
"IPCM,111,附民上,6,20230330,1",CWC,Lose
"TCDM,109,智附民,55,20230110,1",CWC,Mixed
"TPDM,99,智簡附民,5,20100622,1",CWC,Lose
"PCDM,110,智附民,27,20220601,1",CWC,Mixed
"CYDM,99,智簡附民,1,20100329,1",CWC,Mixed
"TCDM,110,智簡上附民,1,20211119,1",CWC,Mixed
"PCDM,110,智簡上附民,1,20211014,1",CWC,Mixed
"IPCM,105,附民上,26,20170712,1",CWC,Lose
"PCDM,88,重附民,84,20000316",CWC,Lose
"TPDM,104,智附民,12,20150831,1",CWC,Lose
"IPCM,98,附民上,11,20091012,1",CWC,Lose
"TPDM,107,智附民,23,20190731,2",CWC,Mixed
"PCDM,100,智簡附民,6,20110805,2",CWC,Mixed
"CYDM,108,智簡附民,7,20190830,1",CWC,Mixed
"TPDM,109,智附民,5,20200430,1",CWC,Mixed
"TCDM,100,智附民,13,20110905,1",CWC,Mixed
"TPDM,103,智重附民,2,20140625,1",CWC,Lose
"TPDM,106,智附民,8,20170731,1",CWC,Mixed
"CHDM,100,智簡附民,3,20110913,1",CWC,Mixed
"TCDM,107,智重附民,1,20180329,1",CWC,Mixed
"ILDM,101,智附民,2,20140606,2",CWC,Mixed
"TCDM,109,智簡附民,17,20200831,1",CWC,Mixed
"KSDM,106,審智附民,21,20180518,1",CWC,Mixed
"IPCM,103,重附民上,10,20160830,1",CWC,Lose
"TCDM,104,智簡附民,2,20150429,1",CWC,Lose
"KSDM,102,智附民,5,20131126,1",CWC,Lose
"TCDM,109,智附民,17,20210414,1",CWC,Lose
"TYDM,107,智重附民,3,20200428,1",CWC,Lose
"PCDM,108,智重附民,2,20200702,1",CWC,Mixed
"IPCM,103,附民上,32,20150430,1",CWC,Lose
"IPCM,112,附民上,18,20240314,1",CWC,Lose
"TPDM,101,智簡附民,6,20120927,1",CWC,Mixed
"TCDM,105,智簡附民上,2,20170516,1",CWC,Lose
"SLDM,107,智附民,9,20190626,1",CWC,Mixed
"IPCM,100,附民上,10,20111110,1",CWC,Lose
"IPCM,112,附民上,10,20231017,1",CWC,Lose
"KSDM,102,審智簡附民,9,20130425,1",CWC,Mixed
"IPCM,106,附民,7,20171116,1",CWC,Lose
"CTDM,108,審智附民,3,20200724,1",CWC,Mixed
"PCDM,103,智附民,16,20150204,1",CWC,Mixed
"TCDM,107,智附民,8,20190522,1",CWC,Mixed
"IPCM,108,附民上,32,20200312,1",CWC,Lose
"IPCM,109,附民上,22,20210325,1",CWC,Lose
"IPCM,98,附民上,14,20090828,1",CWC,Lose
"IPCM,101,附民上,32,20130227,1",CWC,Lose
"KSDM,110,智簡附民,21,20211029,1",CWC,Mixed
"TPSM,108,台附,12,20190704,1",CWC,Lose
"PCDM,109,智簡附民,23,20210128,1",CWC,Mixed
"TPDM,91,附民,255,20030224,1",CWC,Lose
"FYEM,111,豐智簡附民,1,20220721,1",CWC,Mixed
"PCDM,108,智簡上附民,7,20200115,1",CWC,Mixed
"TPDM,102,智附民,12,20131210,1",CWC,Lose
"IPCM,105,附民上,5,20160825,1",CWC,Lose
"TPDM,99,智重附民,12,20111121,2",CWC,Lose
"PCDM,107,智附民,23,20181226,1",CWC,Lose
"TNDV,95,智,3,20060428,1",CWC,Lose
"TYDM,110,審智附民,1,20210825,1",CWC,Mixed
"TCDM,107,智附民,33,20191127,1",CWC,Lose
"TPDM,111,智簡附民,11,20230808,1",CWC,Mixed
"TPDM,87,附民,682,20000104",CWC,Lose
"PCDM,110,智附民,22,20211228,1",CWC,Mixed
"SLDM,105,智重附民,1,20171030,2",CWC,Mixed
"TPDM,89,附民,200,20000509,1",CWC,Mixed
"TCDM,107,智附民,29,20181127,1",CWC,Mixed
"TPDM,103,智附民,8,20141216,1",CWC,Lose
"KSDM,100,審智簡附民,37,20120131,1",CWC,Mixed
"FYEM,108,豐智簡附民,1,20190731,1",CWC,Mixed
"PCDM,102,智簡附民,19,20140106,1",CWC,Mixed
"IPCM,104,附民上,9,20151224,1",CWC,Lose
"TCDM,111,智附民,15,20221012,1",CWC,Mixed
"TCDM,107,智附民,6,20180726,1",CWC,Lose
"IPCM,110,附民上,2,20210520,1",CWC,Lose
"IPCM,99,附民,5,20100609,1",CWC,Mixed
"TCDM,111,智重附民,28,20230208,1",CWC,Mixed
"TCDM,99,智附民,12,20110421,1",CWC,Mixed
"TPDM,105,智重附民,1,20161229,1",CWC,Mixed
"SLDM,109,智簡附民上,1,20200813,1",CWC,Lose
"PCDM,110,智附民,28,20211130,1",CWC,Mixed
"IPCM,112,附民上,11,20240828,1",CWC,Lose
"TCDM,107,智簡附民,3,20180523,1",CWC,Mixed
"CYDM,103,智簡附民,6,20150429,1",CWC,Mixed
"IPCM,101,重附民上,9,20120905,1",CWC,Lose
"TYDM,111,智附民,14,20230426,1",CWC,Mixed
"CTDM,108,智簡附民,5,20190227,1",CWC,Mixed
"TPDM,103,智附民,10,20140903,1",CWC,Lose
"PCDM,109,智附民,46,20201027,1",CWC,Mixed
"ULDM,105,智重附民,1,20190103,3",CWC,Lose
"TPDM,108,智附民,10,20190807,1",CWC,Mixed
"SCDM,101,智附民,5,20120815,1",CWC,Mixed
"CYDM,108,智簡附民,8,20190830,1",CWC,Mixed
"TCDM,108,智簡附民,15,20190725,1",CWC,Mixed
"KSDM,107,審智附民,12,20180726,1",CWC,Mixed
"CTDM,108,智簡附民,6,20190520,1",CWC,Mixed
"KLDM,111,智附民,1,20230220,1",CWC,Lose
"IPCM,97,附民,1,20090511,1",CWC,Mixed
"PCDM,110,智簡附民,7,20211130,1",CWC,Mixed
"KSDM,105,智附民,3,20161118,2",CWC,Mixed
"ILDM,103,智簡附民,5,20140530,3",CWC,Mixed
"ULDM,108,智附民,5,20200414,1",CWC,Mixed
"KSDM,104,智簡附民上,2,20160127,1",CWC,Lose
"KLDM,104,智附民,2,20160518,1",CWC,Mixed
"PCDM,109,智簡上附民,19,20210222,1",CWC,Mixed
"TCDM,102,智附民,18,20130916,1",CWC,Lose
"TCDM,108,智附民,16,20190528,1",CWC,Lose
"IPCM,109,附民上,26,20210408,1",CWC,Lose
"ULDM,106,智附民,2,20170428,1",CWC,Mixed
"PCDM,112,智附民,5,20230525,1",CWC,Mixed
"PCDM,99,智重附民,9,20110630,1",CWC,Mixed
"IPCM,103,附民上,9,20140508,1",CWC,Lose
"SLDM,107,智附民,1,20181025,1",CWC,Lose
"IPCM,113,重附民上,5,20241121,1",CWC,Lose
"SDEM,108,沙智簡附民,5,20190731,1",CWC,Mixed
"CTDM,107,審智附民,8,20190321,1",CWC,Mixed
"TPSV,103,台上,1742,20140827",CWC,Lose
"TCDM,106,智簡附民,3,20170630,1",CWC,Mixed
"PCDM,109,智附民,60,20210226,1",CWC,Mixed
"IPCM,113,附民上,6,20240912,1",CWC,Lose
"TPDM,105,智附民,2,20160413,1",CWC,Mixed
"KSDM,101,審智簡附民,16,20120817,1",CWC,Mixed
"SCDM,101,智附民,8,20130311,1",CWC,Mixed
"KSDM,98,簡附民,8,20090708,1",CWC,Mixed
"PCDV,97,重智,9,20090527,1",CWC,Mixed
"IPCM,102,附民上,10,20131031,2",CWC,Lose
"MKEM,103,馬智簡附民,3,20150211,1",CWC,Mixed
"TCDM,111,智簡附民,17,20230103,1",CWC,Mixed
"TPDV,93,智,94,20051021,1",CWC,Mixed
"KSDM,100,審智簡附民,24,20111226,1",CWC,Mixed
"KSDM,107,智附民,7,20180828,1",CWC,Mixed
"PCDM,112,智重附民,3,20240227,1",CWC,Mixed
"TNHM,90,重附民上,196,20010928,1",CWC,Lose
"IPCM,102,附民,6,20131031,1",CWC,Lose
"TCDM,100,智附民,6,20110901,1",CWC,Lose
"TPDM,92,附民,198,20030603,1",CWC,Lose
"KSDM,99,審智簡附民,8,20101021,1",CWC,Mixed
"IPCM,107,附民上,10,20181011,1",CWC,Lose
"IPCM,100,附民上,24,20121025,1",CWC,Lose
"CYDM,104,智附民,2,20151026,3",CWC,Mixed
"PCDM,110,智簡上附民,4,20211228,1",CWC,Mixed
"IPCM,113,附民上,10,20241121,1",CWC,Lose
"TCDM,108,智簡附民,3,20190306,1",CWC,Mixed
"IPCM,100,附民上,20,20111214,1",CWC,Lose
"TPDM,90,附民,308,20010720,1",CWC,Lose
"FYEM,113,豐智簡附民,1,20240430,1",CWC,Mixed
"PTDM,110,智簡附民,15,20210601,1",CWC,Mixed
"TCDM,111,智簡附民上,3,20230223,1",CWC,Lose
"IPCM,100,附民,8,20111130,1",CWC,Mixed
"TCDM,107,智附民,19,20180706,1",CWC,Lose
"TCDM,105,智附民,8,20160825,2",CWC,Mixed
"PCDM,107,智簡附民,8,20180919,1",CWC,Mixed
"IPCM,107,附民上,11,20181009,1",CWC,Lose
"TPDM,104,智附民,3,20150602,1",CWC,Mixed
"KSDM,105,智附民,12,20161118,1",CWC,Mixed
"PCDM,112,智簡附民,11,20231114,1",CWC,Mixed
"TNHM,91,附民,171,20030417,1",CWC,Lose
"IPCM,104,附民上,12,20151231,1",CWC,Lose
"TPDM,100,智簡附民,11,20120629,1",CWC,Mixed
"IPCM,107,重附民上,5,20181025,1",CWC,Lose
"TPDM,100,智附民,1,20110617,2",CWC,Mixed
"KSDM,101,審智簡附民,46,20130328,1",CWC,Mixed
"IPCM,105,附民上,21,20161025,1",CWC,Lose
"KLDM,100,智簡附民,1,20110118,1",CWC,Lose
"CYDM,102,智簡附民,6,20140828,1",CWC,Mixed
"IPCM,106,附民上,17,20180125,1",CWC,Lose
"KSDM,107,智簡上附民,1,20180628,1",CWC,Mixed
"TYDM,99,智附民,3,20100820,1",CWC,Mixed
"CHDM,101,智簡附民,10,20121204,1",CWC,Mixed
"TCDM,102,智附民,15,20140106,1",CWC,Lose
"TPDM,104,智附民,18,20170330,1",CWC,Mixed
"TYDM,111,審智附民,36,20230720,1",CWC,Mixed
"TCDM,108,智簡附民,13,20190717,1",CWC,Mixed
"PCDM,112,智重附民,4,20240227,1",CWC,Mixed
"KSDM,99,智附民,18,20100804,1",CWC,Mixed
"KSDM,109,智簡附民,3,20200413,1",CWC,Mixed
"IPCV,100,民著上更(三),2,20120517,1",CWC,Lose
"IPCM,106,附民上,11,20170810,1",CWC,Lose
"SLDM,109,智附民,7,20201019,1",CWC,Mixed
"PTDM,100,智簡附民,5,20111026,1",CWC,Mixed
"KSDM,104,智簡附民,21,20160127,1",CWC,Mixed
"PCDM,109,智簡上附民,16,20201229,1",CWC,Mixed
"IPCM,109,重附民上,7,20210107,1",CWC,Lose
"ULDM,105,智重附民,1,20190830,4",CWC,Mixed
"TPDM,89,重附民,19,20010611,1",CWC,Lose
"KSDM,104,智附民,7,20160512,1",CWC,Mixed
"TYDM,106,智附民,3,20180226,1",CWC,Mixed
"TCDM,110,智簡附民上,3,20220118,1",CWC,Lose
"PCDM,105,智重附民,1,20170524,1",CWC,Mixed
"PCDM,100,重附民,58,20140718,1",CWC,Lose
"NTDM,103,智附民,2,20150714,2",CWC,Mixed
"IPCM,100,附民上,9,20110811,1",CWC,Lose
"TPDM,112,智附民,1,20230112,1",CWC,Lose
"IPCM,101,附民,3,20120523,1",CWC,Mixed
"IPCV,100,民商訴,34,20111114,1",CWC,Lose
"IPCM,100,附民上,28,20120118,1",CWC,Lose
"IPCM,98,附民上,17,20100128,1",CWC,Lose
"TPDM,109,智附民,2,20200709,1",CWC,Lose
"TPDM,108,智重附民,6,20200528,1",CWC,Lose
"TPDM,101,智附民,26,20130530,1",CWC,Mixed
"TPDM,110,智簡附民,7,20210927,1",CWC,Mixed
"IPCM,108,附民上,17,20200206,1",CWC,Lose
"TPDM,103,智重附民,1,20150225,2",CWC,Mixed
"IPCM,98,附民上,3,20100920,2",CWC,Lose
"PCDM,102,智重附民,6,20140423,1",CWC,Mixed
"PCDM,106,智附民,4,20170524,1",CWC,Mixed
"KSDM,105,審智附民,26,20170503,3",CWC,Mixed
"TPDM,109,智附民,26,20220419,1",CWC,Lose
"TPDM,89,附民,69,20000229,1",CWC,Lose
"IPCM,106,附民上,13,20180124,1",CWC,Lose
"CTDM,108,智簡附民,2,20190227,1",CWC,Mixed
"IPCM,105,附民上,20,20161021,1",CWC,Lose
"TPDM,103,智簡附民,20,20150305,1",CWC,Mixed
"TPDM,112,智附民,7,20240313,1",CWC,Lose
"KSDM,104,智簡附民,17,20150804,1",CWC,Mixed
"IPCM,108,附民上,30,20200305,1",CWC,Lose
"SLDM,106,智附民,2,20181116,2",CWC,Mixed
"TYDM,100,智重附民,1,20111228,1",CWC,Mixed
"IPCM,101,附民上,2,20120117,1",CWC,Lose
"IPCM,107,附民上,9,20181213,1",CWC,Lose
"SCDM,103,智附民,3,20150710,1",CWC,Lose
"KSDM,106,審智附民,19,20180118,1",CWC,Mixed
"IPCM,99,附民,7,20100819,1",CWC,Mixed
"IPCM,104,附民,5,20151231,1",CWC,Lose
"TPDM,102,智附民,4,20131224,1",CWC,Lose
"PCDM,99,智重附民,1,20100430,1",CWC,Mixed
"IPCM,106,附民,6,20171102,1",CWC,Mixed
"TNDM,102,智附民,4,20140305,1",CWC,Lose
"TNDM,99,智重附民,1,20110128,1",CWC,Mixed
"PCDM,89,附民,420,20010328,1",CWC,Lose
"TNDM,102,智重附民,1,20130812,1",CWC,Mixed
"TPDM,102,智重附民,4,20150602,1",CWC,Mixed
"PCDM,106,智附民,16,20170822,1",CWC,Win
"TCDV,93,智,11,20040827,1",CWC,Mixed
"TYDM,113,智附民,1,20240718,1",CWC,Mixed
"IPCM,111,附民上,2,20220629,1",CWC,Lose
"TCDM,99,智簡附民,7,20101115,1",CWC,Mixed
"PCDM,112,智附民,7,20230328,1",CWC,Win
"TCDM,107,智附民,30,20181025,1",CWC,Mixed
"TCDM,112,智簡附民,22,20231226,1",CWC,Mixed
"CYDM,110,智附民,2,20210429,1",CWC,Mixed
"PCDM,110,智附民,18,20211228,1",CWC,Mixed
"KSDM,108,智簡附民,25,20200410,1",CWC,Mixed
"TCDM,109,智附民,43,20211028,1",CWC,Mixed
"IPCM,100,附民上,11,20111116,1",CWC,Lose
"IPCM,105,附民,2,20160324,1",CWC,Mixed
"TCDM,100,智簡附民,12,20111123,1",CWC,Mixed
"TYDM,103,智附民,9,20180731,1",CWC,Lose
"IPCM,102,附民上,20,20130926,1",CWC,Lose
"TYDM,102,智附民,1,20131129,1",CWC,Mixed
"PCDM,104,智簡上附民,1,20150612,2",CWC,Mixed
"ILDM,109,智附民,4,20210203,2",CWC,Lose
"CYDM,106,智簡附民,8,20171130,1",CWC,Mixed
"TCDM,106,智附民,10,20171213,1",CWC,Mixed
"PCDM,106,智簡附民,2,20170516,1",CWC,Mixed
"TCDM,108,智簡附民,22,20190925,1",CWC,Mixed
"ILDM,101,智重附民,2,20120517,1",CWC,Mixed
"IPCM,105,附民上,13,20170223,1",CWC,Lose
"TPDM,94,重附民,93,20090326,2",CWC,Lose
"TNDM,106,智簡附民上,1,20171003,1",CWC,Lose
"TPDM,102,智簡附民,5,20131118,1",CWC,Lose
"TNHV,95,訴,17,20061229,1",CWC,Mixed
"PTDM,103,智附民,3,20140722,2",CWC,Mixed
"TPDM,103,智簡附民,3,20140429,1",CWC,Lose
"TYDM,111,審智附民,13,20220524,1",CWC,Mixed
"IPCM,107,重附民上,6,20190131,1",CWC,Lose
"IPCM,100,附民上,30,20120229,1",CWC,Lose
"KSDM,106,智附民,5,20180524,1",CWC,Lose
"PTDM,101,智附民,4,20130111,1",CWC,Mixed
"CHDM,110,智簡附民,7,20210909,1",CWC,Mixed
"IPCM,104,附民上,23,20160527,1",CWC,Lose
"TPDM,97,附民,449,20081017,1",CWC,Mixed
"KSDM,101,審智簡附民,26,20120828,1",CWC,Mixed
"CHDM,100,智附民,2,20110812,1",CWC,Mixed
"ULDM,109,智附民,5,20220331,1",CWC,Mixed
"TPDM,109,智附民,22,20210331,1",CWC,Lose
"IPCM,104,附民上,15,20151130,1",CWC,Lose
"TPDM,111,智重附民,4,20230612,1",CWC,Mixed
"NTDM,100,投智簡附民,2,20120105,1",CWC,Mixed
"TCDM,110,智附民,31,20220222,2",CWC,Mixed
"TPDM,100,智簡附民,10,20110831,1",CWC,Mixed
"TNDM,112,智附民,1,20240731,1",CWC,Lose
"PCDM,99,智簡附民,12,20101227,1",CWC,Mixed
"PCDM,104,智簡附民,9,20150825,1",CWC,Mixed
"IPCM,103,附民上,5,20140417,1",CWC,Lose
"PTDM,111,智附民,2,20220912,2",CWC,Mixed
"TTDM,102,智附民,1,20140521,1",CWC,Mixed
"PCDM,106,智簡附民,9,20171207,1",CWC,Lose
"TCDM,109,智附民,20,20200806,1",CWC,Win
"TYDM,112,智附民,8,20231031,1",CWC,Mixed
"PCDM,103,智簡附民,18,20141230,1",CWC,Lose
"TPDM,110,智附民,23,20220223,1",CWC,Lose
"PTDM,100,智簡上附民,1,20131031,1",CWC,Lose
"NTDM,90,附民,65,20020308,2",CWC,Lose
"TNDM,103,智簡附民,4,20140715,1",CWC,Mixed
"CHDM,105,智簡附民,5,20170208,1",CWC,Mixed
"ULDM,105,智附民,7,20160531,1",CWC,Mixed
"PCDM,109,智附民,23,20210630,1",CWC,Mixed
"IPCM,106,附民上,20,20171219,1",CWC,Lose
"IPCM,104,重附民,1,20150826,1",CWC,Lose
"IPCM,101,附民上,20,20121018,1",CWC,Lose
"TPDM,110,智簡附民,18,20211227,1",CWC,Mixed
"TCDM,101,智簡附民,19,20121012,1",CWC,Lose
"TYDM,110,智附民,14,20230207,3",CWC,Lose
"KSDM,112,智簡附民,7,20230426,1",CWC,Mixed
"TPDM,101,智附民,4,20120629,1",CWC,Lose
"MLDM,110,智簡附民,1,20210914,1",CWC,Mixed
"PCDM,101,智簡附民上,2,20121030,1",CWC,Lose
"TPDM,104,智附民,17,20170330,1",CWC,Mixed
"TPDM,110,智附民,7,20210225,1",CWC,Lose
"IPCM,103,附民上,14,20140703,1",CWC,Lose
"KSDM,102,智簡附民,4,20131015,1",CWC,Mixed
"IPCM,101,附民上,4,20120516,1",CWC,Lose
"IPCM,104,附民上,20,20151231,1",CWC,Lose
"TPDM,103,智附民,19,20141225,1",CWC,Mixed
"PCDM,100,智附民,19,20111028,1",CWC,Mixed
"TCDM,107,智簡附民,12,20190222,1",CWC,Mixed
"IPCM,106,附民,2,20170725,1",CWC,Win
"PCDM,103,智重附民,2,20190128,2",CWC,Mixed
"TPDM,109,智附民,25,20210413,1",CWC,Mixed
"IPCV,105,民著上易,1,20160602,1",CWC,Lose
"TCDM,108,智附民,4,20190410,1",CWC,Mixed
"TNDV,94,智,8,20050721,1",CWC,Mixed
"SLDM,105,智附民,6,20170224,1",CWC,Mixed
"KSDM,105,智簡附民,20,20161229,1",CWC,Mixed
"PCDM,105,智簡上附民,2,20160511,1",CWC,Mixed
"IPCM,101,附民上,15,20120801,1",CWC,Lose
"PCDM,106,智附民,8,20180316,2",CWC,Mixed
"CHDM,108,智附民,11,20200609,1",CWC,Lose
"PCDM,110,智簡附民,11,20220719,2",CWC,Mixed
"PCDM,107,智附民,14,20180608,1",CWC,Mixed
"ULDM,111,六智簡附民,1,20230427,1",CWC,Mixed
"SCDM,104,智附民,4,20200213,2",CWC,Mixed
"PCDM,109,智簡上附民,5,20200721,1",CWC,Mixed
"PTDM,110,智附民,5,20220117,1",CWC,Mixed
"TCDM,111,智簡附民,2,20220609,1",CWC,Mixed
"PCDM,90,附民,16,20020408,1",CWC,Lose
"TCDM,107,智附民,39,20190417,1",CWC,Mixed
"KSDM,106,智簡附民,4,20170829,1",CWC,Mixed
"IPCM,108,附民上,3,20190808,1",CWC,Lose
"SCDM,106,智附民,3,20170804,1",CWC,Mixed
"CYDM,107,智附民,4,20180612,1",CWC,Mixed
"TPDM,91,附民,16,20020222,1",CWC,Lose
"TYDM,112,智附民,2,20230728,1",CWC,Mixed
"KSDM,101,智附民,1,20120622,2",CWC,Lose
"ULDM,111,港智簡附民,1,20220802,1",CWC,Mixed
"KSDM,104,審智附民,21,20160414,1",CWC,Mixed
"TNDM,101,智附民,3,20120427,1",CWC,Mixed
"PCDM,99,智附民,12,20100831,1",CWC,Mixed
"TPDM,109,智附民,15,20201112,1",CWC,Lose
"PCDM,113,智附民,2,20240131,1",CWC,Mixed
"PCDM,109,智附民,29,20200716,1",CWC,Mixed
"TCDM,104,智簡附民,7,20150818,1",CWC,Mixed
"PCDM,104,智附民,19,20160831,1",CWC,Mixed
"PCDM,107,智附民,10,20180330,1",CWC,Mixed
"TPDM,111,智簡附民,1,20231228,2",CWC,Mixed
"CTDM,106,智簡附民,1,20170616,1",CWC,Mixed
"IPCM,112,附民,2,20240409,2",CWC,Lose
"TNDM,106,智簡附民,8,20171129,1",CWC,Mixed
"PCDM,104,智簡附民上,1,20151016,1",CWC,Lose
"TCDM,110,智附民,9,20230110,1",CWC,Mixed
"TCDM,100,智附民,24,20111212,1",CWC,Lose
"MLDM,109,智簡附民,4,20210914,1",CWC,Mixed
"IPCM,100,重附民,8,20111229,1",CWC,Lose
"CTDM,110,智簡附民,4,20210406,1",CWC,Mixed
"TYDM,112,智附民,3,20230315,1",CWC,Mixed
"IPCM,101,附民上,28,20130515,2",CWC,Lose
"CYDM,103,智簡附民,3,20140425,1",CWC,Lose
"IPCM,110,附民上,9,20210826,2",CWC,Lose
"IPCM,108,附民,4,20190815,1",CWC,Mixed
"PTDM,99,智附民,5,20110331,1",CWC,Mixed
"IPCM,101,重附民上,6,20120531,1",CWC,Lose
"IPCM,108,附民上,28,20200205,1",CWC,Lose
"IPCM,102,重附民,1,20130425,1",CWC,Lose
"IPCM,100,附民上,27,20120229,1",CWC,Lose
"CHDM,107,智簡附民,4,20181001,1",CWC,Mixed
"ULDM,102,智附民,3,20140114,1",CWC,Lose
"CYDM,108,智附民,4,20190529,1",CWC,Mixed
"PCDM,100,智重附民,3,20110729,1",CWC,Mixed
"KSDM,108,智簡附民,7,20190606,1",CWC,Mixed
"IPCM,98,附民上,13,20100906,1",CWC,Lose
"PCDM,100,智簡附民,16,20111003,1",CWC,Win
"PTDM,104,審智重附民,2,20160115,1",CWC,Mixed
"TYDM,101,智附民,4,20141023,1",CWC,Lose
"TCDM,99,智簡上附民,1,20100428,1",CWC,Mixed
"KSDV,95,智,12,20070112,2",CWC,Mixed
"KLDM,104,智重附民,1,20160518,1",CWC,Mixed
"IPCM,113,附民上,7,20240926,1",CWC,Lose
"MLDV,97,智,1,20090219,2",CWC,Mixed
"CYDM,111,智附民,3,20220829,1",CWC,Mixed
"IPCM,108,附民上,15,20191121,1",CWC,Lose
"KSDM,109,智簡附民,11,20200527,1",CWC,Mixed
"KSDM,110,智附民,4,20210825,1",CWC,Lose
