JID,JTYPE,VERDICT
"IPCA,112,行專訴,26,20231116,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,2922,20030820,2",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,75,20171031,3",ADMINISTRATIVE,Lose
"TPAA,88,判,3690,19991008",ADMINISTRATIVE,Lose
"TPAA,88,判,3902,19991119",ADMINISTRATIVE,Lose
"TPAA,89,判,243,20000127",ADMINISTRATIVE,Lose
"TPBA,95,訴,3424,20070725,1",ADMINISTRATIVE,Win
"IPCA,109,行專訴,39,20210127,4",ADMINISTRATIVE,Lose
"TPBA,95,訴,666,20070111,2",ADMINISTRATIVE,Lose
"IPCA,102,行專訴,88,20131226,2",ADMINISTRATIVE,Win
"TPAA,94,判,1434,20050915,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,3867,20050316,1",ADMINISTRATIVE,Lose
"IPCA,97,行商訴,103,20090312,2",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,53,20201029,2",ADMINISTRATIVE,Win
"TPBA,90,訴,3963,20020626,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,3702,20061031,1",ADMINISTRATIVE,Lose
"IPCA,104,行著訴,8,20160225,2",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,117,20200429,3",ADMINISTRATIVE,Lose
"TPBA,93,訴,694,20050511,2",ADMINISTRATIVE,Lose
"IPCA,108,行專訴,33,20190827,3",ADMINISTRATIVE,Lose
"TPBA,95,訴,2301,20070412,2",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,12,20120831,4",ADMINISTRATIVE,Win
"TPAA,90,判,2143,20011116,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,3286,20080403,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,5898,20020828,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,2724,20030813,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,975,20070711,2",ADMINISTRATIVE,Mixed
"TPBA,90,訴,2637,20020509,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1086,20010614,1",ADMINISTRATIVE,Lose
"TPAA,95,判,580,20060427,1",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,8,20160922,3",ADMINISTRATIVE,Lose
"TPAA,90,判,2140,20011115,1",ADMINISTRATIVE,Lose
"TPAA,95,判,1545,20060921,1",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,9,20120628,2",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,1,20180712,3",ADMINISTRATIVE,Mixed
"IPCA,108,行專訴,4,20190808,3",ADMINISTRATIVE,Lose
"TPBA,92,訴,3789,20050406,3",ADMINISTRATIVE,Mixed
"TPBA,90,訴,2205,20020716,2",ADMINISTRATIVE,Lose
"IPCA,111,行專訴,15,20220914,3",ADMINISTRATIVE,Win
"IPCA,108,行商訴,10,20190627,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,4028,20020522,1",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,133,20200527,2",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,77,20210331,2",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,50,20120927,2",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,31,20090709,2",ADMINISTRATIVE,Lose
"TPAA,106,判,688,20171207,1",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,15,20180927,2",ADMINISTRATIVE,Mixed
"TPBA,95,訴,2594,20070424,2",ADMINISTRATIVE,Lose
"TPAA,96,判,1417,20070809,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,4834,20040708,1",ADMINISTRATIVE,Mixed
"TPBA,95,訴,3269,20070621,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,2956,20040922,2",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,118,20140227,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,1875,20050629,1",ADMINISTRATIVE,Lose
"TPAA,90,判,482,20010329,1",ADMINISTRATIVE,Lose
"IPCA,109,行專訴,7,20200811,3",ADMINISTRATIVE,Mixed
"IPCA,107,行商訴,7,20180828,2",ADMINISTRATIVE,Lose
"TPAA,91,判,1596,20020830,1",ADMINISTRATIVE,Lose
"TPAA,96,判,958,20070531,1",ADMINISTRATIVE,Lose
"TPAA,111,上,919,20230410,1",ADMINISTRATIVE,Lose
"TPAA,94,判,1593,20051020,1",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,211,20110317,3",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,8,20120607,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,45,20091118,3",ADMINISTRATIVE,Win
"IPCA,104,行專訴,22,20150625,3",ADMINISTRATIVE,Win
"TPAA,89,判,2605,20000825,1",ADMINISTRATIVE,Lose
"TPAA,106,判,461,20170817,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,4165,20020508,2",ADMINISTRATIVE,Lose
"TPAA,89,判,3978,20001229,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,1971,20040721,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,837,20060216,1",ADMINISTRATIVE,Mixed
"TPAA,90,判,2481,20011221,1",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,42,20171227,1",ADMINISTRATIVE,Lose
"TPAA,89,判,1331,20000428",ADMINISTRATIVE,Lose
"IPCA,108,行著訴,2,20200213,2",ADMINISTRATIVE,Lose
"TPAA,97,判,771,20080731,1",ADMINISTRATIVE,Lose
"IPCA,103,行著訴,2,20141204,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,1653,20010504,1",ADMINISTRATIVE,Lose
"IPCA,102,行專訴,69,20130926,4",ADMINISTRATIVE,Lose
"TPBA,92,訴,2731,20040804,2",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,216,20110317,2",ADMINISTRATIVE,Lose
"TPAA,98,判,1085,20090918,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,1779,20070322,1",ADMINISTRATIVE,Lose
"IPCA,100,行專訴,106,20120315,3",ADMINISTRATIVE,Win
"TPBA,94,訴,3490,20060921,2",ADMINISTRATIVE,Lose
"TPAA,95,判,46,20060112,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,1169,20050608,2",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,59,20201231,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,3920,20061031,2",ADMINISTRATIVE,Lose
"TPAA,88,判,3456,19990916",ADMINISTRATIVE,Lose
"TPBA,95,訴,1778,20070215,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,3252,20051027,2",ADMINISTRATIVE,Lose
"IPCA,103,行專訴,83,20150204,3",ADMINISTRATIVE,Win
"TPAA,98,判,482,20090507,1",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,29,20201029,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,3733,20051215,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3100,20030924,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,4032,20060427,2",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,103,20200130,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,2723,20080424,2",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,25,20120531,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,1260,20030416,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,2741,20050914,2",ADMINISTRATIVE,Lose
"TPAA,95,判,679,20060511,1",ADMINISTRATIVE,Lose
"TPAA,101,判,901,20121011,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,1660,20080130,2",ADMINISTRATIVE,Lose
"IPCA,103,行專訴,14,20140625,2",ADMINISTRATIVE,Lose
"TPAA,103,判,537,20141002,1",ADMINISTRATIVE,Lose
"IPCA,110,行商訴,92,20220511,1",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,70,20130131,3",ADMINISTRATIVE,Lose
"TPAA,112,上,612,20240521,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,3102,20050506,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,129,20100520,3",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,67,20190221,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,1851,20050803,2",ADMINISTRATIVE,Lose
"TPBA,97,訴,811,20080723,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,53,20101028,3",ADMINISTRATIVE,Lose
"TPBA,96,訴,3415,20080424,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,2110,20070404,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,5884,20020912,2",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,24,20200827,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,14,20090604,3",ADMINISTRATIVE,Lose
"TPBA,91,訴,4968,20040211,2",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,200,20110127,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,4183,20041130,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,3967,20061123,2",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,19,20181031,3",ADMINISTRATIVE,Lose
"TPBA,92,訴,5170,20050204,2",ADMINISTRATIVE,Lose
"TPAA,109,上,784,20211223,1",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,139,20091015,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,5562,20020731,1",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,73,20170412,3",ADMINISTRATIVE,Win
"TPBA,91,訴,2728,20031023,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,3549,20061031,2",ADMINISTRATIVE,Lose
"TPBA,96,訴更一,89,20080214,1",ADMINISTRATIVE,Win
"IPCA,109,行商更(一),1,20200924,1",ADMINISTRATIVE,Lose
"IPCA,106,行專訴,31,20171130,3",ADMINISTRATIVE,Lose
"TPAA,90,判,1883,20011018,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,2723,20020912,1",ADMINISTRATIVE,Mixed
"IPCA,109,行商訴,100,20210519,2",ADMINISTRATIVE,Lose
"TPAA,98,判,1227,20091008,1",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,130,20111222,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,2561,20040806,2",ADMINISTRATIVE,Lose
"TPAA,97,判,844,20080911,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,67,20010510,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,502,20001124,1",ADMINISTRATIVE,Lose
"TPAA,91,判,1382,20020726,1",ADMINISTRATIVE,Lose
"TPAA,94,判,164,20050131,1",ADMINISTRATIVE,Lose
"IPCA,97,行商訴,2,20081030,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3022,20031113,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3246,20030924,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,149,20110616,3",ADMINISTRATIVE,Lose
"TPAA,92,判,1157,20030904,1",ADMINISTRATIVE,Lose
"IPCA,102,行專訴,37,20131220,4",ADMINISTRATIVE,Lose
"IPCA,109,行專訴,14,20201028,4",ADMINISTRATIVE,Win
"IPCA,104,行商訴,153,20160616,2",ADMINISTRATIVE,Lose
"TPAA,98,判,643,20090611,1",ADMINISTRATIVE,Lose
"TPAA,90,判,69,20010105,1",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,85,20130327,3",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,54,20170315,3",ADMINISTRATIVE,Win
"TPAA,91,判,391,20020314,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,1292,20050603,2",ADMINISTRATIVE,Lose
"TPAA,90,判,382,20010315,1",ADMINISTRATIVE,Lose
"TPAA,92,判,671,20030530,1",ADMINISTRATIVE,Lose
"TPBA,97,訴,653,20080918,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,6426,20021011,2",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,38,20170120,3",ADMINISTRATIVE,Lose
"IPCA,104,行專訴,92,20160819,4",ADMINISTRATIVE,Lose
"TPBA,94,訴,1221,20060518,2",ADMINISTRATIVE,Lose
"IPCA,105,行專訴,99,20171221,5",ADMINISTRATIVE,Mixed
"TPBA,97,訴,739,20080910,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,34,20180321,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,121,20180426,1",ADMINISTRATIVE,Lose
"TPAA,94,判,1917,20051208,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,149,20030312,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,1926,20030717,1",ADMINISTRATIVE,Lose
"TPAA,91,判,1738,20020926,1",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,21,20221012,2",ADMINISTRATIVE,Lose
"TPAA,98,判,608,20090527,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,3638,20060831,2",ADMINISTRATIVE,Win
"TPBA,94,訴,1755,20060426,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,62,20091105,3",ADMINISTRATIVE,Win
"TPBA,95,訴,1514,20070208,1",ADMINISTRATIVE,Lose
"TPAA,90,判,121,20010131,1",ADMINISTRATIVE,Lose
"TPAA,97,判,367,20080430,1",ADMINISTRATIVE,Lose
"TPAA,99,判,365,20100408,1",ADMINISTRATIVE,Lose
"IPCA,97,行專訴,23,20081113,1",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,75,20110922,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,2745,20050311,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,1035,20040901,2",ADMINISTRATIVE,Lose
"TPAA,89,判,2008,20000622",ADMINISTRATIVE,Lose
"TPBA,91,訴,2552,20031210,2",ADMINISTRATIVE,Win
"TPAA,99,判,1067,20101014,1",ADMINISTRATIVE,Lose
"TPAA,95,判,660,20060511,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,4863,20020523,2",ADMINISTRATIVE,Lose
"IPCA,104,行著訴,3,20160629,4",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,162,20180430,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,4057,20011018,1",ADMINISTRATIVE,Lose
"IPCA,113,行商訴,11,20240930,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,4887,20040513,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,8,20100617,3",ADMINISTRATIVE,Lose
"TPBA,95,訴,4163,20071115,2",ADMINISTRATIVE,Lose
"TPAA,96,判,1308,20070726,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,4502,20050316,1",ADMINISTRATIVE,Win
"TPBA,93,訴更一,95,20050602,1",ADMINISTRATIVE,Win
"TPAA,96,判,20,20070111,1",ADMINISTRATIVE,Lose
"IPCA,110,行專訴,33,20211230,3",ADMINISTRATIVE,Lose
"TPAA,90,判,2386,20011213,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,6026,20021120,1",ADMINISTRATIVE,Lose
"TPAA,88,判,4076,19991203",ADMINISTRATIVE,Lose
"TPBA,89,訴,2396,20020514,2",ADMINISTRATIVE,Win
"IPCA,105,行商訴,85,20170118,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,777,20070118,1",ADMINISTRATIVE,Lose
"IPCA,110,行專訴,53,20221103,3",ADMINISTRATIVE,Lose
"IPCA,103,行商訴,14,20140730,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,2984,20060809,1",ADMINISTRATIVE,Lose
"TPAA,89,判,1277,20000427",ADMINISTRATIVE,Lose
"TPBA,90,訴,4896,20020829,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,3901,20070208,2",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,74,20190926,1",ADMINISTRATIVE,Win
"IPCA,105,行商訴,40,20160729,2",ADMINISTRATIVE,Lose
"TPAA,88,判,2083,19990603",ADMINISTRATIVE,Lose
"TPBA,92,訴,5107,20050112,2",ADMINISTRATIVE,Lose
"TPAA,90,判,2419,20011214,1",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,146,20140507,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,2582,20010816,2",ADMINISTRATIVE,Lose
"TPAA,99,判,584,20100603,1",ADMINISTRATIVE,Lose
"TPAA,90,判,1019,20010607,1",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,228,20110407,1",ADMINISTRATIVE,Lose
"TPAA,91,判,388,20020314,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,3698,20080422,2",ADMINISTRATIVE,Win
"IPCA,100,行商訴,69,20110929,3",ADMINISTRATIVE,Lose
"TPBA,90,訴,4485,20020627,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,313,20061221,2",ADMINISTRATIVE,Win
