Date,File,Maturity,Contract,ContractExpiryDate,Rf,S0
2024/02/15,OptionsDaily_2024_02_15.csv,0.16986301369863013,202404  ,2024/04/17,0.011,18644.57
2024/02/15,OptionsDaily_2024_02_15.csv,0.3424657534246575,202406  ,2024/06/19,0.011,18644.57
2024/02/16,OptionsDaily_2024_02_16.csv,0.0136986301369863,202402  ,2024/02/21,0.011,18607.25
2024/02/16,OptionsDaily_2024_02_16.csv,0.03287671232876712,202402W4  ,2024/02/28,0.011,18607.25
2024/02/16,OptionsDaily_2024_02_16.csv,0.09041095890410959,202403  ,2024/03/20,0.011,18607.25
2024/02/16,OptionsDaily_2024_02_16.csv,0.16712328767123288,202404  ,2024/04/17,0.011,18607.25
2024/02/16,OptionsDaily_2024_02_16.csv,0.33972602739726027,202406  ,2024/06/19,0.011,18607.25
2024/02/19,OptionsDaily_2024_02_19.csv,0.005479452054794521,202402  ,2024/02/21,0.011,18635.8
2024/02/19,OptionsDaily_2024_02_19.csv,0.024657534246575342,202402W4  ,2024/02/28,0.011,18635.8
2024/02/19,OptionsDaily_2024_02_19.csv,0.0821917808219178,202403  ,2024/03/20,0.011,18635.8
2024/02/19,OptionsDaily_2024_02_19.csv,0.1589041095890411,202404  ,2024/04/17,0.011,18635.8
2024/02/19,OptionsDaily_2024_02_19.csv,0.3315068493150685,202406  ,2024/06/19,0.011,18635.8
2024/02/20,OptionsDaily_2024_02_20.csv,0.0027397260273972603,202402  ,2024/02/21,0.011,18753.16
2024/02/20,OptionsDaily_2024_02_20.csv,0.021917808219178082,202402W4  ,2024/02/28,0.011,18753.16
2024/02/20,OptionsDaily_2024_02_20.csv,0.07945205479452055,202403  ,2024/03/20,0.011,18753.16
2024/02/20,OptionsDaily_2024_02_20.csv,0.15616438356164383,202404  ,2024/04/17,0.011,18753.16
2024/02/20,OptionsDaily_2024_02_20.csv,0.5780821917808219,202409  ,2024/09/18,0.011,18753.16
2024/02/21,OptionsDaily_2024_02_21.csv,0.0027397260273972603,202402  ,2024/02/21,0.011,18676.31
2024/02/21,OptionsDaily_2024_02_21.csv,0.019178082191780823,202402W4  ,2024/02/28,0.011,18676.31
2024/02/21,OptionsDaily_2024_02_21.csv,0.07671232876712329,202403  ,2024/03/20,0.011,18676.31
2024/02/21,OptionsDaily_2024_02_21.csv,0.038356164383561646,202403W1  ,2024/03/06,0.011,18676.31
2024/02/21,OptionsDaily_2024_02_21.csv,0.15342465753424658,202404  ,2024/04/17,0.011,18676.31
2024/02/22,OptionsDaily_2024_02_22.csv,0.01643835616438356,202402W4  ,2024/02/28,0.011,18852.78
2024/02/22,OptionsDaily_2024_02_22.csv,0.07397260273972603,202403  ,2024/03/20,0.011,18852.78
2024/02/22,OptionsDaily_2024_02_22.csv,0.03561643835616438,202403W1  ,2024/03/06,0.011,18852.78
2024/02/22,OptionsDaily_2024_02_22.csv,0.1506849315068493,202404  ,2024/04/17,0.011,18852.78
2024/02/22,OptionsDaily_2024_02_22.csv,0.2273972602739726,202405  ,2024/05/15,0.011,18852.78
2024/02/22,OptionsDaily_2024_02_22.csv,0.3232876712328767,202406  ,2024/06/19,0.011,18852.78
2024/02/23,OptionsDaily_2024_02_23.csv,0.0136986301369863,202402W4  ,2024/02/28,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.07123287671232877,202403  ,2024/03/20,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.03287671232876712,202403W1  ,2024/03/06,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.14794520547945206,202404  ,2024/04/17,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.22465753424657534,202405  ,2024/05/15,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.32054794520547947,202406  ,2024/06/19,0.011,18889.19
2024/02/23,OptionsDaily_2024_02_23.csv,0.5698630136986301,202409  ,2024/09/18,0.011,18889.19
2024/02/26,OptionsDaily_2024_02_26.csv,0.005479452054794521,202402W4  ,2024/02/28,0.011,18948.05
2024/02/26,OptionsDaily_2024_02_26.csv,0.06301369863013699,202403  ,2024/03/20,0.011,18948.05
2024/02/26,OptionsDaily_2024_02_26.csv,0.024657534246575342,202403W1  ,2024/03/06,0.011,18948.05
2024/02/26,OptionsDaily_2024_02_26.csv,0.13972602739726028,202404  ,2024/04/17,0.011,18948.05
2024/02/26,OptionsDaily_2024_02_26.csv,0.21643835616438356,202405  ,2024/05/15,0.011,18948.05
2024/02/26,OptionsDaily_2024_02_26.csv,0.31232876712328766,202406  ,2024/06/19,0.011,18948.05
2024/02/27,OptionsDaily_2024_02_27.csv,0.0027397260273972603,202402W4  ,2024/02/28,0.011,18854.41
2024/02/27,OptionsDaily_2024_02_27.csv,0.06027397260273973,202403  ,2024/03/20,0.011,18854.41
2024/02/27,OptionsDaily_2024_02_27.csv,0.021917808219178082,202403W1  ,2024/03/06,0.011,18854.41
2024/02/27,OptionsDaily_2024_02_27.csv,0.136986301369863,202404  ,2024/04/17,0.011,18854.41
2024/02/27,OptionsDaily_2024_02_27.csv,0.2136986301369863,202405  ,2024/05/15,0.011,18854.41
2024/02/27,OptionsDaily_2024_02_27.csv,0.5589041095890411,202409  ,2024/09/18,0.011,18854.41
2024/02/29,OptionsDaily_2024_02_29.csv,0.0027397260273972603,202402W4  ,2024/02/28,0.011,18966.77
2024/02/29,OptionsDaily_2024_02_29.csv,0.0547945205479452,202403  ,2024/03/20,0.011,18966.77
2024/02/29,OptionsDaily_2024_02_29.csv,0.01643835616438356,202403W1  ,2024/03/06,0.011,18966.77
2024/02/29,OptionsDaily_2024_02_29.csv,0.03561643835616438,202403W2  ,2024/03/13,0.011,18966.77
2024/02/29,OptionsDaily_2024_02_29.csv,0.13150684931506848,202404  ,2024/04/17,0.011,18966.77
2024/02/29,OptionsDaily_2024_02_29.csv,0.3041095890410959,202406  ,2024/06/19,0.011,18966.77
2024/03/01,OptionsDaily_2024_03_01.csv,0.052054794520547946,202403  ,2024/03/20,0.011,18935.93
2024/03/01,OptionsDaily_2024_03_01.csv,0.0136986301369863,202403W1  ,2024/03/06,0.011,18935.93
2024/03/01,OptionsDaily_2024_03_01.csv,0.03287671232876712,202403W2  ,2024/03/13,0.011,18935.93
2024/03/01,OptionsDaily_2024_03_01.csv,0.12876712328767123,202404  ,2024/04/17,0.011,18935.93
2024/03/01,OptionsDaily_2024_03_01.csv,0.2054794520547945,202405  ,2024/05/15,0.011,18935.93
2024/03/01,OptionsDaily_2024_03_01.csv,0.5506849315068493,202409  ,2024/09/18,0.011,18935.93
2024/03/04,OptionsDaily_2024_03_04.csv,0.043835616438356165,202403  ,2024/03/20,0.011,19305.31
2024/03/04,OptionsDaily_2024_03_04.csv,0.005479452054794521,202403W1  ,2024/03/06,0.011,19305.31
2024/03/04,OptionsDaily_2024_03_04.csv,0.024657534246575342,202403W2  ,2024/03/13,0.011,19305.31
2024/03/04,OptionsDaily_2024_03_04.csv,0.12054794520547946,202404  ,2024/04/17,0.011,19305.31
2024/03/04,OptionsDaily_2024_03_04.csv,0.19726027397260273,202405  ,2024/05/15,0.011,19305.31
2024/03/05,OptionsDaily_2024_03_05.csv,0.0410958904109589,202403  ,2024/03/20,0.011,19386.92
2024/03/05,OptionsDaily_2024_03_05.csv,0.0027397260273972603,202403W1  ,2024/03/06,0.011,19386.92
2024/03/05,OptionsDaily_2024_03_05.csv,0.021917808219178082,202403W2  ,2024/03/13,0.011,19386.92
2024/03/05,OptionsDaily_2024_03_05.csv,0.1178082191780822,202404  ,2024/04/17,0.011,19386.92
2024/03/05,OptionsDaily_2024_03_05.csv,0.19452054794520549,202405  ,2024/05/15,0.011,19386.92
2024/03/05,OptionsDaily_2024_03_05.csv,0.5397260273972603,202409  ,2024/09/18,0.011,19386.92
2024/03/06,OptionsDaily_2024_03_06.csv,0.038356164383561646,202403  ,2024/03/20,0.011,19499.45
2024/03/06,OptionsDaily_2024_03_06.csv,0.0027397260273972603,202403W1  ,2024/03/06,0.011,19499.45
2024/03/06,OptionsDaily_2024_03_06.csv,0.019178082191780823,202403W2  ,2024/03/13,0.011,19499.45
2024/03/06,OptionsDaily_2024_03_06.csv,0.11506849315068493,202404  ,2024/04/17,0.011,19499.45
2024/03/06,OptionsDaily_2024_03_06.csv,0.2876712328767123,202406  ,2024/06/19,0.011,19499.45
2024/03/07,OptionsDaily_2024_03_07.csv,0.03561643835616438,202403  ,2024/03/20,0.011,19693.52
2024/03/07,OptionsDaily_2024_03_07.csv,0.01643835616438356,202403W2  ,2024/03/13,0.011,19693.52
2024/03/07,OptionsDaily_2024_03_07.csv,0.11232876712328767,202404  ,2024/04/17,0.011,19693.52
2024/03/07,OptionsDaily_2024_03_07.csv,0.5342465753424658,202409  ,2024/09/18,0.011,19693.52
2024/03/08,OptionsDaily_2024_03_08.csv,0.03287671232876712,202403  ,2024/03/20,0.011,19785.32
2024/03/08,OptionsDaily_2024_03_08.csv,0.0136986301369863,202403W2  ,2024/03/13,0.011,19785.32
2024/03/08,OptionsDaily_2024_03_08.csv,0.1095890410958904,202404  ,2024/04/17,0.011,19785.32
2024/03/08,OptionsDaily_2024_03_08.csv,0.1863013698630137,202405  ,2024/05/15,0.011,19785.32
2024/03/08,OptionsDaily_2024_03_08.csv,0.2821917808219178,202406  ,2024/06/19,0.011,19785.32
2024/03/08,OptionsDaily_2024_03_08.csv,0.5315068493150685,202409  ,2024/09/18,0.011,19785.32
2024/03/11,OptionsDaily_2024_03_11.csv,0.024657534246575342,202403  ,2024/03/20,0.011,19726.08
2024/03/11,OptionsDaily_2024_03_11.csv,0.005479452054794521,202403W2  ,2024/03/13,0.011,19726.08
2024/03/11,OptionsDaily_2024_03_11.csv,0.10136986301369863,202404  ,2024/04/17,0.011,19726.08
2024/03/11,OptionsDaily_2024_03_11.csv,0.1780821917808219,202405  ,2024/05/15,0.011,19726.08
2024/03/11,OptionsDaily_2024_03_11.csv,0.273972602739726,202406  ,2024/06/19,0.011,19726.08
2024/03/12,OptionsDaily_2024_03_12.csv,0.021917808219178082,202403  ,2024/03/20,0.011,19914.55
2024/03/12,OptionsDaily_2024_03_12.csv,0.0027397260273972603,202403W2  ,2024/03/13,0.011,19914.55
2024/03/12,OptionsDaily_2024_03_12.csv,0.09863013698630137,202404  ,2024/04/17,0.011,19914.55
2024/03/12,OptionsDaily_2024_03_12.csv,0.17534246575342466,202405  ,2024/05/15,0.011,19914.55
2024/03/12,OptionsDaily_2024_03_12.csv,0.27123287671232876,202406  ,2024/06/19,0.011,19914.55
2024/03/13,OptionsDaily_2024_03_13.csv,0.019178082191780823,202403  ,2024/03/20,0.011,19928.51
2024/03/13,OptionsDaily_2024_03_13.csv,0.0027397260273972603,202403W2  ,2024/03/13,0.011,19928.51
2024/03/13,OptionsDaily_2024_03_13.csv,0.038356164383561646,202403W4  ,2024/03/27,0.011,19928.51
2024/03/13,OptionsDaily_2024_03_13.csv,0.0958904109589041,202404  ,2024/04/17,0.011,19928.51
2024/03/13,OptionsDaily_2024_03_13.csv,0.2684931506849315,202406  ,2024/06/19,0.011,19928.51
2024/03/14,OptionsDaily_2024_03_14.csv,0.01643835616438356,202403  ,2024/03/20,0.011,19937.92
2024/03/14,OptionsDaily_2024_03_14.csv,0.03561643835616438,202403W4  ,2024/03/27,0.011,19937.92
2024/03/14,OptionsDaily_2024_03_14.csv,0.09315068493150686,202404  ,2024/04/17,0.011,19937.92
2024/03/14,OptionsDaily_2024_03_14.csv,0.16986301369863013,202405  ,2024/05/15,0.011,19937.92
2024/03/14,OptionsDaily_2024_03_14.csv,0.26575342465753427,202406  ,2024/06/19,0.011,19937.92
2024/03/14,OptionsDaily_2024_03_14.csv,0.5150684931506849,202409  ,2024/09/18,0.011,19937.92
2024/03/15,OptionsDaily_2024_03_15.csv,0.0136986301369863,202403  ,2024/03/20,0.011,19682.5
2024/03/15,OptionsDaily_2024_03_15.csv,0.03287671232876712,202403W4  ,2024/03/27,0.011,19682.5
2024/03/15,OptionsDaily_2024_03_15.csv,0.09041095890410959,202404  ,2024/04/17,0.011,19682.5
2024/03/15,OptionsDaily_2024_03_15.csv,0.16712328767123288,202405  ,2024/05/15,0.011,19682.5
2024/03/15,OptionsDaily_2024_03_15.csv,0.5123287671232877,202409  ,2024/09/18,0.011,19682.5
2024/03/18,OptionsDaily_2024_03_18.csv,0.005479452054794521,202403  ,2024/03/20,0.011,19879.85
2024/03/18,OptionsDaily_2024_03_18.csv,0.024657534246575342,202403W4  ,2024/03/27,0.011,19879.85
2024/03/18,OptionsDaily_2024_03_18.csv,0.0821917808219178,202404  ,2024/04/17,0.011,19879.85
2024/03/18,OptionsDaily_2024_03_18.csv,0.1589041095890411,202405  ,2024/05/15,0.011,19879.85
2024/03/18,OptionsDaily_2024_03_18.csv,0.2547945205479452,202406  ,2024/06/19,0.011,19879.85
2024/03/18,OptionsDaily_2024_03_18.csv,0.5041095890410959,202409  ,2024/09/18,0.011,19879.85
2024/03/19,OptionsDaily_2024_03_19.csv,0.0027397260273972603,202403  ,2024/03/20,0.011,19857.2
2024/03/19,OptionsDaily_2024_03_19.csv,0.021917808219178082,202403W4  ,2024/03/27,0.011,19857.2
2024/03/19,OptionsDaily_2024_03_19.csv,0.07945205479452055,202404  ,2024/04/17,0.011,19857.2
2024/03/19,OptionsDaily_2024_03_19.csv,0.25205479452054796,202406  ,2024/06/19,0.011,19857.2
2024/03/20,OptionsDaily_2024_03_20.csv,0.0027397260273972603,202403  ,2024/03/20,0.011,19784.45
2024/03/20,OptionsDaily_2024_03_20.csv,0.019178082191780823,202403W4  ,2024/03/27,0.011,19784.45
2024/03/20,OptionsDaily_2024_03_20.csv,0.07671232876712329,202404  ,2024/04/17,0.011,19784.45
2024/03/20,OptionsDaily_2024_03_20.csv,0.038356164383561646,202404W1  ,2024/04/03,0.011,19784.45
2024/03/20,OptionsDaily_2024_03_20.csv,0.15342465753424658,202405  ,2024/05/15,0.011,19784.45
2024/03/20,OptionsDaily_2024_03_20.csv,0.2493150684931507,202406  ,2024/06/19,0.011,19784.45
2024/03/21,OptionsDaily_2024_03_21.csv,0.01643835616438356,202403W4  ,2024/03/27,0.011,20199.09
2024/03/21,OptionsDaily_2024_03_21.csv,0.07397260273972603,202404  ,2024/04/17,0.011,20199.09
