Date,File,S0,Maturity,Contract,ContractExpiryDate,Rf
2023/3/10,OptionsDaily_2023_03_10.csv,15526.2,5,202303,2023/3/15,0.01475
2023/3/13,OptionsDaily_2023_03_13.csv,15560.49,2,202303,2023/3/15,0.01475
2023/3/14,OptionsDaily_2023_03_14.csv,15360.42,1,202303,2023/3/15,0.01475
2023/3/15,OptionsDaily_2023_03_15.csv,15387.59,0,202303,2023/3/15,0.01475
2023/3/16,OptionsDaily_2023_03_16.csv,15221.12,34,202304,2023/4/19,0.01475
2023/3/17,OptionsDaily_2023_03_17.csv,15452.96,33,202304,2023/4/19,0.01475
2023/3/20,OptionsDaily_2023_03_20.csv,15419.97,30,202304,2023/4/19,0.01475
2023/3/21,OptionsDaily_2023_03_21.csv,15513.45,29,202304,2023/4/19,0.01475
2023/3/22,OptionsDaily_2023_03_22.csv,15760.46,28,202304,2023/4/19,0.01475
2023/3/23,OptionsDaily_2023_03_23.csv,15863.95,27,202304,2023/4/19,0.01475
2023/3/24,OptionsDaily_2023_03_24.csv,15914.7,26,202304,2023/4/19,0.01475
2023/3/27,OptionsDaily_2023_03_27.csv,15830.31,23,202304,2023/4/19,0.016
2023/3/28,OptionsDaily_2023_03_28.csv,15701.48,22,202304,2023/4/19,0.016
2023/3/29,OptionsDaily_2023_03_29.csv,15769.76,21,202304,2023/4/19,0.016
2023/3/30,OptionsDaily_2023_03_30.csv,15849.43,20,202304,2023/4/19,0.016
2023/3/31,OptionsDaily_2023_03_31.csv,15868.06,19,202304,2023/4/19,0.016
2023/4/6,OptionsDaily_2023_04_06.csv,15810.77,13,202304,2023/4/19,0.016
2023/4/7,OptionsDaily_2023_04_07.csv,15836.5,12,202304,2023/4/19,0.016
2023/4/10,OptionsDaily_2023_04_10.csv,15876.17,9,202304,2023/4/19,0.016
2023/4/11,OptionsDaily_2023_04_11.csv,15913.88,8,202304,2023/4/19,0.016
2023/4/12,OptionsDaily_2023_04_12.csv,15932.97,7,202304,2023/4/19,0.016
2023/4/13,OptionsDaily_2023_04_13.csv,15804.76,6,202304,2023/4/19,0.016
2023/4/14,OptionsDaily_2023_04_14.csv,15929.43,5,202304,2023/4/19,0.016
2023/4/17,OptionsDaily_2023_04_17.csv,15963.55,2,202304,2023/4/19,0.016
2023/4/18,OptionsDaily_2023_04_18.csv,15869.44,1,202304,2023/4/19,0.016
2023/4/19,OptionsDaily_2023_04_19.csv,15770.47,0,202304,2023/4/19,0.016
2023/4/20,OptionsDaily_2023_04_20.csv,15707.52,27,202305,2023/5/17,0.016
2023/4/21,OptionsDaily_2023_04_21.csv,15602.99,26,202305,2023/5/17,0.016
2023/4/24,OptionsDaily_2023_04_24.csv,15626.87,23,202305,2023/5/17,0.016
2023/4/25,OptionsDaily_2023_04_25.csv,15370.73,22,202305,2023/5/17,0.016
2023/4/26,OptionsDaily_2023_04_26.csv,15374.63,21,202305,2023/5/17,0.016
2023/4/27,OptionsDaily_2023_04_27.csv,15411.49,20,202305,2023/5/17,0.016
2023/4/28,OptionsDaily_2023_04_28.csv,15579.18,19,202305,2023/5/17,0.016
2023/5/2,OptionsDaily_2023_05_02.csv,15636.48,15,202305,2023/5/17,0.016
2023/5/3,OptionsDaily_2023_05_03.csv,15553.41,14,202305,2023/5/17,0.016
2023/5/4,OptionsDaily_2023_05_04.csv,15609.03,13,202305,2023/5/17,0.016
2023/5/5,OptionsDaily_2023_05_05.csv,15626.07,12,202305,2023/5/17,0.016
2023/5/8,OptionsDaily_2023_05_08.csv,15699.57,9,202305,2023/5/17,0.016
2023/5/9,OptionsDaily_2023_05_09.csv,15727.7,8,202305,2023/5/17,0.016
2023/5/10,OptionsDaily_2023_05_10.csv,15641.76,7,202305,2023/5/17,0.016
2023/5/11,OptionsDaily_2023_05_11.csv,15514.64,6,202305,2023/5/17,0.016
2023/5/12,OptionsDaily_2023_05_12.csv,15502.36,5,202305,2023/5/17,0.016
2023/5/15,OptionsDaily_2023_05_15.csv,15475.05,2,202305,2023/5/17,0.016
2023/5/16,OptionsDaily_2023_05_16.csv,15673.9,1,202305,2023/5/17,0.016
2023/5/17,OptionsDaily_2023_05_17.csv,15925.29,0,202305,2023/5/17,0.016
2023/5/18,OptionsDaily_2023_05_18.csv,16101.88,34,202306,2023/6/21,0.016
2023/5/19,OptionsDaily_2023_05_19.csv,16174.92,33,202306,2023/6/21,0.016
2023/5/22,OptionsDaily_2023_05_22.csv,16180.89,30,202306,2023/6/21,0.016
2023/5/23,OptionsDaily_2023_05_23.csv,16188.03,29,202306,2023/6/21,0.016
2023/5/24,OptionsDaily_2023_05_24.csv,16159.32,28,202306,2023/6/21,0.016
2023/5/25,OptionsDaily_2023_05_25.csv,16292.0,27,202306,2023/6/21,0.016
2023/5/26,OptionsDaily_2023_05_26.csv,16505.05,26,202306,2023/6/21,0.016
2023/5/29,OptionsDaily_2023_05_29.csv,16636.3,23,202306,2023/6/21,0.016
2023/5/30,OptionsDaily_2023_05_30.csv,16622.74,22,202306,2023/6/21,0.016
2023/5/31,OptionsDaily_2023_05_31.csv,16578.96,21,202306,2023/6/21,0.016
2023/6/1,OptionsDaily_2023_06_01.csv,16512.65,20,202306,2023/6/21,0.016
2023/6/2,OptionsDaily_2023_06_02.csv,16706.91,19,202306,2023/6/21,0.016
2023/6/5,OptionsDaily_2023_06_05.csv,16714.43,16,202306,2023/6/21,0.016
2023/6/6,OptionsDaily_2023_06_06.csv,16761.66,15,202306,2023/6/21,0.016
2023/6/7,OptionsDaily_2023_06_07.csv,16922.48,14,202306,2023/6/21,0.016
2023/6/8,OptionsDaily_2023_06_08.csv,16733.69,13,202306,2023/6/21,0.016
2023/6/9,OptionsDaily_2023_06_09.csv,16886.4,12,202306,2023/6/21,0.016
2023/6/12,OptionsDaily_2023_06_12.csv,16955.37,9,202306,2023/6/21,0.016
2023/6/13,OptionsDaily_2023_06_13.csv,17216.6,8,202306,2023/6/21,0.016
2023/6/14,OptionsDaily_2023_06_14.csv,17238.14,7,202306,2023/6/21,0.016
2023/6/15,OptionsDaily_2023_06_15.csv,17334.98,6,202306,2023/6/21,0.016
2023/6/16,OptionsDaily_2023_06_16.csv,17288.91,5,202306,2023/6/21,0.016
2023/6/19,OptionsDaily_2023_06_19.csv,17274.56,2,202306,2023/6/21,0.016
2023/6/20,OptionsDaily_2023_06_20.csv,17184.91,1,202306,2023/6/21,0.016
2023/6/21,OptionsDaily_2023_06_21.csv,17202.4,0,202306,2023/6/21,0.016
2023/6/26,OptionsDaily_2023_06_26.csv,17059.24,23,202307,2023/7/19,0.016
2023/6/27,OptionsDaily_2023_06_27.csv,16887.9,22,202307,2023/7/19,0.016
2023/6/28,OptionsDaily_2023_06_28.csv,16935.63,21,202307,2023/7/19,0.016
2023/6/29,OptionsDaily_2023_06_29.csv,16942.3,20,202307,2023/7/19,0.016
2023/6/30,OptionsDaily_2023_06_30.csv,16915.54,19,202307,2023/7/19,0.016
2023/7/3,OptionsDaily_2023_07_03.csv,17084.2,16,202307,2023/7/19,0.016
2023/7/4,OptionsDaily_2023_07_04.csv,17140.77,15,202307,2023/7/19,0.016
2023/7/5,OptionsDaily_2023_07_05.csv,17056.43,14,202307,2023/7/19,0.016
2023/7/6,OptionsDaily_2023_07_06.csv,16762.17,13,202307,2023/7/19,0.016
2023/7/7,OptionsDaily_2023_07_07.csv,16664.21,12,202307,2023/7/19,0.016
2023/7/10,OptionsDaily_2023_07_10.csv,16652.8,9,202307,2023/7/19,0.016
2023/7/11,OptionsDaily_2023_07_11.csv,16898.91,8,202307,2023/7/19,0.016
2023/7/12,OptionsDaily_2023_07_12.csv,16962.03,7,202307,2023/7/19,0.016
2023/7/13,OptionsDaily_2023_07_13.csv,17061.4,6,202307,2023/7/19,0.016
2023/7/14,OptionsDaily_2023_07_14.csv,17283.71,5,202307,2023/7/19,0.016
2023/7/17,OptionsDaily_2023_07_17.csv,17334.29,2,202307,2023/7/19,0.016
2023/7/18,OptionsDaily_2023_07_18.csv,17227.91,1,202307,2023/7/19,0.016
2023/7/19,OptionsDaily_2023_07_19.csv,17116.44,0,202307,2023/7/19,0.016
2023/7/20,OptionsDaily_2023_07_20.csv,17164.89,27,202308,2023/8/16,0.016
2023/7/21,OptionsDaily_2023_07_21.csv,17030.7,26,202308,2023/8/16,0.016
2023/7/24,OptionsDaily_2023_07_24.csv,17033.61,23,202308,2023/8/16,0.016
2023/7/25,OptionsDaily_2023_07_25.csv,17198.89,22,202308,2023/8/16,0.016
2023/7/26,OptionsDaily_2023_07_26.csv,17162.55,21,202308,2023/8/16,0.016
2023/7/27,OptionsDaily_2023_07_27.csv,17241.82,20,202308,2023/8/16,0.016
2023/7/28,OptionsDaily_2023_07_28.csv,17292.93,19,202308,2023/8/16,0.016
2023/7/31,OptionsDaily_2023_07_31.csv,17145.43,16,202308,2023/8/16,0.016
2023/8/1,OptionsDaily_2023_08_01.csv,17212.87,15,202308,2023/8/16,0.016
2023/8/2,OptionsDaily_2023_08_02.csv,16893.73,14,202308,2023/8/16,0.016
2023/8/4,OptionsDaily_2023_08_04.csv,16843.68,12,202308,2023/8/16,0.016
2023/8/7,OptionsDaily_2023_08_07.csv,16996.0,9,202308,2023/8/16,0.016
2023/8/8,OptionsDaily_2023_08_08.csv,16877.07,8,202308,2023/8/16,0.016
2023/8/9,OptionsDaily_2023_08_09.csv,16870.94,7,202308,2023/8/16,0.016
2023/8/10,OptionsDaily_2023_08_10.csv,16634.7,6,202308,2023/8/16,0.016
2023/8/11,OptionsDaily_2023_08_11.csv,16601.25,5,202308,2023/8/16,0.016
2023/8/14,OptionsDaily_2023_08_14.csv,16393.66,2,202308,2023/8/16,0.016
2023/8/15,OptionsDaily_2023_08_15.csv,16454.8,1,202308,2023/8/16,0.016
2023/8/16,OptionsDaily_2023_08_16.csv,16446.78,0,202308,2023/8/16,0.016
2023/8/17,OptionsDaily_2023_08_17.csv,16516.66,34,202309,2023/9/20,0.016
2023/8/18,OptionsDaily_2023_08_18.csv,16381.31,33,202309,2023/9/20,0.016
2023/8/21,OptionsDaily_2023_08_21.csv,16381.49,30,202309,2023/9/20,0.016
2023/8/22,OptionsDaily_2023_08_22.csv,16437.61,29,202309,2023/9/20,0.016
2023/8/23,OptionsDaily_2023_08_23.csv,16576.9,28,202309,2023/9/20,0.016
2023/8/24,OptionsDaily_2023_08_24.csv,16770.87,27,202309,2023/9/20,0.016
2023/8/25,OptionsDaily_2023_08_25.csv,16481.58,26,202309,2023/9/20,0.016
2023/8/28,OptionsDaily_2023_08_28.csv,16509.26,23,202309,2023/9/20,0.016
2023/8/29,OptionsDaily_2023_08_29.csv,16623.65,22,202309,2023/9/20,0.016
2023/8/30,OptionsDaily_2023_08_30.csv,16719.82,21,202309,2023/9/20,0.016
2023/8/31,OptionsDaily_2023_08_31.csv,16634.51,20,202309,2023/9/20,0.016
2023/9/1,OptionsDaily_2023_09_01.csv,16644.94,19,202309,2023/9/20,0.016
2023/9/4,OptionsDaily_2023_09_04.csv,16789.69,16,202309,2023/9/20,0.016
2023/9/5,OptionsDaily_2023_09_05.csv,16791.61,15,202309,2023/9/20,0.016
2023/9/6,OptionsDaily_2023_09_06.csv,16738.16,14,202309,2023/9/20,0.016
2023/9/7,OptionsDaily_2023_09_07.csv,16619.14,13,202309,2023/9/20,0.016
2023/9/8,OptionsDaily_2023_09_08.csv,16576.02,12,202309,2023/9/20,0.016
2023/9/11,OptionsDaily_2023_09_11.csv,16432.95,9,202309,2023/9/20,0.016
2023/9/12,OptionsDaily_2023_09_12.csv,16572.71,8,202309,2023/9/20,0.016
2023/9/13,OptionsDaily_2023_09_13.csv,16581.51,7,202309,2023/9/20,0.016
2023/9/14,OptionsDaily_2023_09_14.csv,16807.56,6,202309,2023/9/20,0.016
2023/9/15,OptionsDaily_2023_09_15.csv,16920.92,5,202309,2023/9/20,0.016
2023/9/18,OptionsDaily_2023_09_18.csv,16698.24,2,202309,2023/9/20,0.016
2023/9/19,OptionsDaily_2023_09_19.csv,16636.32,1,202309,2023/9/20,0.016
2023/9/20,OptionsDaily_2023_09_20.csv,16534.75,0,202309,2023/9/20,0.016
2023/9/21,OptionsDaily_2023_09_21.csv,16316.67,27,202310,2023/10/18,0.016
2023/9/22,OptionsDaily_2023_09_22.csv,16344.48,26,202310,2023/10/18,0.016
2023/9/25,OptionsDaily_2023_09_25.csv,16452.23,23,202310,2023/10/18,0.016
2023/9/26,OptionsDaily_2023_09_26.csv,16276.07,22,202310,2023/10/18,0.016
2023/9/27,OptionsDaily_2023_09_27.csv,16310.36,21,202310,2023/10/18,0.016
2023/9/28,OptionsDaily_2023_09_28.csv,16353.74,20,202310,2023/10/18,0.016
2023/10/2,OptionsDaily_2023_10_02.csv,16557.31,16,202310,2023/10/18,0.016
2023/10/3,OptionsDaily_2023_10_03.csv,16454.34,15,202310,2023/10/18,0.016
2023/10/4,OptionsDaily_2023_10_04.csv,16273.38,14,202310,2023/10/18,0.016
2023/10/5,OptionsDaily_2023_10_05.csv,16453.52,13,202310,2023/10/18,0.016
2023/10/6,OptionsDaily_2023_10_06.csv,16520.57,12,202310,2023/10/18,0.016
2023/10/11,OptionsDaily_2023_10_11.csv,16672.03,7,202310,2023/10/18,0.016
2023/10/12,OptionsDaily_2023_10_12.csv,16825.91,6,202310,2023/10/18,0.016
2023/10/13,OptionsDaily_2023_10_13.csv,16782.57,5,202310,2023/10/18,0.016
2023/10/16,OptionsDaily_2023_10_16.csv,16652.24,2,202310,2023/10/18,0.016
2023/10/17,OptionsDaily_2023_10_17.csv,16642.55,1,202310,2023/10/18,0.016
2023/10/18,OptionsDaily_2023_10_18.csv,16440.91,0,202310,2023/10/18,0.016
2023/10/19,OptionsDaily_2023_10_19.csv,16452.73,27,202311,2023/11/15,0.016
2023/10/20,OptionsDaily_2023_10_20.csv,16440.72,26,202311,2023/11/15,0.016
2023/10/23,OptionsDaily_2023_10_23.csv,16251.36,23,202311,2023/11/15,0.016
2023/10/24,OptionsDaily_2023_10_24.csv,16309.76,22,202311,2023/11/15,0.016
2023/10/25,OptionsDaily_2023_10_25.csv,16358.89,21,202311,2023/11/15,0.016
2023/10/26,OptionsDaily_2023_10_26.csv,16073.74,20,202311,2023/11/15,0.016
2023/10/27,OptionsDaily_2023_10_27.csv,16134.61,19,202311,2023/11/15,0.016
2023/10/30,OptionsDaily_2023_10_30.csv,16149.68,16,202311,2023/11/15,0.016
2023/10/31,OptionsDaily_2023_10_31.csv,16001.27,15,202311,2023/11/15,0.016
2023/11/1,OptionsDaily_2023_11_01.csv,16038.56,14,202311,2023/11/15,0.016
2023/11/2,OptionsDaily_2023_11_02.csv,16396.95,13,202311,2023/11/15,0.016
2023/11/3,OptionsDaily_2023_11_03.csv,16507.65,12,202311,2023/11/15,0.016
2023/11/6,OptionsDaily_2023_11_06.csv,16649.36,9,202311,2023/11/15,0.016
2023/11/7,OptionsDaily_2023_11_07.csv,16684.95,8,202311,2023/11/15,0.016
2023/11/8,OptionsDaily_2023_11_08.csv,16740.83,7,202311,2023/11/15,0.016
2023/11/9,OptionsDaily_2023_11_09.csv,16745.65,6,202311,2023/11/15,0.016
2023/11/10,OptionsDaily_2023_11_10.csv,16682.67,5,202311,2023/11/15,0.016
2023/11/13,OptionsDaily_2023_11_13.csv,16839.29,2,202311,2023/11/15,0.016
2023/11/14,OptionsDaily_2023_11_14.csv,16915.71,1,202311,2023/11/15,0.016
2023/11/15,OptionsDaily_2023_11_15.csv,17128.78,0,202311,2023/11/15,0.016
2023/11/16,OptionsDaily_2023_11_16.csv,17171.18,34,202312,2023/12/20,0.016
2023/11/17,OptionsDaily_2023_11_17.csv,17208.95,33,202312,2023/12/20,0.016
2023/11/20,OptionsDaily_2023_11_20.csv,17210.47,30,202312,2023/12/20,0.016
2023/11/21,OptionsDaily_2023_11_21.csv,17416.7,29,202312,2023/12/20,0.016
2023/11/22,OptionsDaily_2023_11_22.csv,17310.26,28,202312,2023/12/20,0.016
2023/11/23,OptionsDaily_2023_11_23.csv,17294.55,27,202312,2023/12/20,0.016
2023/11/24,OptionsDaily_2023_11_24.csv,17287.42,26,202312,2023/12/20,0.016
2023/11/27,OptionsDaily_2023_11_27.csv,17137.42,23,202312,2023/12/20,0.016
2023/11/28,OptionsDaily_2023_11_28.csv,17341.25,22,202312,2023/12/20,0.016
2023/11/29,OptionsDaily_2023_11_29.csv,17370.56,21,202312,2023/12/20,0.016
2023/11/30,OptionsDaily_2023_11_30.csv,17433.85,20,202312,2023/12/20,0.016
2023/12/1,OptionsDaily_2023_12_01.csv,17438.35,19,202312,2023/12/20,0.016
2023/12/4,OptionsDaily_2023_12_04.csv,17421.48,16,202312,2023/12/20,0.016
2023/12/5,OptionsDaily_2023_12_05.csv,17328.01,15,202312,2023/12/20,0.016
2023/12/6,OptionsDaily_2023_12_06.csv,17360.72,14,202312,2023/12/20,0.016
2023/12/7,OptionsDaily_2023_12_07.csv,17278.74,13,202312,2023/12/20,0.016
2023/12/8,OptionsDaily_2023_12_08.csv,17383.99,12,202312,2023/12/20,0.016
2023/12/11,OptionsDaily_2023_12_11.csv,17418.34,9,202312,2023/12/20,0.016
2023/12/12,OptionsDaily_2023_12_12.csv,17450.63,8,202312,2023/12/20,0.016
2023/12/13,OptionsDaily_2023_12_13.csv,17468.93,7,202312,2023/12/20,0.016
2023/12/14,OptionsDaily_2023_12_14.csv,17653.11,6,202312,2023/12/20,0.016
2023/12/15,OptionsDaily_2023_12_15.csv,17673.87,5,202312,2023/12/20,0.016
2023/12/18,OptionsDaily_2023_12_18.csv,17652.03,2,202312,2023/12/20,0.016
2023/12/19,OptionsDaily_2023_12_19.csv,17576.55,1,202312,2023/12/20,0.016
2023/12/20,OptionsDaily_2023_12_20.csv,17635.2,0,202312,2023/12/20,0.016
2023/12/21,OptionsDaily_2023_12_21.csv,17543.74,27,202401,2024/1/17,0.016
2023/12/22,OptionsDaily_2023_12_22.csv,17596.63,26,202401,2024/1/17,0.016
2023/12/25,OptionsDaily_2023_12_25.csv,17604.84,23,202401,2024/1/17,0.016
2023/12/26,OptionsDaily_2023_12_26.csv,17751.73,22,202401,2024/1/17,0.016
2023/12/27,OptionsDaily_2023_12_27.csv,17891.5,21,202401,2024/1/17,0.016
2023/12/28,OptionsDaily_2023_12_28.csv,17910.37,20,202401,2024/1/17,0.016
2023/12/29,OptionsDaily_2023_12_29.csv,17930.81,19,202401,2024/1/17,0.016
